CD_GEOCODI,Sum - ATACADO_MIC,Sum - ATACADO_PEQ,Sum - ATACADO_MED,Sum - ATACADO_GDE,ATACADO,Sum - VAREJO_MIC,Sum - VAREJO_PEQ,Sum - VAREJO_MED,Sum - VAREJO_GDE,VAREJO,Sum - ENSINO_MIC,Sum - ENSINO_PEQ,Sum - ENSINO_MED,Sum - ENSINO_GDE,ENSINO,Sum - FINANC_MIC,Sum - FINANC_PEQ,Sum - FINANC_MED,Sum - FINANC_GDE,FINANC,Sum - SAUDE_MIC,Sum - SAUDE_PEQ,Sum - SAUDE_MED,Sum - SAUDE_GDE,SAUDE,Sum - TRANSP_MIC,Sum - TRANSP_PEQ,Sum - TRANSP_MED,Sum - TRANSP_GDE,TRANSP
355030884000193,15,3,1,0,19,202,39,4,6,251,10,10,0,0,20,5,0,0,0,5,10,0,0,0,10,14,3,0,0,17
355030885000015,162,36,0,0,198,1005,159,6,6,1176,24,18,6,0,48,42,18,0,0,60,63,0,0,3,66,111,6,0,0,117
355030885000071,74,11,3,0,88,680,163,15,1,859,36,27,7,0,70,37,23,1,0,61,92,2,2,2,98,61,12,3,2,78
355030885000099,814,121,33,0,968,7480,1793,165,11,9449,396,297,77,0,770,407,253,11,0,671,1012,22,22,22,1078,671,132,33,22,858
355030885000113,74,11,3,0,88,680,163,15,1,859,36,27,7,0,70,37,23,1,0,61,92,2,2,2,98,61,12,3,2,78
355030886000008,98,23,6,6,133,584,182,22,15,803,10,7,1,2,20,19,13,0,0,32,27,2,0,0,29,140,67,11,13,231
355030886000031,1176,276,72,72,1596,7008,2184,264,180,9636,120,84,12,24,240,228,156,0,0,384,324,24,0,0,348,1680,804,132,156,2772
355030886000054,44,2,0,0,46,384,54,4,0,442,14,18,2,0,34,28,0,0,0,28,18,6,2,0,26,46,6,0,0,52
355030887000129,46,4,0,0,50,322,36,0,0,358,6,0,0,0,6,4,0,0,0,4,8,0,0,0,8,30,4,0,2,36
355030888000003,706,200,26,22,954,586,131,24,17,758,37,24,3,4,68,29,24,0,2,55,62,3,1,0,66,115,39,13,16,183
355030888000018,706,200,26,22,954,586,131,24,17,758,37,24,3,4,68,29,24,0,2,55,62,3,1,0,66,115,39,13,16,183
355030888000029,706,200,26,22,954,586,131,24,17,758,37,24,3,4,68,29,24,0,2,55,62,3,1,0,66,115,39,13,16,183
355030889000098,29,6,0,0,35,199,34,0,0,233,9,8,0,1,18,10,3,0,0,13,23,1,0,1,25,42,1,1,0,44
355030890000012,126,40,2,4,172,1054,158,8,4,1224,96,52,12,14,174,68,38,2,0,108,422,54,4,12,492,194,40,8,6,248
355030890000029,126,40,2,4,172,1054,158,8,4,1224,96,52,12,14,174,68,38,2,0,108,422,54,4,12,492,194,40,8,6,248
355030890000034,63,20,1,2,86,527,79,4,2,612,48,26,6,7,87,34,19,1,0,54,211,27,2,6,246,97,20,4,3,124
355030890000056,84,21,1,1,107,389,82,4,5,480,49,32,2,6,89,42,21,2,2,67,490,27,4,21,542,101,15,4,0,120
355030890000058,168,42,2,2,214,778,164,8,10,960,98,64,4,12,178,84,42,4,4,134,980,54,8,42,1084,202,30,8,0,240
355030890000065,63,20,1,2,86,527,79,4,2,612,48,26,6,7,87,34,19,1,0,54,211,27,2,6,246,97,20,4,3,124
355030890000074,63,20,1,2,86,527,79,4,2,612,48,26,6,7,87,34,19,1,0,54,211,27,2,6,246,97,20,4,3,124
355030890000101,126,40,2,4,172,1054,158,8,4,1224,96,52,12,14,174,68,38,2,0,108,422,54,4,12,492,194,40,8,6,248
355030890000120,924,231,11,11,1177,4279,902,44,55,5280,539,352,22,66,979,462,231,22,22,737,5390,297,44,231,5962,1111,165,44,0,1320
355030890000123,168,42,2,2,214,778,164,8,10,960,98,64,4,12,178,84,42,4,4,134,980,54,8,42,1084,202,30,8,0,240
355030890000124,84,21,1,1,107,389,82,4,5,480,49,32,2,6,89,42,21,2,2,67,490,27,4,21,542,101,15,4,0,120
355030890000125,63,20,1,2,86,527,79,4,2,612,48,26,6,7,87,34,19,1,0,54,211,27,2,6,246,97,20,4,3,124
355030890000148,84,21,1,1,107,389,82,4,5,480,49,32,2,6,89,42,21,2,2,67,490,27,4,21,542,101,15,4,0,120
355030890000153,63,20,1,2,86,527,79,4,2,612,48,26,6,7,87,34,19,1,0,54,211,27,2,6,246,97,20,4,3,124
355030890000175,84,21,1,1,107,389,82,4,5,480,49,32,2,6,89,42,21,2,2,67,490,27,4,21,542,101,15,4,0,120
355030890000197,948,360,132,36,1476,2832,480,60,48,3420,384,240,60,0,684,768,456,96,204,1524,2820,216,48,72,3156,1116,396,72,12,1596
355030890000199,79,30,11,3,123,236,40,5,4,285,32,20,5,0,57,64,38,8,17,127,235,18,4,6,263,93,33,6,1,133
355030890000223,84,21,1,1,107,389,82,4,5,480,49,32,2,6,89,42,21,2,2,67,490,27,4,21,542,101,15,4,0,120
355030893000064,81,19,2,0,102,425,80,7,3,515,25,10,2,2,39,42,9,0,0,51,47,3,1,1,52,59,20,1,0,80
355030893000151,81,19,2,0,102,425,80,7,3,515,25,10,2,2,39,42,9,0,0,51,47,3,1,1,52,59,20,1,0,80
355030893000158,810,190,20,0,1020,4250,800,70,30,5150,250,100,20,20,390,420,90,0,0,510,470,30,10,10,520,590,200,10,0,800
355030894000003,51,11,0,0,62,463,82,7,4,556,29,23,6,1,59,13,5,0,0,18,51,1,0,1,53,52,14,2,2,70
355030894000036,64,32,8,16,120,1184,248,16,0,1448,64,32,0,0,96,32,8,0,0,40,32,0,0,0,32,176,16,0,0,192
355030894000048,25,6,0,0,31,207,31,3,2,243,15,3,1,2,21,12,5,0,0,17,39,5,0,0,44,33,6,1,0,40
355030894000096,153,33,0,0,186,1389,246,21,12,1668,87,69,18,3,177,39,15,0,0,54,153,3,0,3,159,156,42,6,6,210
355030895000076,38,30,2,6,76,234,60,4,10,308,12,4,4,0,20,2,2,0,0,4,10,0,0,0,10,96,32,12,14,154
355030895000104,48,16,1,1,66,353,59,3,1,416,20,27,1,0,48,10,5,0,0,15,40,0,0,0,40,59,13,2,2,76
355030896000005,3,0,0,1,4,109,14,0,3,126,3,4,0,1,8,4,0,0,0,4,4,0,0,0,4,14,0,0,0,14
355030896000087,24,2,0,0,26,438,60,4,2,504,14,26,0,2,42,2,0,0,0,2,22,0,0,2,24,26,6,4,2,38
355030896000121,10,2,0,0,12,102,10,0,0,112,0,2,0,0,,0,0,0,0,0,2,0,0,0,2,10,0,0,0,10
