Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
355030853000017;1;0;924180;924180;0;0;0;0;3;49;66;111;19;1;12;
355030853000018;1;0;1629592;1629592;0;1;2;7;39;73;64;78;49;17;3;
355030853000019;1;0;742001;742001;0;0;0;1;20;50;48;52;23;1;8;
355030853000020;1;0;982194;982194;0;0;0;6;26;51;28;41;28;7;51;
355030853000021;1;0;1155585;1155585;0;0;1;5;19;50;37;56;49;15;9;
355030853000022;1;0;559066;559066;0;0;1;7;29;45;34;31;25;5;5;
355030853000023;1;0;245310;245310;0;0;0;1;11;27;14;14;5;2;2;
355030853000024;1;0;2435142;2435142;0;0;1;1;10;11;25;65;79;35;2;
355030853000025;1;0;177621;177621;0;0;0;5;13;25;11;8;5;0;0;
355030853000026;1;0;1033872;1033872;0;0;0;2;17;40;44;59;63;11;4;
355030853000027;1;0;494510;494510;0;0;0;6;17;47;10;22;16;3;0;
355030853000028;1;0;849103;849103;0;0;0;6;12;26;15;26;29;10;7;
355030853000029;1;0;1490596;1490596;0;0;1;7;16;50;46;63;62;19;3;
355030853000030;1;0;967600;967600;0;0;0;3;22;46;33;41;27;14;3;
355030853000031;1;0;571681;571681;0;0;3;6;15;25;20;22;18;4;34;
355030853000032;1;0;363214;363214;0;0;1;6;24;35;17;18;5;1;2;
355030853000033;1;0;1909887;1909887;0;0;0;3;23;42;46;66;64;35;3;
355030853000034;1;2;1863440;1861240;2200;0;0;3;14;34;23;58;84;31;2;
355030853000035;1;0;1220004;1220004;0;0;0;5;15;63;29;51;53;9;7;
355030853000036;1;0;664107;664107;0;1;0;8;15;35;18;13;13;8;35;
355030853000037;1;0;1537421;1537421;0;0;1;3;18;41;35;50;50;20;6;
355030853000038;1;1;1180001;1179201;800;0;0;14;37;69;36;35;54;11;1;
355030853000039;1;0;1720069;1720069;0;0;1;5;16;52;38;53;58;29;5;
355030853000040;1;0;665731;665731;0;0;0;4;11;26;16;24;30;8;2;
355030853000041;1;0;592829;592829;0;0;0;11;27;59;28;25;15;3;50;
355030853000042;1;0;723128;723128;0;1;0;4;25;60;36;53;23;4;5;
355030853000043;1;0;889290;889290;0;0;0;4;12;24;33;62;46;2;49;
355030853000044;1;0;658620;658620;0;0;0;9;33;46;41;32;27;2;5;
355030853000045;1;1;1463792;1462792;1000;0;1;12;41;75;68;62;61;14;17;
355030853000046;1;0;881793;881793;0;0;0;3;20;60;36;33;31;9;7;
355030853000047;1;0;356729;356729;0;0;0;1;19;40;22;19;7;1;13;
355030853000048;1;0;964199;964199;0;0;0;11;50;87;48;48;25;4;8;
355030853000049;1;0;1547201;1547201;0;0;0;3;12;21;17;35;47;33;1;
355030853000050;1;0;2345192;2345192;0;0;0;1;13;41;27;58;89;34;5;
355030853000051;1;0;960121;960121;0;1;0;5;12;39;22;35;34;7;3;
355030853000052;1;0;2379913;2379913;0;0;0;6;14;35;27;38;80;46;2;
355030853000053;1;0;746905;746905;0;0;0;14;45;69;47;35;10;3;2;
355030853000054;1;0;542635;542635;0;0;0;12;28;45;28;22;12;2;6;
355030853000055;1;0;554685;554685;0;0;1;13;26;60;34;21;14;1;8;
355030853000056;1;0;1413336;1413336;0;1;0;5;37;85;79;75;36;12;12;
355030853000057;1;0;510930;510930;0;0;0;4;20;41;35;28;13;2;0;
355030853000058;1;0;962711;962711;0;0;2;12;38;87;50;41;34;2;3;
355030853000059;1;0;905526;905526;0;0;2;8;27;48;54;70;20;2;2;
355030853000060;1;1;783383;782883;500;1;2;3;29;57;24;45;26;2;0;
355030853000061;1;0;1286137;1286137;0;0;0;3;17;48;62;92;41;10;1;
355030853000062;1;0;1381628;1381628;0;0;0;2;15;55;42;36;48;25;2;
355030853000063;1;0;1190920;1190920;0;0;2;1;9;19;12;36;49;19;21;
355030853000064;1;0;1685830;1685830;0;0;0;3;12;33;41;71;80;20;2;
355030853000065;1;0;1473140;1473140;0;0;0;9;22;41;43;57;58;21;2;
355030853000066;1;0;1591038;1591038;0;0;0;2;5;29;27;38;52;27;2;
355030853000067;1;0;2132046;2132046;0;0;0;1;18;41;44;70;75;36;2;
355030853000068;1;0;2090478;2090478;0;0;0;3;10;26;43;68;65;34;2;
355030853000069;1;2;1822677;1817877;4800;0;1;5;28;49;25;61;64;51;14;
355030853000070;1;0;577587;577587;0;0;1;2;22;34;24;26;28;3;21;
355030853000071;1;0;2062305;2062305;0;0;1;9;27;67;71;94;98;24;57;
355030853000072;1;0;1359932;1359932;0;0;0;1;12;69;72;107;65;13;8;
355030853000073;1;0;571989;571989;0;0;1;8;21;69;53;22;4;1;7;
355030853000074;1;0;1959761;1959761;0;1;1;7;32;79;81;102;93;21;20;
355030853000075;1;0;613774;613774;0;0;2;3;35;68;56;43;11;1;5;
355030853000076;1;0;615562;615562;0;0;1;1;28;68;33;39;22;1;1;
355030853000077;1;0;1064537;1064537;0;0;1;6;55;100;72;67;38;5;7;
355030853000078;1;0;720511;720511;0;0;2;8;37;54;29;25;19;4;17;
355030853000079;1;0;1571853;1571853;0;0;0;5;23;81;50;74;45;12;1;
355030853000080;1;0;1266800;1266800;0;1;0;2;12;45;55;63;54;11;2;
355030853000081;1;0;986990;986990;0;0;2;4;16;34;30;37;39;10;1;
355030853000082;1;0;98090;98090;0;0;0;2;5;7;6;5;1;1;10;
355030853000083;1;0;2466489;2466489;0;0;0;2;13;17;21;33;51;57;3;
355030853000084;1;0;319591;319591;0;0;0;5;5;14;13;10;10;3;1;
355030853000085;1;0;303807;303807;0;0;3;22;28;34;8;8;9;0;3;
355030853000086;1;0;1268472;1268472;0;0;0;1;21;56;42;61;76;21;2;
355030853000087;1;0;696596;696596;0;1;0;6;33;64;35;23;14;6;6;
355030853000088;1;0;299017;299017;0;0;1;6;15;19;13;10;13;2;41;
355030853000089;1;0;1019166;1019166;0;0;1;14;41;40;33;50;46;6;35;
355030853000090;1;0;354971;354971;0;0;0;5;25;32;11;17;8;1;7;
355030853000091;1;0;721952;721952;0;0;4;6;46;66;36;28;18;5;11;
355030853000092;1;0;456515;456515;0;1;0;6;18;49;31;19;12;1;2;
355030853000093;1;0;999985;999985;0;0;4;10;30;75;46;39;28;6;6;
355030853000094;1;0;1063511;1063511;0;0;2;3;18;61;43;45;31;9;19;
355030853000095;1;0;3070371;3070371;0;0;0;1;4;8;14;57;112;68;26;
355030853000096;1;0;1864435;1864435;0;0;0;2;15;57;35;68;61;26;1;
355030853000097;1;0;753114;753114;0;0;0;6;23;65;35;41;17;2;2;
355030853000098;1;0;702106;702106;0;0;0;2;24;38;28;30;20;4;5;
355030853000099;1;0;744697;744697;0;0;1;9;20;38;39;35;29;11;6;
355030853000100;1;0;505440;505440;0;0;6;29;86;87;23;19;3;1;13;
355030853000101;1;0;818386;818386;0;1;0;1;14;54;66;54;29;3;8;
355030853000102;1;0;539677;539677;0;0;0;1;9;12;7;17;23;9;0;
355030853000103;1;0;1476116;1476116;0;0;1;5;24;55;40;50;52;32;7;
355030853000104;1;0;1950612;1950612;0;0;0;0;2;12;14;40;71;50;8;
355030853000105;1;0;1864500;1864500;0;0;0;0;0;0;0;8;28;61;0;
355030853000107;1;0;642934;642934;0;1;0;0;1;12;13;37;43;12;5;
355030853000108;1;0;869590;869590;0;0;0;0;2;9;30;63;57;4;1;
355030853000109;1;0;715130;715130;0;0;0;0;2;4;12;66;45;6;1;
355030853000110;1;0;649140;649140;0;0;1;2;15;4;9;18;31;13;5;
355030853000111;1;0;1848480;1848480;0;0;0;1;2;5;9;31;57;38;0;
355030853000112;1;0;1846061;1846061;0;0;0;2;1;3;8;18;55;42;0;
355030853000113;1;0;304310;304310;0;0;0;3;15;33;35;23;2;0;4;
355030853000114;1;0;280036;280036;0;0;0;3;17;31;23;16;6;1;2;
355030853000115;1;0;1154012;1154012;0;0;0;2;17;23;26;42;50;13;12;
355030853000116;1;0;2199470;2199470;0;0;2;30;91;113;23;47;72;39;5;
355030853000117;1;0;1036005;1036005;0;0;0;4;13;35;27;50;36;18;2;
355030853000118;1;0;1262585;1262585;0;0;0;4;27;55;32;50;39;15;1;
355030853000119;1;0;640405;640405;0;0;1;5;38;51;31;34;19;5;2;
355030853000120;1;0;1122217;1122217;0;1;2;3;17;43;50;51;40;13;4;
355030853000121;1;0;1084976;1084976;0;0;0;1;7;14;17;44;74;17;10;
355030853000122;1;0;1912960;1912960;0;0;0;0;5;11;15;37;46;22;1;
355030853000123;1;0;476257;476257;0;0;0;2;7;28;26;40;17;6;5;
355030853000124;1;0;1490600;1490600;0;0;0;0;1;1;10;30;60;38;0;
355030853000125;1;0;942964;942964;0;0;2;2;11;20;27;35;39;17;3;
355030853000126;1;0;881320;881320;0;0;0;2;11;46;32;50;34;10;3;
355030853000127;1;0;1017620;1017620;0;0;0;0;1;0;2;1;17;16;0;
355030853000128;1;0;1207770;1207770;0;0;0;1;4;13;9;30;52;15;3;
355030853000129;1;0;469080;469080;0;0;0;0;1;4;12;23;14;5;1;
355030853000130;1;0;508264;508264;0;0;0;3;12;32;35;47;11;1;1;
355030853000131;1;0;1011768;1011768;0;1;0;4;12;39;27;35;38;11;2;
355030853000132;1;0;1607658;1607658;0;0;1;3;9;27;28;38;53;23;10;
355030853000133;1;0;42240;42240;0;0;4;14;18;4;0;0;0;0;2;
355030854000001;1;1;739250;738550;700;0;0;1;0;6;1;14;22;16;2;
355030854000002;1;0;5657097;5657097;0;0;0;1;3;13;3;11;30;66;1;
355030854000003;1;0;1740308;1740308;0;0;0;4;7;13;4;5;1;17;4;
355030854000004;1;0;2345515;2345515;0;3;1;1;3;5;1;3;7;51;2;
355030854000005;1;0;2134440;2134440;0;0;0;0;5;8;2;6;17;52;1;
355030854000006;1;0;4677563;4677563;0;0;0;4;14;29;34;28;26;90;0;
355030854000007;1;0;1837602;1837602;0;1;1;1;10;5;5;8;12;50;6;
355030854000008;1;0;2131410;2131410;0;0;0;0;2;4;5;11;20;64;0;
355030854000009;1;0;616345;616345;0;0;0;2;9;10;7;11;12;22;11;
355030854000010;1;0;631770;631770;0;0;0;1;1;7;1;12;7;12;35;
355030854000011;1;0;235759;235759;0;2;14;35;70;52;4;3;1;0;18;
355030854000012;1;0;3478027;3478027;0;1;0;0;5;14;3;7;38;93;9;
355030854000013;1;0;1474627;1474627;0;0;1;1;8;8;5;7;20;34;3;
355030854000014;1;0;2661341;2661341;0;0;0;6;9;11;11;5;26;56;26;
355030854000015;1;0;1371835;1371835;0;2;5;10;26;31;15;11;20;31;8;
355030854000016;1;0;2632832;2632832;0;0;0;0;1;3;4;9;35;60;2;
355030854000017;1;0;1625577;1625577;0;1;0;2;9;10;6;6;34;37;1;
355030854000018;1;0;2734630;2734630;0;0;0;1;1;7;6;27;85;51;2;
355030854000019;1;0;1033054;1033054;0;0;0;1;4;10;15;39;49;26;51;
355030854000020;1;0;1139775;1139775;0;0;0;2;10;30;23;20;42;25;2;
355030854000021;1;0;1417096;1417096;0;0;0;1;6;15;8;13;30;43;4;
355030854000022;1;1;1185180;1183980;1200;0;0;4;14;22;21;22;42;26;28;
355030854000023;1;0;459868;459868;0;0;0;1;6;15;12;11;19;7;0;
355030854000024;1;0;1675200;1675200;0;0;0;0;5;6;6;19;56;61;3;
355030854000025;1;0;643386;643386;0;0;0;2;5;3;7;11;19;18;7;
355030854000026;1;1;2017555;2017045;510;0;0;8;21;22;29;32;34;48;6;
355030854000027;1;0;1211720;1211720;0;0;0;0;3;7;2;3;18;35;0;
355030854000028;1;0;1055318;1055318;0;0;1;10;20;11;9;6;18;20;4;
355030854000029;1;0;1410902;1410902;0;0;0;0;0;6;4;2;10;46;2;
355030854000030;1;0;1128486;1128486;0;0;0;4;4;8;5;6;27;30;11;
355030854000032;1;0;1757624;1757624;0;0;2;7;12;21;9;6;20;43;10;
355030854000033;1;0;287258;287258;0;6;26;67;82;52;7;3;1;0;26;
355030854000034;1;0;219839;219839;0;2;12;40;72;36;5;1;1;0;29;
355030854000035;1;0;142021;142021;0;0;18;37;46;26;4;0;0;0;53;
355030854000036;1;0;910915;910915;0;0;0;3;7;23;13;18;35;21;6;
355030854000037;1;0;1760574;1760574;0;0;0;1;6;20;11;11;36;59;10;
355030854000038;1;0;3425738;3425738;0;0;0;5;22;20;7;12;65;85;3;
355030854000039;1;0;2249000;2249000;0;0;0;0;1;3;3;6;19;53;2;
355030854000040;1;0;261520;261520;0;0;1;5;6;6;4;5;3;7;1;
355030854000041;1;0;327473;327473;0;2;20;61;94;50;7;4;0;0;9;
355030854000042;1;0;1788763;1788763;0;0;0;0;6;9;6;20;33;39;1;
355030854000043;1;0;1224359;1224359;0;0;0;1;4;21;19;30;49;25;2;
355030854000044;1;0;1709806;1709806;0;0;0;1;8;16;16;37;89;29;0;
355030854000045;1;0;782247;782247;0;1;0;2;6;16;20;40;53;18;4;
355030854000046;1;0;1197380;1197380;0;0;0;3;7;25;26;50;56;23;6;
355030854000047;1;0;745433;745433;0;0;0;1;3;13;20;32;33;8;4;
355030854000048;1;0;2694020;2694020;0;0;0;2;9;14;21;35;75;58;19;
355030854000049;1;0;1325169;1325169;0;0;1;4;9;5;5;5;21;37;1;
355030854000050;1;0;2977650;2977650;0;0;0;0;1;7;2;9;36;65;1;
355030854000051;1;0;3166710;3166710;0;0;0;0;2;9;8;29;56;98;3;
355030854000052;1;0;3889250;3889250;0;0;0;1;0;4;4;14;33;73;3;
355030854000053;1;0;2349130;2349130;0;0;2;1;1;1;2;3;6;12;42;
355030854000054;1;0;159628;159628;0;2;22;56;50;27;1;0;0;0;124;
355030854000055;1;0;4665354;4665354;0;0;0;2;5;8;8;18;65;126;2;
355030854000056;1;0;2336262;2336262;0;0;1;1;3;14;11;14;59;62;2;
355030854000057;1;0;1085980;1085980;0;0;0;0;0;1;4;7;7;25;8;
355030854000058;1;0;308396;308396;0;1;16;68;92;57;6;1;0;0;15;
355030854000059;1;0;191113;191113;0;0;1;13;51;38;6;0;0;0;5;
355030854000060;1;0;385231;385231;0;2;12;51;106;64;10;4;2;0;6;
355030854000061;1;0;1697775;1697775;0;0;0;3;14;37;29;28;66;43;1;
355030854000062;1;0;1507852;1507852;0;0;0;2;3;4;2;8;24;28;9;
355030854000063;1;0;1125000;1125000;0;0;0;0;0;0;0;0;39;29;35;
355030854000064;1;0;584560;584560;0;0;0;0;2;2;2;2;0;7;22;
355030854000065;1;0;1815277;1815277;0;0;2;0;6;1;6;6;27;49;1;
355030854000066;1;0;2733161;2733161;0;0;0;1;2;4;3;10;39;59;7;
355030854000067;1;0;1285300;1285300;0;0;0;0;8;10;8;10;31;21;29;
355030854000068;1;0;1411340;1411340;0;1;0;1;4;9;7;19;36;32;5;
355030854000069;1;0;903611;903611;0;0;3;2;12;13;19;32;43;24;5;
355030854000070;1;0;576029;576029;0;1;2;11;26;30;19;26;28;10;3;
355030854000071;1;0;1191460;1191460;0;0;0;3;10;37;25;52;59;23;14;
355030854000072;1;0;691661;691661;0;2;2;5;22;37;18;25;49;7;1;
355030854000073;1;0;485722;485722;0;0;1;4;12;22;19;35;24;5;8;
355030854000074;1;0;389980;389980;0;0;0;0;3;13;19;16;24;6;6;
355030854000075;1;0;191377;191377;0;0;9;26;51;43;5;0;1;0;2;
355030854000076;1;0;793950;793950;0;1;0;0;5;5;8;16;24;9;5;
355030854000077;1;0;575583;575583;0;0;0;0;3;4;6;9;14;13;14;
355030854000078;1;0;320325;320325;0;0;0;0;0;7;12;12;16;6;1;
355030854000079;1;0;344936;344936;0;0;0;3;7;13;4;8;13;11;1;
355030854000080;1;0;752500;752500;0;0;0;1;5;22;14;23;29;12;6;
355030854000081;1;0;1007463;1007463;0;0;2;2;4;17;5;13;23;23;35;
355030854000082;1;0;833804;833804;0;0;0;0;1;5;4;15;36;27;0;
355030854000083;1;0;2011384;2011384;0;0;1;7;11;15;10;22;34;48;9;
355030854000084;1;0;610300;610300;0;0;0;1;2;3;4;4;15;15;4;
355030854000085;1;1;1666703;1666453;250;0;2;6;16;24;13;13;28;52;12;
355030854000086;1;0;1384103;1384103;0;0;0;0;6;10;8;11;24;43;30;
355030854000087;1;0;640188;640188;0;0;0;1;6;7;9;18;26;15;1;
355030854000088;1;0;1748290;1748290;0;0;0;0;4;10;7;5;19;40;4;
355030854000089;1;0;1991972;1991972;0;0;0;0;1;2;3;6;26;54;4;
355030854000090;1;0;3440026;3440026;0;1;0;0;1;2;0;12;51;96;7;
355030854000091;1;3;182304;178482;3822;1;3;25;51;41;5;1;1;0;1;
355030854000093;1;0;1458390;1458390;0;0;0;2;3;5;6;9;23;38;2;
355030854000094;1;0;1414867;1414867;0;0;0;5;12;9;14;22;50;39;4;
355030854000095;1;0;3493640;3493640;0;0;0;0;3;4;9;17;54;75;4;
355030854000096;1;0;2880923;2880923;0;0;0;4;10;30;13;25;65;84;6;
355030854000097;1;0;528811;528811;0;0;0;0;4;5;10;8;22;15;4;
355030854000098;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
355030854000099;1;0;232130;232130;0;0;0;4;8;11;7;2;5;5;2;
355030854000100;1;0;575838;575838;0;0;1;1;7;8;8;15;24;16;1;
355030854000101;1;0;3887230;3887230;0;0;0;0;0;0;0;0;0;47;0;
355030854000102;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
355030854000103;1;0;1653100;1653100;0;0;0;0;0;0;0;0;0;16;0;
355030854000104;1;0;770501;770501;0;0;0;0;2;3;1;3;25;16;97;
355030854000105;1;0;732837;732837;0;0;0;0;3;3;16;19;32;13;2;
355030854000106;1;0;1664077;1664077;0;0;1;0;4;6;12;27;60;45;1;
355030854000107;1;0;553210;553210;0;0;0;2;1;4;1;1;2;11;1;
355030854000108;1;0;789670;789670;0;0;0;2;6;5;13;17;27;25;2;
355030854000109;1;0;1260060;1260060;0;0;0;1;0;9;6;9;64;33;2;
355030854000110;1;0;1071954;1071954;0;0;0;0;16;25;22;55;40;22;5;
355030854000111;1;0;948101;948101;0;0;0;4;8;14;10;36;32;28;12;
355030854000112;1;0;487649;487649;0;0;0;1;1;11;20;14;23;5;6;
355030854000113;1;0;380222;380222;0;0;0;1;2;3;5;15;18;7;3;
355030854000116;1;0;2409393;2409393;0;0;1;1;6;3;5;6;24;58;2;
355030854000117;1;0;2639690;2639690;0;0;0;1;2;4;1;3;16;82;1;
355030854000118;1;0;3114550;3114550;0;0;0;1;3;5;5;7;18;36;1;
355030854000119;1;0;775354;775354;0;0;0;2;6;6;13;15;51;17;3;
355030854000120;1;2;1575100;1573320;1780;0;0;1;1;6;3;5;12;37;6;
355030854000121;1;1;1548382;1541944;6438;0;0;5;7;9;5;8;19;30;1;
355030854000123;1;0;1786450;1786450;0;0;1;0;5;7;1;8;18;42;8;
355030854000124;1;0;803530;803530;0;0;0;2;2;6;4;7;7;18;3;
355030854000125;1;0;1088585;1088585;0;0;0;0;1;4;4;9;11;24;1;
355030854000126;1;0;2670350;2670350;0;0;0;0;0;0;1;2;5;54;0;
355030854000127;1;0;1854080;1854080;0;0;0;0;4;8;7;37;55;30;5;
355030854000128;1;0;1907761;1907761;0;0;0;0;2;2;3;6;11;27;34;
355030854000129;1;1;5361680;5360880;800;0;0;0;0;1;1;4;5;85;1;
355030854000130;1;0;2650410;2650410;0;0;0;0;5;4;3;2;9;49;0;
355030854000131;1;0;897461;897461;0;0;1;4;6;4;4;21;37;6;1;
355030854000132;1;0;799652;799652;0;0;0;4;6;9;7;7;21;17;5;
355030854000133;1;0;326520;326520;0;0;0;0;2;1;4;5;12;9;0;
355030855000001;1;0;219330;219330;0;0;2;21;35;39;12;1;4;0;7;
355030855000002;1;0;500072;500072;0;3;9;57;86;86;13;11;4;0;9;
355030855000003;1;0;26767;26767;0;0;2;7;9;1;2;0;0;0;5;
355030855000004;1;1;561377;560627;750;3;7;58;99;99;22;12;4;0;4;
355030855000005;1;0;525018;525018;0;2;7;41;122;83;28;8;1;0;20;
