Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
355030807000090;1;0;718675;718675;0;0;1;5;32;60;23;48;31;11;2;
355030807000091;1;0;844665;844665;0;0;0;8;28;84;76;52;20;3;6;
355030807000092;1;0;623562;623562;0;0;0;6;37;59;39;31;24;6;1;
355030807000093;1;0;611679;611679;0;0;0;3;20;45;36;38;31;2;1;
355030807000094;1;0;1440657;1440657;0;1;0;2;10;46;41;69;77;29;2;
355030807000095;1;19;683246;664201;19045;1;1;14;42;65;32;51;30;3;6;
355030807000096;1;0;255508;255508;0;0;2;5;15;28;13;14;7;1;0;
355030807000097;1;0;266496;266496;0;0;0;1;0;1;1;1;6;8;1;
355030807000098;1;0;2347208;2347208;0;0;0;0;1;7;12;26;53;96;6;
355030807000099;1;0;6026762;6026762;0;0;1;4;13;30;23;68;175;227;35;
355030807000100;1;0;551352;551352;0;0;0;0;3;11;13;34;46;14;5;
355030807000101;1;0;1168360;1168360;0;1;0;7;25;67;37;75;66;17;6;
355030807000102;1;0;661421;661421;0;1;0;3;27;63;59;68;30;9;6;
355030807000103;1;1;987986;986886;1100;0;0;1;6;27;30;44;76;33;10;
355030807000104;1;0;2466550;2466550;0;0;3;2;17;25;33;99;154;91;29;
355030807000105;1;0;534923;534923;0;0;3;8;58;116;28;17;4;0;2;
355030807000106;1;0;524516;524516;0;0;5;24;96;96;29;6;2;1;5;
355030807000107;1;0;400844;400844;0;1;7;35;67;83;30;13;9;1;12;
355030807000108;1;0;512764;512764;0;0;5;25;87;124;21;14;4;2;21;
355030807000109;1;0;482895;482895;0;0;3;13;24;32;16;26;38;12;6;
355030807000110;1;0;528673;528673;0;0;0;1;15;30;31;47;27;4;2;
355030807000111;1;0;1819019;1819019;0;0;0;8;28;85;68;89;77;49;4;
355030807000112;1;0;469017;469017;0;0;2;1;19;40;10;23;10;4;3;
355030807000113;1;0;507368;507368;0;0;0;2;20;64;25;39;25;4;4;
355030807000114;1;0;1038266;1038266;0;0;1;11;37;91;61;54;46;6;8;
355030807000115;1;0;692183;692183;0;0;0;6;22;40;32;39;27;6;4;
355030807000116;1;0;307046;307046;0;0;0;4;26;44;17;24;9;2;4;
355030807000117;1;0;391095;391095;0;0;1;2;16;37;23;23;14;4;6;
355030807000118;1;0;823730;823730;0;1;2;5;36;87;55;49;31;6;6;
355030807000119;1;0;1251999;1251999;0;0;0;2;13;42;49;107;70;17;15;
355030807000120;1;0;1471438;1471438;0;0;0;1;5;23;23;36;94;58;11;
355030807000121;1;0;2658332;2658332;0;0;0;1;5;18;30;44;82;55;11;
355030807000123;1;0;2086036;2086036;0;1;1;7;12;41;29;43;106;88;18;
355030807000124;1;0;1384124;1384124;0;0;1;2;25;44;25;49;103;40;2;
355030807000125;1;0;1066675;1066675;0;0;0;1;8;22;22;44;59;32;2;
355030807000126;1;0;753031;753031;0;0;0;1;1;10;19;25;47;11;3;
355030807000127;1;0;1231245;1231245;0;2;0;1;5;3;17;31;61;55;11;
355030807000128;1;0;1502194;1502194;0;1;2;2;17;51;38;66;88;52;4;
355030807000129;1;0;1629719;1629719;0;0;2;1;12;30;23;55;102;73;19;
355030807000130;1;0;1742516;1742516;0;0;1;1;2;9;12;37;56;84;14;
355030807000131;1;0;1048302;1048302;0;0;0;12;38;82;47;58;54;14;7;
355030807000132;1;0;895510;895510;0;0;1;0;3;19;14;35;59;24;11;
355030807000133;1;0;382337;382337;0;0;0;1;4;8;6;14;37;16;5;
355030807000134;1;0;695477;695477;0;0;0;1;20;37;41;40;32;11;5;
355030807000135;1;0;2325369;2325369;0;1;0;4;11;20;25;52;108;90;21;
355030807000136;1;0;554661;554661;0;0;0;0;4;16;23;33;52;13;6;
355030807000137;1;0;920269;920269;0;0;1;6;17;54;40;40;43;17;2;
355030807000138;1;0;1043859;1043859;0;0;0;4;13;41;33;45;50;12;3;
355030807000139;1;0;520272;520272;0;0;0;2;22;31;21;24;35;18;9;
355030807000140;1;0;1018330;1018330;0;0;0;0;5;8;22;21;43;39;15;
355030807000141;1;0;239022;239022;0;0;0;0;1;7;8;9;12;6;8;
355030807000142;1;0;703103;703103;0;0;0;1;2;5;4;10;32;31;0;
355030807000143;1;0;372739;372739;0;0;0;0;2;9;7;16;28;9;1;
355030808000001;1;1;1546501;1546501;0;0;0;11;12;25;21;47;48;17;8;
355030808000002;1;1;253748;252548;1200;0;0;9;26;39;17;6;3;3;18;
355030808000003;1;0;1436884;1436884;0;0;3;4;24;53;32;64;60;12;7;
355030808000004;1;0;2122140;2122140;0;0;0;2;12;40;42;85;83;32;2;
355030808000005;1;0;782083;782083;0;0;1;6;42;80;44;43;28;1;6;
355030808000006;1;0;796235;796235;0;0;5;22;41;70;31;32;24;7;4;
355030808000007;1;0;576313;576313;0;0;0;0;14;18;36;39;42;11;2;
355030808000008;1;1;597815;593015;4800;1;2;26;63;68;32;27;12;2;23;
355030808000009;1;0;367442;367442;0;3;11;68;100;53;4;2;4;1;4;
355030808000010;1;0;684232;684232;0;0;0;5;18;38;28;29;18;8;48;
355030808000011;1;0;1623072;1623072;0;0;0;3;10;37;44;64;55;23;59;
355030808000012;1;1;1130233;1127733;2500;0;0;4;27;50;44;52;41;15;3;
355030808000013;1;0;493433;493433;0;0;1;3;10;15;22;18;23;8;6;
355030808000014;1;0;621217;621217;0;0;1;10;18;42;17;22;28;6;41;
355030808000015;1;1;395526;393275;2251;0;3;10;12;22;15;9;6;3;16;
355030808000016;1;0;533684;533684;0;0;1;4;38;43;26;22;12;2;6;
355030808000017;1;0;869576;869576;0;0;3;6;45;102;61;50;23;3;1;
355030808000018;1;0;1001524;1001524;0;0;1;8;36;94;60;34;24;5;1;
355030808000019;1;0;475410;475410;0;0;1;4;16;37;23;25;11;5;4;
355030808000020;1;0;1740388;1740388;0;0;0;1;7;27;40;70;70;23;3;
355030808000021;1;0;787658;787658;0;0;1;17;53;62;36;29;20;11;7;
355030808000022;1;0;554575;554575;0;0;0;5;21;31;18;15;4;4;9;
355030808000023;1;1;881163;879163;2000;0;1;15;69;105;50;45;18;3;4;
355030808000024;1;0;577596;577596;0;1;3;12;37;65;32;32;13;5;4;
355030808000025;1;2;538869;536929;1940;1;8;8;36;44;29;23;15;6;7;
355030808000026;1;0;658648;658648;0;0;0;13;48;68;22;22;13;1;1;
355030808000027;1;0;488877;488877;0;0;1;14;54;59;21;15;7;0;1;
355030808000028;1;0;395469;395469;0;0;2;15;50;48;23;9;2;1;3;
355030808000029;1;0;841607;841607;0;1;2;20;35;63;43;54;23;4;14;
355030808000030;1;0;761874;761874;0;0;3;3;37;75;33;29;16;5;8;
355030808000031;1;11;922854;915494;7360;1;2;12;31;51;24;33;30;6;7;
355030808000032;1;0;501150;501150;0;0;0;4;20;41;22;23;11;2;1;
355030808000033;1;0;1289739;1289739;0;0;0;2;37;66;62;49;48;13;5;
355030808000034;1;0;1516874;1516874;0;0;2;8;29;60;57;42;48;25;3;
355030808000035;1;0;733916;733916;0;0;0;11;43;78;39;29;10;5;5;
355030808000036;1;0;558422;558422;0;0;3;5;18;33;31;22;16;5;5;
355030808000037;1;1;1075455;1074255;1200;0;1;5;20;75;51;62;39;9;1;
355030808000038;1;0;438300;438300;0;0;1;9;28;36;29;26;7;2;11;
355030808000039;1;0;661610;661610;0;0;0;4;28;48;29;29;27;12;31;
355030808000040;1;9;724849;710869;13980;0;4;10;48;80;23;31;19;2;1;
355030808000041;1;0;195674;195674;0;0;1;7;20;19;7;10;3;0;27;
355030808000042;1;0;573624;573624;0;1;9;39;103;103;28;16;0;1;10;
355030808000043;1;0;244105;244105;0;0;1;6;21;27;11;9;6;1;11;
355030808000044;1;2;738891;732881;6010;0;3;25;89;92;18;9;12;8;6;
355030808000045;1;0;706272;706272;0;0;1;3;23;70;44;29;22;1;0;
355030808000046;1;0;591737;591737;0;1;0;10;24;48;22;30;13;2;5;
355030808000047;1;0;592816;592816;0;0;1;4;41;59;25;26;11;2;4;
355030808000048;1;0;651157;651157;0;0;0;7;20;48;23;34;14;2;3;
355030808000049;1;0;1211439;1211439;0;0;1;4;41;67;55;47;37;13;2;
355030808000050;1;0;660027;660027;0;0;0;3;25;59;20;21;16;10;2;
355030808000051;1;0;304532;304532;0;0;0;5;15;18;11;7;4;5;11;
355030808000052;1;0;805348;805348;0;1;1;7;54;78;39;28;11;12;15;
355030808000053;1;0;334251;334251;0;0;1;12;38;45;20;13;7;1;8;
355030808000054;1;0;292834;292834;0;0;0;9;34;33;7;5;0;3;6;
355030808000055;1;0;556608;556608;0;0;3;8;34;64;24;23;9;2;7;
355030808000056;1;0;213704;213704;0;1;0;0;12;19;6;9;3;1;1;
355030808000057;1;0;256510;256510;0;0;0;3;26;26;11;7;3;2;0;
355030808000058;1;0;485664;485664;0;0;0;7;31;70;32;16;10;3;0;
355030808000059;1;0;224220;224220;0;0;1;2;39;46;6;4;1;0;1;
355030808000060;1;0;368600;368600;0;0;0;2;39;78;12;6;2;2;0;
355030808000061;1;0;1259480;1259480;0;1;0;1;15;42;40;60;47;17;6;
355030808000062;1;0;865262;865262;0;0;0;1;5;28;22;47;36;13;3;
355030808000063;1;0;1061956;1061956;0;0;0;1;6;24;36;63;45;9;2;
355030808000064;1;0;1313073;1313073;0;0;0;3;10;30;39;59;74;13;1;
355030808000065;1;0;300700;300700;0;4;23;61;97;53;1;1;0;0;6;
355030808000066;1;0;811048;811048;0;0;0;2;10;29;27;37;26;7;1;
355030808000067;1;0;382781;382781;0;0;0;4;23;49;16;7;10;2;1;
355030808000068;1;0;1149671;1149671;0;0;0;1;1;11;16;31;46;13;0;
355030808000069;1;0;940099;940099;0;0;0;0;7;21;35;50;44;12;2;
355030808000070;1;0;720251;720251;0;0;0;0;7;8;22;28;32;8;3;
355030808000071;1;0;348861;348861;0;0;0;1;9;44;18;27;6;0;3;
355030808000072;1;0;430330;430330;0;0;0;1;8;13;14;28;27;1;0;
355030808000073;1;1;479161;475661;3500;0;0;0;2;12;10;31;34;6;5;
355030808000075;1;0;1923595;1923595;0;0;0;0;1;2;13;41;75;29;0;
355030808000076;1;0;885656;885656;0;0;0;3;4;23;29;52;48;10;5;
355030808000077;1;0;1280060;1280060;0;0;0;1;11;20;36;77;72;15;4;
355030808000078;1;0;650777;650777;0;0;0;0;2;25;36;46;29;7;11;
355030808000079;1;0;1008672;1008672;0;0;0;1;8;25;40;66;50;8;6;
355030809000001;1;0;508300;508300;0;0;2;5;22;47;27;29;9;1;33;
355030809000002;1;0;728837;728837;0;0;0;10;19;61;31;37;24;4;21;
355030809000003;1;0;1439661;1439661;0;0;1;13;26;56;54;82;76;11;45;
355030809000004;1;0;936163;936163;0;1;3;17;42;66;36;50;21;6;97;
355030809000005;1;0;812455;812455;0;0;0;5;12;53;44;30;29;8;11;
355030809000006;1;0;772282;772282;0;2;1;6;33;36;30;42;21;7;20;
355030809000007;1;0;478775;478775;0;0;0;2;16;32;18;30;12;2;18;
355030809000008;1;0;533964;533964;0;0;1;1;20;49;32;33;7;1;2;
355030809000009;1;1;1155144;1154144;1000;1;3;11;32;58;55;71;27;4;16;
355030809000010;1;0;553847;553847;0;0;3;6;30;43;12;17;13;5;9;
355030809000011;1;2;924970;921920;3050;16;2;13;60;80;47;33;24;4;36;
355030809000012;1;0;839192;839192;0;0;0;6;27;38;40;53;38;2;28;
355030809000013;1;0;828345;828345;0;2;2;19;47;83;45;43;20;4;8;
355030809000014;1;0;916301;916301;0;1;1;5;48;77;57;59;23;1;9;
355030809000015;1;0;564629;564629;0;5;0;11;29;57;27;25;13;1;15;
355030809000016;1;0;519768;519768;0;0;0;4;18;44;24;22;12;6;9;
355030809000017;1;0;543815;543815;0;0;1;3;27;63;30;26;14;2;5;
355030809000018;1;5;900406;894326;6080;0;4;13;48;77;50;33;25;4;14;
355030809000019;1;3;636932;634232;2700;0;1;13;44;72;34;27;9;5;0;
355030809000020;1;2;440700;429400;11300;2;0;19;38;49;15;22;8;3;23;
355030809000021;1;166;577832;575333;2499;1;14;54;151;106;11;1;0;0;262;
355030809000022;1;5;607213;605163;2050;2;13;22;69;83;26;22;10;3;24;
355030809000023;1;0;916407;916407;0;0;2;18;63;81;61;44;14;5;6;
355030809000024;1;0;404380;404380;0;0;0;13;41;90;19;9;3;0;1;
355030809000025;1;0;390538;390538;0;1;2;16;51;51;17;15;8;0;6;
355030809000026;1;0;633345;633345;0;2;4;24;60;93;42;27;16;2;3;
355030809000027;1;1;593248;592448;800;0;0;7;26;64;48;36;16;0;3;
355030809000028;1;0;62910;62910;0;0;0;0;1;6;4;3;2;0;112;
355030809000029;1;0;411336;411336;0;0;2;12;39;52;26;11;6;3;32;
355030809000030;1;3;595187;591157;4030;0;1;5;37;50;20;32;16;3;8;
355030809000031;1;0;573500;573500;0;0;2;14;28;50;23;36;19;4;33;
355030809000032;1;2;249917;247560;2357;2;0;8;32;40;8;10;0;0;12;
355030809000033;1;0;406042;406042;0;0;1;11;51;61;18;11;7;0;6;
355030809000034;1;0;977035;977035;0;0;2;15;79;123;43;26;9;3;6;
355030809000035;1;0;724111;724111;0;1;2;16;60;92;27;40;13;2;6;
355030809000036;1;0;585431;585431;0;0;0;12;51;61;34;19;6;2;6;
355030809000037;1;0;276159;276159;0;0;14;52;87;41;6;4;1;0;10;
355030809000038;1;0;36316;36316;0;1;0;0;3;5;1;4;0;0;183;
355030809000039;1;0;616672;616672;0;0;3;11;26;62;42;28;13;0;35;
355030809000040;1;1;1480480;1476680;3800;0;0;7;23;71;65;82;34;13;6;
355030809000041;1;0;426091;426091;0;2;3;12;42;56;17;14;5;2;48;
355030809000042;1;0;121120;121120;0;0;1;2;8;5;2;3;1;1;2;
355030809000043;1;0;700129;700129;0;3;25;41;45;40;30;34;28;12;11;
355030809000044;1;4;186978;185568;1410;11;46;80;82;31;1;0;0;0;74;
355030809000045;1;0;128832;128832;0;22;27;59;53;15;0;1;2;0;28;
355030809000046;1;0;63600;63600;0;0;0;0;0;1;0;2;5;1;1;
355030809000047;1;1;842668;837668;5000;0;0;1;7;27;17;27;40;11;0;
355030809000048;1;0;330735;330735;0;0;1;2;4;16;26;23;19;2;1;
355030809000049;1;0;1226510;1226510;0;0;0;1;10;24;32;62;73;21;3;
355030809000050;1;0;901704;901704;0;0;0;2;12;52;63;94;33;6;11;
355030810000001;1;3;293932;283432;10500;0;1;12;43;47;22;8;2;0;2;
355030810000002;1;0;251668;251668;0;0;4;5;21;70;17;4;0;0;5;
355030810000003;1;0;125000;125000;0;0;0;4;14;25;9;4;3;0;4;
355030810000004;1;0;1420141;1420141;0;1;3;18;107;202;116;76;14;0;46;
355030810000005;1;0;456620;456620;0;1;4;13;67;89;42;23;5;2;50;
355030810000006;1;0;474645;474645;0;1;0;5;27;94;20;11;8;0;2;
355030810000007;1;0;325080;325080;0;0;2;9;29;39;22;12;3;0;2;
355030810000008;1;0;304143;304143;0;0;2;9;55;62;14;6;5;2;9;
355030810000009;1;1;470229;469029;1200;1;3;16;73;174;48;12;3;2;3;
355030810000010;1;0;558042;558042;0;0;4;20;44;65;23;25;6;1;27;
355030810000011;1;0;668024;668024;0;0;0;1;11;34;36;59;23;8;5;
355030810000012;1;0;835263;835263;0;0;0;5;14;54;36;41;36;8;1;
355030810000013;1;0;376866;376866;0;0;1;2;24;66;23;12;5;2;1;
355030810000014;1;6;752732;743312;9420;4;2;19;76;92;41;18;14;5;4;
355030810000015;1;0;506799;506799;0;0;2;17;53;92;22;11;4;2;5;
355030810000016;1;1;298669;298369;300;1;6;8;33;46;9;4;6;0;2;
355030810000017;1;0;212430;212430;0;0;0;0;12;29;18;8;3;1;0;
355030810000018;1;13;700647;675647;25000;1;2;26;70;113;28;17;10;6;20;
355030810000019;1;0;509136;509136;0;2;3;29;57;67;30;10;15;5;10;
355030810000020;1;0;630246;630246;0;2;2;17;54;122;44;24;9;6;9;
355030810000021;1;0;805338;805338;0;1;0;0;12;43;44;44;33;5;1;
355030810000022;1;0;602885;602885;0;1;0;11;59;88;27;28;12;5;0;
355030810000023;1;0;110280;110280;0;0;0;0;4;11;8;7;0;0;0;
355030810000024;1;0;534244;534244;0;1;1;16;47;64;16;22;11;8;9;
355030810000025;1;0;847022;847022;0;1;3;28;108;126;37;25;12;2;9;
355030810000026;1;2;248241;246441;1800;0;2;2;13;22;2;8;5;5;15;
355030810000027;1;0;845419;845419;0;0;0;5;22;46;40;34;20;15;5;
355030810000028;1;1;307441;305401;2040;2;2;5;17;25;20;7;12;3;2;
355030810000029;1;0;133250;133250;0;0;1;6;13;16;5;8;2;2;2;
355030810000030;1;0;445945;445945;0;0;0;7;26;52;30;30;10;1;4;
355030810000031;1;0;262681;262681;0;3;4;12;39;40;10;11;6;0;17;
355030810000032;1;0;887934;887934;0;1;5;11;42;67;39;33;29;12;8;
355030810000033;1;0;409918;409918;0;0;2;7;38;55;22;18;10;0;3;
355030810000034;1;0;320113;320113;0;1;4;7;53;52;22;8;5;0;15;
355030810000035;1;0;838663;838663;0;0;0;4;12;47;38;45;34;12;5;
355030810000036;1;0;877731;877731;0;0;0;2;12;61;50;43;34;9;6;
355030810000037;1;0;775407;775407;0;1;1;0;15;41;42;43;42;10;4;
355030810000038;1;0;681548;681548;0;0;2;7;17;38;36;45;26;7;19;
355030810000039;1;1;777147;775147;2000;0;1;10;54;104;43;37;23;4;2;
355030810000040;1;1;335240;332760;2480;0;1;12;46;70;20;8;3;0;3;
355030810000041;1;0;188363;188363;0;0;1;1;21;25;14;13;3;0;0;
355030810000042;1;0;313671;313671;0;0;3;7;56;115;10;3;0;1;7;
355030810000043;1;0;265494;265494;0;0;0;24;52;51;14;11;1;0;5;
355030810000044;1;0;373958;373958;0;0;0;5;27;53;22;17;17;0;0;
355030810000045;1;0;406062;406062;0;2;2;20;52;57;25;16;9;0;5;
355030810000046;1;0;857536;857536;0;0;0;3;19;37;48;61;31;6;2;
355030810000047;1;0;122670;122670;0;1;8;10;21;24;7;2;0;0;11;
355030810000048;1;0;122141;122141;0;0;4;9;35;35;6;1;1;0;9;
355030810000049;1;3;254374;252274;2100;0;3;22;37;54;16;7;2;0;13;
355030810000050;1;0;989997;989997;0;0;1;7;16;62;41;57;39;9;7;
355030810000051;1;0;180721;180721;0;0;0;9;29;28;13;10;7;0;25;
355030810000052;1;0;377827;377827;0;0;1;3;14;41;29;25;5;1;0;
355030810000053;1;0;948922;948922;0;0;0;9;36;73;56;64;36;4;3;
355030810000054;1;0;1013788;1013788;0;0;1;9;30;56;29;38;42;9;6;
355030810000055;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
355030810000056;1;0;567160;567160;0;0;0;4;14;33;27;29;24;4;0;
355030811000001;1;0;525789;525789;0;1;3;39;89;94;26;11;6;0;6;
355030811000002;1;0;330721;330721;0;0;7;38;71;45;9;3;3;0;17;
355030811000003;1;0;527777;527777;0;6;43;113;131;86;10;6;0;0;15;
355030811000004;1;0;567664;567664;0;1;14;34;92;86;40;9;1;1;6;
355030811000005;1;0;612029;612029;0;1;4;28;76;90;36;19;5;0;2;
355030811000006;1;0;335250;335250;0;2;7;26;60;42;18;7;1;0;11;
355030811000007;1;1;660157;659257;900;0;1;21;116;153;31;4;1;0;3;
355030811000008;1;0;465755;465755;0;2;5;38;76;63;21;15;3;0;4;
355030811000009;1;0;322013;322013;0;4;16;41;78;54;13;3;1;0;14;
355030811000010;1;0;572393;572393;0;4;7;33;92;93;32;14;3;0;7;
355030811000011;1;0;331192;331192;0;3;9;43;62;58;12;6;1;0;21;
355030811000012;1;0;541330;541330;0;1;11;56;106;94;26;10;2;0;3;
355030811000013;1;0;180884;180884;0;1;6;26;41;24;3;2;2;0;7;
355030811000014;1;0;435786;435786;0;2;8;41;102;92;17;1;1;0;8;
355030811000015;1;0;420262;420262;0;8;30;107;110;49;9;1;0;1;16;
355030811000016;1;0;303639;303639;0;2;5;30;54;60;8;4;1;1;6;
355030811000017;1;0;364400;364400;0;3;17;36;80;51;18;2;2;1;10;
355030811000018;1;0;341085;341085;0;1;9;31;76;55;10;4;2;0;6;
355030811000019;1;0;209526;209526;0;0;6;24;49;43;8;3;1;0;20;
355030811000020;1;0;338058;338058;0;0;12;70;115;54;0;0;0;0;1;
355030811000021;1;0;334243;334243;0;1;3;25;82;45;18;8;2;0;5;
355030811000022;1;0;352360;352360;0;2;16;72;111;63;7;0;0;0;13;
355030811000023;1;0;200465;200465;0;0;4;18;37;36;6;1;3;0;5;
355030811000024;1;0;411169;411169;0;0;3;19;52;71;15;17;2;1;4;
355030811000025;1;0;284036;284036;0;0;3;24;66;48;9;2;2;1;2;
355030811000026;1;0;370832;370832;0;8;14;61;105;58;6;1;0;0;5;
355030811000027;1;0;298702;298702;0;1;4;41;60;52;10;3;1;0;4;
355030811000028;1;0;79490;79490;0;0;1;10;16;17;2;0;0;0;3;
355030811000029;1;0;199000;199000;0;0;0;2;21;27;21;5;0;0;80;
355030811000030;1;0;198107;198107;0;0;0;2;17;28;6;4;3;0;134;
355030811000031;1;0;398945;398945;0;0;3;57;143;90;7;1;0;0;3;
355030811000032;1;0;136770;136770;0;1;3;31;31;17;4;2;0;0;20;
355030811000033;1;0;466946;466946;0;0;4;37;81;97;21;9;1;0;2;
355030811000034;1;0;345884;345884;0;0;4;16;63;56;21;8;1;0;5;
355030811000035;1;0;456989;456989;0;2;19;53;107;73;12;11;0;0;6;
355030811000036;1;0;573125;573125;0;1;7;44;78;111;27;14;3;0;3;
355030811000037;1;0;123230;123230;0;0;0;4;19;38;4;2;0;0;0;
355030811000038;1;0;882883;882883;0;0;0;5;43;108;59;46;21;3;4;
355030811000039;1;0;1102366;1102366;0;0;0;9;42;115;70;77;27;4;2;
355030811000040;1;0;908479;908479;0;0;0;5;21;61;68;46;30;6;3;
355030811000041;1;0;955971;955971;0;0;1;3;21;66;62;56;30;2;3;
355030811000042;1;0;725850;725850;0;1;2;3;19;54;44;45;25;1;2;
355030811000043;1;0;957153;957153;0;0;0;2;22;72;60;51;34;2;2;
355030811000044;1;0;419261;419261;0;0;7;37;58;58;24;9;4;0;2;
355030811000045;1;0;492138;492138;0;1;4;24;64;80;18;10;7;1;5;
355030811000046;1;0;496948;496948;0;1;10;38;79;76;28;8;3;4;3;
355030811000047;1;1;707802;707502;300;4;12;51;121;122;27;16;5;0;4;
355030811000048;1;0;40553;40553;0;1;4;9;2;3;0;0;2;1;9;
355030811000049;1;0;102552;102552;0;3;8;11;15;15;3;3;3;0;11;
355030811000050;1;0;210681;210681;0;4;10;32;41;26;9;6;1;0;24;
355030811000051;1;0;364718;364718;0;0;3;24;71;55;23;5;2;0;3;
355030811000052;1;1;293756;293216;540;0;3;15;56;60;10;5;2;0;0;
355030811000053;1;0;226106;226106;0;1;7;20;57;35;6;5;0;0;1;
355030811000054;1;0;233460;233460;0;0;0;0;7;24;14;10;4;0;160;
355030811000055;1;0;81940;81940;0;0;5;17;14;13;3;1;1;0;2;
355030811000056;1;0;271737;271737;0;0;9;20;61;56;8;1;0;0;50;
355030811000057;1;0;434179;434179;0;0;3;14;63;76;21;10;4;0;3;
355030811000058;1;0;550490;550490;0;0;5;19;66;91;25;9;3;0;49;
355030811000059;1;0;141730;141730;0;0;1;11;22;25;3;3;1;0;12;
355030811000060;1;0;357885;357885;0;0;6;33;129;64;4;2;1;1;4;
355030811000061;1;0;580872;580872;0;0;5;30;90;102;32;19;2;0;10;
355030811000062;1;0;449432;449432;0;0;2;33;75;81;19;11;2;2;39;
355030811000063;1;0;405801;405801;0;2;6;27;83;57;17;7;2;2;7;
355030811000064;1;0;548585;548585;0;0;1;9;48;100;31;13;6;1;4;
355030811000065;1;0;526398;526398;0;0;4;31;80;80;22;13;8;0;11;
355030811000066;1;0;236300;236300;0;1;11;31;40;31;14;5;0;0;0;
355030811000067;1;0;406976;406976;0;2;9;27;63;67;23;10;1;0;12;
355030811000068;1;0;560532;560532;0;10;37;123;154;98;11;1;0;0;21;
355030811000069;1;0;340449;340449;0;0;2;7;33;41;16;13;6;0;2;
355030811000070;1;0;576181;576181;0;1;2;38;81;123;27;9;5;0;10;
355030811000071;1;0;622342;622342;0;0;4;22;71;115;17;16;4;0;4;
355030811000072;1;0;585314;585314;0;0;2;29;79;87;35;18;5;0;5;
355030811000073;1;1;591962;587062;4900;2;3;20;63;85;29;22;4;2;1;
355030811000074;1;0;823319;823319;0;0;0;24;71;103;50;29;13;1;6;
355030811000075;1;0;804438;804438;0;0;2;16;61;97;56;35;12;1;8;
355030811000076;1;0;294850;294850;0;0;4;17;43;59;15;7;2;0;0;
355030811000077;1;0;518025;518025;0;1;14;37;96;97;25;10;2;0;6;
355030811000078;1;0;259075;259075;0;1;11;41;62;40;8;3;1;1;23;
355030811000079;1;0;378650;378650;0;5;24;61;103;71;10;3;0;0;12;
355030811000080;1;0;100595;100595;0;0;4;14;19;13;8;2;0;0;2;
355030811000081;1;0;576615;576615;0;2;5;62;138;127;19;6;0;0;17;
355030811000082;1;0;373667;373667;0;1;6;20;67;67;16;9;0;0;3;
355030811000083;1;0;338686;338686;0;2;5;30;55;71;14;8;0;1;0;
355030811000084;1;0;210090;210090;0;0;2;22;69;25;11;0;0;0;1;
355030811000085;1;0;440037;440037;0;4;22;53;97;64;5;5;8;1;22;
355030811000086;1;0;334654;334654;0;5;12;34;65;54;16;7;2;0;5;
355030811000087;1;1;532868;532168;700;6;16;49;106;84;22;8;5;3;7;
355030811000088;4;0;26705;26705;0;0;0;3;5;9;1;0;0;0;0;
355030811000089;1;0;238619;238619;0;1;16;49;73;34;3;0;0;0;12;
355030811000090;1;0;573413;573413;0;1;2;51;136;131;8;0;0;0;33;
355030811000091;1;0;576846;576846;0;3;16;65;134;100;24;3;2;0;12;
355030811000092;1;0;439336;439336;0;1;16;67;137;75;15;1;0;0;20;
355030811000093;1;0;345152;345152;0;2;9;47;116;60;8;1;1;0;3;
355030811000094;1;0;449771;449771;0;1;14;59;93;98;18;3;1;0;10;
355030811000095;1;0;423690;423690;0;7;31;79;118;70;12;4;1;0;30;
355030811000096;1;0;271490;271490;0;1;4;14;79;57;2;0;0;0;64;
355030811000097;1;0;440961;440961;0;1;8;42;114;70;13;8;3;0;8;
355030811000098;1;0;274034;274034;0;0;4;24;47;40;16;11;0;0;3;
355030811000099;1;0;434914;434914;0;0;4;28;72;96;17;8;3;0;9;
355030811000100;1;1;286202;284892;1310;1;7;23;52;51;15;4;1;0;4;
355030811000101;1;1;217584;217074;510;3;16;47;89;34;1;0;0;0;12;
355030811000102;1;0;329691;329691;0;0;2;6;29;33;22;10;5;2;154;
355030811000103;1;0;170820;170820;0;0;6;24;40;20;4;2;3;0;52;
355030811000104;1;0;310550;310550;0;0;1;32;56;44;14;3;1;0;31;
355030811000105;1;0;420498;420498;0;2;3;28;62;74;25;9;0;0;10;
355030811000106;1;0;510737;510737;0;0;5;19;60;66;33;17;8;0;15;
355030811000107;1;0;846877;846877;0;1;0;22;78;127;40;25;8;1;5;
355030811000108;1;0;417411;417411;0;1;8;28;65;71;13;10;4;0;19;
355030811000109;1;0;541442;541442;0;0;1;25;114;134;18;4;2;1;1;
355030811000110;1;1;422971;422321;650;0;3;13;55;62;27;17;1;0;2;
355030811000111;1;0;896602;896602;0;3;12;51;119;141;46;31;7;1;11;
355030811000112;1;0;503606;503606;0;0;0;3;10;50;38;25;13;2;1;
355030811000113;1;0;641399;641399;0;1;4;35;84;92;39;20;5;0;10;
355030811000114;1;0;457846;457846;0;1;1;13;43;95;29;11;2;0;1;
355030811000115;1;0;741662;741662;0;0;1;18;69;141;48;30;2;3;5;
355030811000116;1;0;768148;768148;0;1;4;37;81;119;46;22;9;0;5;
355030811000117;1;0;302897;302897;0;0;3;6;31;60;25;9;1;0;0;
