Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010
355030828000003;1;17;3;0;9;0;17;0;1;8;0
355030828000004;1;20;2;0;4;0;18;3;0;5;0
355030828000005;1;7;0;0;5;0;10;3;1;9;0
355030828000006;1;14;2;0;10;0;9;1;0;8;0
355030828000007;1;4;2;0;2;0;9;2;0;3;0
355030828000008;1;18;1;0;5;0;15;1;0;1;0
355030828000009;1;11;0;0;6;0;14;0;0;4;0
355030828000010;1;18;0;0;5;0;14;2;0;7;0
355030828000011;1;24;2;0;6;0;22;7;0;3;0
355030828000012;1;12;2;0;6;0;9;2;0;1;0
355030828000013;1;5;5;0;9;0;7;4;0;5;0
355030828000014;1;9;1;0;10;0;9;6;0;10;0
355030828000015;1;14;0;0;7;0;19;1;0;10;0
355030828000016;1;10;0;0;1;0;2;1;0;5;0
355030828000017;1;5;1;2;7;0;10;4;1;8;0
355030828000018;1;15;3;0;18;0;14;1;0;8;0
355030828000019;1;14;11;0;13;0;13;3;0;11;0
355030828000020;1;6;1;0;5;0;12;2;0;3;0
355030828000021;1;7;2;3;4;0;12;0;0;4;0
355030828000022;1;7;1;0;2;0;11;0;0;2;0
355030828000023;1;12;1;0;6;0;13;1;0;5;0
355030828000024;1;14;0;0;8;0;9;0;0;5;0
355030828000025;1;8;1;0;7;0;15;0;0;7;0
355030828000026;1;9;0;0;3;0;14;0;0;4;0
355030828000027;1;19;0;0;10;0;17;1;0;11;0
355030828000028;1;4;1;0;1;0;4;1;0;2;0
355030828000029;1;17;0;0;6;0;16;0;0;10;0
355030828000030;1;23;1;0;3;0;39;1;0;3;0
355030828000031;1;11;1;0;11;0;25;0;0;6;0
355030828000032;1;8;3;0;4;0;13;1;0;8;0
355030828000033;1;7;1;0;4;0;11;1;0;5;0
355030828000034;1;12;1;0;7;0;6;2;0;4;0
355030828000035;1;10;0;0;2;0;8;1;0;5;0
355030828000036;1;8;5;0;6;0;7;2;1;13;0
355030828000037;1;16;5;0;3;0;8;2;0;1;0
355030828000038;1;5;0;0;4;0;5;0;0;1;0
355030828000039;1;20;1;0;7;0;29;2;0;14;0
355030828000040;1;13;1;0;14;0;14;1;0;12;0
355030828000041;1;4;0;0;2;0;4;0;0;0;0
355030828000042;1;16;4;1;14;0;17;3;0;10;0
355030828000043;1;5;1;0;12;0;2;0;0;18;0
355030828000044;1;19;1;0;8;0;26;0;0;13;0
355030828000045;1;10;1;0;14;0;9;1;0;3;0
355030828000046;1;7;0;0;2;0;9;0;0;5;0
355030828000047;1;20;1;0;5;0;9;1;0;7;0
355030828000048;1;14;3;1;13;0;17;5;3;23;0
355030828000049;1;18;0;3;6;0;9;0;0;9;0
355030828000050;1;11;0;0;2;0;16;0;0;3;0
355030828000051;1;19;4;0;7;0;14;0;0;4;0
355030828000052;1;11;0;0;7;0;15;2;0;5;0
355030828000053;1;15;1;0;4;0;9;1;0;3;0
355030828000054;1;20;0;2;5;0;10;3;0;4;0
355030828000055;1;20;3;0;10;0;11;3;1;7;0
355030828000056;1;9;1;0;4;0;6;0;0;2;0
355030828000057;1;15;0;0;7;0;17;1;0;12;0
355030828000058;1;14;0;1;6;0;14;1;0;4;0
355030828000059;1;8;0;0;4;0;10;1;0;8;0
355030828000060;1;8;0;0;1;0;6;0;0;3;0
355030828000061;1;14;1;1;8;0;14;0;1;6;0
355030828000062;1;27;1;0;9;0;20;3;0;15;0
355030828000063;1;5;1;0;2;0;7;1;0;7;0
355030828000064;1;14;1;0;5;0;14;0;0;2;0
355030828000065;1;11;1;0;8;0;14;1;0;9;0
355030828000066;1;17;1;0;12;0;25;1;0;11;0
355030828000067;1;8;1;0;5;0;8;0;0;6;0
355030828000068;1;8;0;0;12;0;13;3;0;4;0
355030828000069;1;4;1;2;5;0;11;0;0;8;0
355030828000070;1;18;3;2;21;0;20;8;1;23;0
355030828000071;1;16;0;0;13;0;16;0;0;9;0
355030828000072;1;11;0;0;26;0;18;1;1;15;0
355030828000073;1;28;3;1;18;0;26;1;0;7;0
355030828000074;1;22;0;0;9;0;19;0;0;17;0
355030828000075;1;5;0;0;2;0;15;0;0;1;0
355030828000076;1;13;0;0;3;0;16;1;0;2;0
355030828000077;1;20;4;0;23;0;27;4;0;19;0
355030828000078;1;7;0;0;8;0;12;2;0;3;0
355030828000079;1;9;0;0;2;0;9;1;0;3;0
355030828000080;1;25;0;0;4;0;18;0;0;4;0
355030828000081;1;6;0;0;3;0;3;0;0;3;0
355030828000082;1;16;0;0;6;0;13;0;0;3;0
355030828000083;1;15;1;0;4;0;12;1;0;7;0
355030828000084;1;7;0;1;0;0;7;1;1;2;0
355030828000085;1;5;0;0;2;0;3;0;0;0;0
355030828000086;1;7;2;0;4;0;7;0;0;1;0
355030828000087;1;19;1;0;2;0;13;2;0;6;0
355030828000088;1;21;1;0;7;0;17;0;0;5;0
355030828000089;1;15;0;0;4;0;11;0;0;2;0
355030828000090;1;6;1;0;4;0;8;0;0;2;0
355030828000091;1;13;0;0;3;0;10;0;0;4;0
355030828000092;1;4;0;0;1;0;6;0;1;2;0
355030828000093;1;21;2;0;9;0;17;3;0;10;0
355030828000094;1;20;1;1;5;0;18;1;0;8;0
355030828000095;1;12;1;0;8;0;10;1;0;9;0
355030828000096;1;18;0;0;8;0;22;2;0;8;0
355030828000097;1;8;1;0;10;0;7;0;0;7;0
355030828000098;1;17;0;0;10;0;14;0;0;15;0
355030828000099;1;7;0;0;7;0;9;1;0;19;0
355030828000100;1;19;1;1;9;0;15;4;0;5;0
355030828000101;1;11;1;0;6;0;15;0;0;9;0
355030828000102;1;8;0;0;2;0;7;0;1;3;0
355030828000103;1;9;0;0;9;0;13;0;0;3;0
355030828000104;1;19;2;0;32;0;16;4;0;25;0
355030828000105;1;24;1;0;17;0;14;0;0;15;0
355030828000106;1;17;4;0;9;0;15;1;0;8;0
355030828000107;1;16;3;0;4;0;10;1;0;4;0
355030828000108;1;9;1;0;3;0;11;0;0;5;0
355030828000109;1;5;1;0;5;0;10;0;2;6;0
355030828000110;1;10;0;0;11;0;10;0;0;2;0
355030828000111;1;10;0;0;2;0;23;0;0;8;0
355030828000112;1;7;0;0;4;0;10;1;1;2;0
355030828000113;1;23;1;0;7;0;15;0;0;8;0
355030828000114;1;16;3;0;15;0;27;0;0;11;0
355030828000115;1;36;1;0;17;0;24;1;0;11;0
355030828000116;1;26;1;0;11;0;15;0;0;14;0
355030828000117;1;22;1;0;16;0;25;0;0;8;0
355030828000118;1;17;1;1;18;0;12;0;1;6;0
355030828000119;1;27;1;0;13;0;27;1;0;11;0
355030828000120;1;7;3;0;7;0;7;2;0;5;0
355030828000121;1;38;3;0;21;0;31;4;0;24;0
355030828000122;1;19;0;0;8;0;13;0;0;7;0
355030828000123;1;5;1;0;5;0;9;1;0;1;0
355030828000124;1;18;0;0;10;0;13;2;0;8;0
355030828000125;1;19;0;0;11;0;11;0;0;7;0
355030828000126;1;29;3;1;15;0;31;0;0;14;0
355030828000127;1;27;1;0;14;0;23;0;0;15;0
355030828000128;1;13;1;0;5;0;10;0;0;9;0
355030828000129;1;15;1;0;10;1;14;1;0;11;0
355030828000130;1;15;0;2;24;0;13;3;0;12;0
355030828000131;1;9;0;0;2;0;10;0;0;4;0
355030828000132;1;28;3;0;8;0;20;1;0;12;0
355030828000133;1;33;2;0;5;0;29;1;1;3;0
355030828000134;1;14;0;0;3;0;13;0;0;4;0
355030828000135;1;14;2;0;6;0;5;2;0;3;0
355030828000136;1;42;4;0;17;0;46;3;0;14;0
355030828000137;1;26;3;0;14;0;29;2;0;20;0
355030828000138;1;19;2;0;17;0;19;0;0;10;0
355030828000140;1;16;3;0;20;0;20;0;0;16;0
355030828000141;1;14;3;0;11;0;20;1;0;14;0
355030828000142;1;18;0;0;15;0;17;0;0;10;0
355030828000143;1;25;0;0;20;0;12;1;0;17;0
355030828000144;1;3;0;0;4;0;6;2;0;4;0
355030828000145;1;10;0;0;3;0;6;0;0;8;0
355030828000146;1;7;0;0;6;0;14;0;0;7;0
355030828000147;1;8;1;0;4;0;10;1;0;1;0
355030828000148;1;9;2;1;4;0;13;0;0;2;0
355030828000149;1;7;2;2;8;0;4;0;0;3;0
355030828000150;1;17;0;0;2;0;13;0;0;4;0
355030828000151;1;12;0;0;11;0;17;0;0;10;0
355030828000152;1;14;1;1;6;0;9;2;0;20;0
355030828000153;1;13;0;0;10;0;16;2;0;4;0
355030828000154;1;18;0;0;7;0;9;0;0;9;0
355030828000155;1;9;1;0;2;0;10;0;0;3;0
355030828000156;1;10;0;0;0;0;12;0;0;1;0
355030828000157;1;1;1;0;4;0;3;2;0;0;0
355030828000158;1;6;0;0;2;0;3;0;0;6;0
355030828000159;1;6;0;0;4;0;8;0;0;3;0
355030828000160;1;11;1;0;9;0;10;0;0;7;0
355030828000161;1;12;0;0;8;0;10;0;0;2;0
355030828000162;1;22;0;0;25;0;35;0;0;16;0
355030828000163;1;1;0;0;0;0;3;0;0;0;0
355030828000164;1;17;1;0;0;0;21;0;0;4;0
355030828000165;1;18;0;0;6;0;9;0;0;2;0
355030828000166;1;15;0;0;10;0;17;0;0;7;0
355030828000167;1;6;1;0;2;0;6;0;0;3;0
355030828000168;1;7;0;0;5;0;7;0;0;1;0
355030828000169;1;12;1;0;10;0;10;2;0;9;0
355030828000170;1;8;2;0;3;0;12;1;0;5;0
355030828000171;1;10;1;0;8;0;4;3;0;3;0
355030828000172;1;7;1;0;1;0;4;0;0;0;0
355030828000173;1;8;1;1;4;0;16;2;0;4;0
355030828000174;1;16;0;0;14;0;12;2;0;15;0
355030828000175;1;1;0;0;3;0;3;0;0;2;0
355030828000176;1;9;0;0;2;0;8;0;0;3;0
355030828000177;1;3;0;0;2;0;10;0;0;5;0
355030828000178;1;8;1;0;8;0;10;2;0;4;0
355030829000001;1;16;1;0;4;0;11;0;0;2;0
355030829000002;1;17;0;0;2;0;13;0;1;3;0
355030829000003;1;8;0;0;3;0;12;0;0;3;0
355030829000004;1;11;1;0;3;0;15;0;0;8;0
355030829000005;1;9;0;0;2;0;6;2;2;1;0
355030829000006;1;16;0;1;2;0;16;0;0;0;0
355030829000007;1;12;2;0;1;0;6;2;0;0;0
355030829000008;1;16;0;0;4;0;9;0;0;2;0
355030829000009;1;24;1;0;0;0;38;0;0;1;0
355030829000010;1;18;0;0;7;0;22;0;0;4;0
355030829000011;1;15;0;1;2;0;13;0;0;0;0
355030829000012;1;18;0;0;4;0;11;5;0;3;0
355030829000013;1;19;1;0;5;0;19;0;0;1;0
355030829000014;1;17;0;0;1;0;20;1;0;1;0
355030829000015;1;13;0;0;3;0;12;0;0;2;0
355030829000016;1;11;0;0;0;0;17;0;0;3;0
355030829000017;1;12;1;0;4;0;6;0;0;1;0
355030829000018;1;12;1;1;0;0;21;2;2;1;0
355030829000019;1;6;0;0;0;0;3;0;0;0;0
355030829000020;1;18;0;0;1;0;10;0;0;3;0
355030829000021;1;1;0;0;1;0;2;0;0;1;0
355030829000022;1;15;0;1;1;0;12;0;1;1;0
355030829000023;1;15;0;0;2;0;19;1;0;0;0
355030829000024;1;7;0;0;1;0;19;1;0;2;0
355030829000025;1;20;4;0;5;0;5;1;0;2;0
355030829000026;1;4;2;0;2;0;11;0;0;5;0
355030829000027;1;8;0;0;2;0;3;1;0;5;0
355030829000028;1;17;0;0;1;0;18;0;0;9;0
355030829000029;1;15;2;0;5;0;18;1;2;5;0
355030829000030;1;14;1;0;2;0;12;1;1;3;0
355030829000031;1;15;1;0;5;0;13;0;0;3;0
355030829000032;1;6;1;0;1;0;6;0;0;1;0
355030829000033;1;22;0;0;1;0;18;0;0;1;0
355030829000034;1;9;1;0;1;0;7;0;0;2;0
355030829000035;1;13;0;0;6;0;10;0;0;4;0
355030829000036;1;16;0;0;6;0;17;1;0;7;0
355030829000037;1;17;0;0;1;0;8;2;0;1;0
355030829000038;1;7;0;0;2;0;9;0;0;9;0
355030829000039;1;15;3;0;9;0;16;2;0;7;0
355030829000040;1;14;0;0;5;0;8;0;0;4;0
355030829000041;1;10;1;0;2;0;11;1;1;1;0
355030829000042;1;10;1;0;0;0;8;3;0;0;0
355030829000043;1;9;0;0;1;0;10;0;0;1;0
355030829000044;1;5;0;0;0;0;8;0;0;1;0
355030829000045;1;4;0;0;1;0;5;2;0;3;0
355030829000046;1;10;1;0;1;0;16;0;0;2;0
355030829000047;1;6;0;0;0;0;4;0;0;1;0
355030829000048;1;23;0;1;1;0;17;0;2;2;0
355030829000049;1;10;0;0;1;0;7;0;0;0;0
355030829000050;1;8;1;0;5;0;13;1;0;6;0
355030829000051;1;14;0;0;4;0;18;0;0;4;0
355030829000052;1;26;0;0;3;0;24;5;0;7;0
355030829000053;1;3;0;0;1;0;7;0;0;0;0
355030829000054;1;11;0;0;2;0;15;1;0;3;0
355030829000055;1;7;0;0;2;0;8;0;0;3;0
355030829000056;1;11;3;0;3;0;9;2;0;6;0
355030829000057;1;16;0;0;3;0;17;0;0;2;0
355030829000058;1;8;0;0;2;0;3;1;0;2;0
355030829000059;1;2;0;0;1;0;3;1;0;7;0
355030829000060;1;22;2;0;7;0;19;0;0;6;0
355030829000061;1;20;0;0;7;0;15;1;0;4;0
355030829000062;1;10;0;0;2;0;10;0;0;1;0
355030829000063;1;21;0;0;2;0;12;1;1;1;0
355030829000064;1;9;1;0;3;0;7;0;0;1;0
355030829000065;1;8;0;0;0;0;4;2;0;3;1
355030829000066;1;17;0;0;17;0;19;0;0;26;0
355030829000067;1;9;0;0;3;0;7;0;0;2;0
355030829000068;1;7;0;0;4;0;13;0;0;3;0
355030829000069;1;10;1;0;2;0;15;1;0;2;0
355030829000070;1;18;2;0;7;0;10;0;0;5;0
355030829000071;1;19;1;0;7;0;15;3;0;8;0
355030829000072;1;17;1;0;3;0;13;2;0;7;0
355030829000073;1;21;2;0;9;0;17;1;0;5;0
355030829000074;1;17;1;0;8;0;14;1;0;5;0
355030829000075;1;19;5;0;11;0;17;3;0;11;0
355030829000076;1;11;0;0;6;0;5;1;0;6;0
355030829000077;1;14;2;0;5;0;14;0;0;6;0
355030829000078;1;4;0;0;6;0;7;0;0;1;0
355030829000079;1;30;0;1;4;0;24;0;1;3;0
355030829000080;1;9;0;0;4;0;14;2;0;3;0
355030829000081;1;4;0;0;0;0;9;0;0;3;0
355030829000082;1;30;0;0;1;0;33;0;1;8;0
355030829000083;1;10;1;0;0;0;14;1;0;4;0
355030829000084;1;19;0;0;0;0;10;0;1;1;0
355030829000085;1;25;0;0;1;0;14;1;0;0;0
355030829000086;1;13;0;0;2;0;10;1;0;7;0
355030829000087;1;8;0;0;0;0;3;3;0;3;0
355030829000088;1;19;0;0;3;0;12;1;0;3;0
355030829000089;1;9;0;0;2;0;5;0;0;2;0
355030829000090;1;11;1;0;7;0;10;0;0;5;0
355030829000091;1;7;0;0;4;0;9;0;0;3;0
355030829000092;1;17;0;0;5;0;2;0;0;3;0
355030829000093;1;9;0;0;1;0;10;1;0;7;0
355030829000094;1;15;0;0;7;0;15;3;1;7;0
355030829000095;1;10;0;0;3;0;16;0;0;6;0
355030829000096;1;13;2;0;5;0;9;0;0;6;0
355030829000097;1;15;0;0;6;0;11;2;0;9;0
355030829000098;1;5;1;0;4;0;8;0;0;3;0
355030829000099;1;19;2;0;7;0;25;1;0;9;0
355030829000100;1;9;2;2;4;0;11;2;0;13;0
355030829000101;1;5;1;0;4;0;5;0;0;3;0
355030829000102;1;16;0;1;8;0;15;0;0;10;0
355030829000103;1;22;1;0;1;0;15;0;1;4;0
355030829000104;1;16;1;0;7;0;10;0;0;3;0
355030829000105;1;18;0;0;12;0;10;3;0;3;0
355030829000106;1;7;3;0;3;0;8;4;0;4;0
355030829000107;1;5;0;0;3;0;4;0;0;1;0
355030829000108;1;17;1;0;8;0;8;2;0;5;0
355030829000109;1;18;0;0;9;0;10;1;0;4;0
355030829000110;1;17;0;0;13;0;19;0;0;3;0
355030829000111;1;16;0;0;2;0;10;0;0;11;0
355030829000112;1;12;0;0;1;0;12;0;0;3;0
355030829000113;1;14;3;0;5;0;8;0;0;3;0
355030829000114;1;11;1;0;3;0;21;0;0;4;0
355030829000115;1;13;0;0;5;0;11;0;0;5;0
355030829000116;1;11;3;0;9;0;18;0;0;12;0
355030829000117;1;16;1;0;3;0;14;0;0;4;0
355030829000118;1;9;1;0;6;0;12;2;0;5;0
355030829000119;1;15;1;0;5;0;8;0;0;5;0
355030829000120;1;13;0;0;7;0;16;0;0;4;0
355030829000121;1;20;1;0;14;0;22;2;0;4;0
355030829000122;1;11;2;0;2;0;13;0;0;3;0
355030829000123;1;7;1;0;5;0;8;1;0;4;0
355030829000124;1;3;2;0;3;0;7;0;0;3;0
355030829000125;1;15;1;0;4;0;12;1;0;9;0
355030829000126;1;6;0;0;4;0;6;0;0;4;0
355030829000127;1;13;2;0;11;0;17;1;0;14;0
355030829000128;1;12;2;0;11;0;21;5;1;13;0
355030829000129;1;21;4;0;24;0;26;2;0;16;0
355030829000130;1;12;0;0;9;0;11;0;0;7;0
355030829000131;1;11;1;0;3;0;12;0;0;5;0
355030829000132;1;11;2;0;5;0;12;3;0;6;0
355030829000133;1;6;1;0;3;0;8;2;0;4;0
355030829000134;1;2;2;0;4;0;11;1;0;5;0
355030829000135;1;5;1;1;2;0;10;0;0;3;0
355030829000136;1;10;2;0;9;0;13;1;0;2;0
355030829000137;1;9;0;0;2;0;13;0;0;0;0
355030829000138;1;13;1;0;3;0;15;0;1;2;0
355030829000139;1;22;7;2;10;0;17;3;0;8;0
355030829000140;1;21;0;0;3;0;14;0;0;8;0
355030829000141;1;23;0;0;5;0;13;1;3;3;0
355030829000142;1;12;0;0;9;0;12;4;0;9;0
355030829000143;1;12;5;0;10;0;10;2;0;5;0
355030829000144;1;15;0;0;7;0;16;3;0;7;0
355030829000145;1;8;6;0;8;0;7;0;0;4;0
355030829000146;1;27;2;1;13;0;35;2;1;7;0
355030829000147;1;11;1;0;4;0;7;1;0;2;0
355030829000148;1;22;0;1;9;0;16;2;0;7;0
355030829000149;1;15;1;1;11;0;17;3;0;5;0
355030829000150;1;10;3;0;15;0;5;3;0;6;0
355030829000151;1;20;2;0;6;0;15;0;0;5;0
355030829000152;1;8;1;0;4;0;6;1;0;4;0
355030829000153;1;13;3;0;6;0;14;2;0;2;0
355030829000154;1;5;0;0;4;0;7;1;0;3;0
355030829000155;1;13;3;0;5;0;16;0;0;0;0
355030829000156;1;14;1;1;5;0;12;6;0;9;0
355030829000157;1;10;2;0;10;0;10;0;0;6;0
355030829000158;1;20;0;0;7;0;8;0;0;5;0
355030829000159;1;11;0;0;12;0;12;5;0;9;0
355030829000160;1;10;0;0;5;0;2;1;1;3;0
355030829000161;1;22;2;0;7;0;26;0;0;10;0
355030829000162;1;16;2;0;14;0;17;1;0;14;0
355030829000163;1;50;2;0;11;0;41;5;1;8;0
355030829000164;1;3;0;0;1;0;6;1;1;0;0
355030829000165;1;13;0;0;2;0;19;0;0;1;0
355030829000166;1;22;0;0;4;0;20;0;0;0;0
355030829000167;1;6;2;0;1;0;8;0;0;0;0
355030829000168;1;21;4;0;6;0;5;2;0;5;0
355030829000169;1;15;3;1;6;0;6;1;0;6;0
355030829000170;1;5;2;0;4;0;12;1;0;10;0
355030829000171;1;2;0;0;2;0;9;0;0;3;0
355030829000172;1;16;2;0;21;0;17;3;0;16;0
355030829000173;1;8;0;0;0;0;6;1;0;2;0
355030829000174;1;11;0;0;0;0;14;2;0;0;0
355030829000175;1;5;0;0;3;0;8;0;0;2;0
355030829000176;1;7;0;0;3;0;4;0;0;3;0
355030829000177;1;3;0;0;1;0;4;0;0;1;0
355030829000178;1;5;1;0;0;0;4;1;0;4;0
355030829000179;1;5;0;0;3;0;9;0;0;1;0
355030829000180;1;11;0;0;4;0;6;1;0;2;0
355030829000181;1;4;1;0;0;0;3;0;0;0;0
355030829000182;1;7;1;0;0;0;9;0;1;3;0
355030829000183;1;8;0;0;5;0;9;0;0;1;0
355030829000184;1;12;0;0;0;0;11;0;0;0;0
355030829000185;1;11;2;0;3;0;17;1;1;3;0
355030829000186;1;9;0;0;0;0;10;0;0;1;0
355030829000187;1;3;0;0;2;0;5;1;1;3;0
355030829000188;1;13;1;0;2;0;9;0;0;2;0
355030829000189;1;27;1;1;4;0;23;1;1;4;0
355030829000190;1;3;0;0;1;0;15;0;0;3;0
355030829000191;1;3;2;0;4;0;2;0;0;1;0
355030829000192;1;3;0;0;5;0;7;0;0;2;0
355030829000193;1;9;0;0;0;0;12;0;1;1;0
355030829000194;1;8;0;0;1;0;9;0;0;1;0
355030829000195;1;12;1;0;4;0;21;1;0;4;0
355030829000196;1;8;0;0;1;0;10;0;0;0;0
355030829000197;1;7;0;0;1;0;7;1;0;2;0
355030829000198;1;5;1;0;3;0;10;0;0;6;0
355030829000199;1;7;0;0;0;0;6;0;0;2;0
355030829000200;1;11;1;0;3;0;8;0;0;7;0
355030829000201;1;18;0;0;1;0;22;0;2;6;0
355030829000202;1;10;0;0;2;0;12;0;0;1;0
355030829000203;1;21;1;0;5;0;19;0;0;5;0
355030829000204;1;9;0;0;2;0;10;1;0;2;0
355030829000205;1;8;3;0;4;0;6;0;0;4;0
355030829000206;1;15;3;0;1;0;7;2;0;4;0
355030829000207;1;19;1;0;9;0;18;0;0;4;0
355030829000208;1;5;0;0;0;0;3;0;0;0;0
355030829000209;1;14;2;0;5;0;5;2;0;4;0
355030829000210;1;3;0;0;0;0;4;0;0;1;0
355030829000211;1;8;0;0;5;0;4;0;0;8;0
355030829000212;1;4;0;0;1;0;2;0;0;3;0
355030829000213;1;3;0;0;1;0;1;3;0;1;0
355030829000214;1;5;1;0;0;0;2;0;0;1;0
355030829000215;1;13;0;0;2;0;9;2;0;2;0
355030829000216;1;8;1;0;5;0;5;2;0;9;0
355030829000217;1;22;1;0;8;0;24;0;0;0;0
355030829000218;1;16;1;0;5;0;15;0;0;4;0
355030829000219;1;18;3;1;4;1;11;2;1;9;0
355030829000220;1;4;0;0;3;0;4;0;0;0;0
355030829000221;1;1;0;0;1;0;0;0;0;0;0
355030829000222;1;27;0;0;0;0;17;0;0;1;0
355030829000226;1;12;0;0;0;0;15;0;0;1;0
355030829000227;1;13;0;0;0;0;23;2;1;0;0
355030829000228;1;6;1;0;0;0;8;0;0;2;0
355030829000230;1;3;0;0;0;0;0;0;0;0;0
355030829000233;8;0;0;0;0;0;0;0;0;0;0
355030829000234;1;3;2;0;3;0;3;0;0;3;0
355030830000001;1;15;2;2;13;0;13;0;0;13;0
355030830000002;1;9;3;0;13;0;14;1;0;6;0
355030830000003;1;17;0;0;14;0;16;5;0;7;0
355030830000004;1;10;0;0;9;0;9;1;0;9;0
355030830000005;1;5;3;0;1;0;2;1;0;4;0
355030830000006;1;5;2;0;7;0;7;1;0;10;0
355030830000007;1;11;1;0;5;0;13;0;0;9;0
355030830000008;1;26;5;0;19;0;22;2;1;19;0
355030830000009;1;14;1;0;6;0;9;0;0;7;0
355030830000010;1;27;0;0;25;0;20;1;0;23;0
355030830000011;1;6;1;0;10;0;12;0;0;19;0
355030830000012;1;5;0;0;23;0;13;1;0;12;0
355030830000013;1;14;1;0;10;0;16;1;0;11;0
355030830000014;1;17;0;0;13;0;18;1;0;5;0
355030830000015;1;3;0;0;0;0;1;1;0;3;0
355030830000016;1;9;1;0;3;0;5;0;0;7;0
355030830000017;1;15;1;0;6;0;9;5;0;7;0
355030830000018;1;4;0;0;3;0;4;0;1;1;0
355030830000019;1;7;1;0;3;0;17;2;0;1;0
355030830000020;1;18;1;0;7;0;19;0;0;3;0
355030830000021;1;14;0;0;7;0;17;0;1;3;0
355030830000022;1;19;1;0;9;0;15;2;0;6;0
355030830000023;1;8;3;0;7;0;7;1;0;6;0
355030830000024;1;19;3;0;18;0;17;2;0;18;0
355030830000025;1;24;2;0;21;0;28;0;0;27;0
355030830000026;1;8;0;0;0;0;5;0;0;2;0
355030830000027;1;5;1;0;5;0;3;1;0;5;0
355030830000028;1;11;1;0;20;0;9;3;0;10;0
355030830000029;1;31;2;0;19;0;22;3;0;17;0
355030830000030;1;19;3;0;16;0;24;2;0;24;0
355030830000031;1;17;5;2;11;0;16;4;0;6;0
355030830000032;1;19;5;0;2;0;15;2;0;2;0
355030830000033;2;7;1;0;11;0;9;2;0;13;0
355030830000034;1;15;5;0;12;0;10;3;0;1;0
355030830000035;1;2;1;0;1;0;0;0;0;2;0
355030830000036;1;13;2;0;28;0;12;2;0;20;0
355030830000037;1;19;2;0;17;0;15;2;0;15;0
355030830000038;1;5;0;0;6;0;6;1;0;8;0
355030830000039;1;11;0;0;8;0;9;0;1;12;0
355030830000040;1;17;3;0;5;0;23;2;0;8;0
355030830000041;1;9;4;0;17;0;8;1;0;13;0
355030830000042;1;30;5;0;21;0;33;3;0;29;0
355030830000043;1;5;2;1;5;0;3;0;0;4;0
355030830000044;1;29;0;0;16;0;26;1;0;20;0
355030830000045;1;22;2;0;17;0;29;5;0;17;0
355030830000046;1;9;0;0;12;0;25;3;0;18;0
355030830000047;1;21;2;0;14;0;17;0;2;15;0
355030830000048;1;16;1;0;8;0;11;0;0;9;0
355030830000049;1;21;3;0;20;0;26;3;0;14;0
355030830000050;1;13;2;0;9;0;8;1;0;6;0
355030830000051;1;7;0;0;10;0;10;0;0;7;0
355030830000052;1;8;0;0;13;0;15;0;0;11;0
355030830000053;1;5;1;0;11;0;4;0;0;7;0
355030830000054;1;4;0;0;4;0;4;0;0;5;0
355030830000055;1;12;1;1;22;0;7;1;0;16;0
355030830000056;1;21;0;0;8;0;5;1;0;11;0
355030830000057;1;29;1;0;22;0;17;1;0;24;1
355030830000058;1;25;3;0;13;0;29;4;0;13;0
355030830000059;1;11;0;0;6;0;8;0;0;10;0
355030830000060;1;8;1;0;11;0;11;0;0;8;0
355030830000061;1;25;1;1;24;0;18;6;0;20;0
355030830000062;1;10;1;0;18;0;7;2;0;8;0
355030830000063;1;19;2;0;18;0;21;3;1;9;0
355030830000064;1;14;1;2;16;0;13;0;0;11;0
355030830000065;1;16;0;1;23;0;11;1;0;14;0
355030830000066;1;14;1;0;4;0;6;2;0;3;0
355030830000067;1;4;2;0;6;0;4;0;0;2;0
355030830000068;1;21;6;0;23;0;20;2;0;14;0
355030830000069;1;27;1;0;7;0;15;1;0;10;0
355030830000070;1;25;1;0;19;0;25;1;0;20;0
355030830000071;1;19;8;0;24;0;22;1;0;23;0
355030830000072;1;7;1;0;22;0;8;0;0;10;0
355030830000073;1;66;5;1;40;0;74;4;0;34;0
355030830000074;2;75;6;1;93;0;69;4;1;102;0
355030830000075;1;19;1;0;16;0;8;2;0;8;0
355030830000076;1;17;3;1;17;0;18;6;1;16;0
355030830000077;1;25;2;0;19;0;21;2;1;11;0
355030830000078;1;12;0;0;13;0;22;0;0;13;0
355030830000079;1;12;0;0;10;0;11;2;0;7;0
355030830000080;1;6;1;0;5;0;3;1;0;5;0
355030830000081;1;23;3;0;10;0;24;1;0;11;0
355030830000082;1;18;4;0;24;0;18;7;0;17;0
355030830000083;1;10;0;0;20;0;6;0;0;14;0
355030830000084;1;14;1;0;23;0;12;2;0;20;0
355030830000085;1;25;2;0;27;0;27;1;0;8;0
355030830000086;1;2;1;0;5;0;2;0;0;6;0
355030830000087;1;13;0;0;7;0;11;0;0;13;0
355030830000088;1;18;1;0;17;0;22;2;0;14;0
355030830000089;1;12;0;0;16;3;18;2;0;27;0
355030830000090;1;17;2;0;19;0;14;0;0;16;0
355030830000091;1;11;0;0;11;0;20;0;0;6;0
355030830000092;1;6;1;0;8;0;9;0;0;3;0
355030830000093;1;13;0;0;6;0;20;1;0;8;0
355030830000094;1;6;3;0;9;0;5;3;0;16;0
355030830000095;1;2;1;0;9;0;5;5;1;6;0
