Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010
355030858000214;1;11;2;0;3;0;9;0;1;5;0
355030858000215;1;4;1;0;5;0;4;0;0;5;0
355030858000216;1;26;2;0;29;0;27;1;0;34;0
355030858000217;1;4;4;0;18;0;7;1;0;16;0
355030858000218;8;0;X;X;X;X;X;X;X;X;X
355030858000219;4;1;0;0;1;0;1;0;0;2;0
355030858000220;8;2;0;0;2;0;5;0;0;4;0
355030858000221;4;1;0;0;2;0;2;0;0;1;0
355030858000222;4;0;0;0;0;0;0;0;0;1;0
355030858000223;1;2;0;0;3;0;1;0;0;1;0
355030858000224;4;4;6;0;14;0;3;1;0;8;0
355030858000225;1;4;1;0;4;0;2;0;0;2;0
355030858000226;1;6;2;0;7;0;4;1;0;6;0
355030858000228;4;1;0;0;3;0;3;0;0;1;0
355030858000230;1;6;0;0;11;0;7;0;0;5;0
355030858000231;4;0;X;X;X;X;X;X;X;X;X
355030858000232;4;8;1;0;8;0;9;2;0;4;0
355030858000234;1;0;X;X;X;X;X;X;X;X;X
355030858000235;8;1;4;0;0;0;4;3;0;0;0
355030858000236;4;0;0;0;0;0;0;0;0;1;0
355030858000237;4;5;0;0;4;0;6;0;0;1;0
355030858000238;1;0;0;0;2;0;2;0;0;1;0
355030858000239;1;5;1;0;6;0;6;1;0;3;0
355030858000240;4;0;X;X;X;X;X;X;X;X;X
355030858000243;1;4;0;0;4;0;6;0;0;4;0
355030858000244;1;10;2;1;1;0;7;0;0;6;0
355030858000245;1;0;0;0;1;0;3;0;0;0;0
355030858000246;1;2;0;0;0;0;0;0;0;0;0
355030858000247;1;10;0;0;4;0;7;2;0;7;0
355030858000248;1;0;0;1;4;0;2;0;0;0;0
355030858000249;1;2;1;0;2;0;6;0;1;5;0
355030858000250;1;2;0;0;14;0;5;0;0;8;0
355030858000251;1;4;0;0;6;0;3;0;0;4;0
355030858000252;1;4;0;0;12;0;5;1;0;2;0
355030858000253;1;1;0;0;0;0;0;0;0;3;0
355030858000254;1;4;1;0;9;0;4;0;0;9;0
355030858000255;1;2;0;0;9;0;4;0;0;9;0
355030858000256;1;1;2;0;3;0;2;2;0;2;0
355030858000257;1;0;0;0;2;0;1;0;0;0;0
355030858000258;1;1;1;0;8;0;1;0;0;3;0
355030858000259;1;4;1;0;5;0;3;0;0;13;0
355030858000260;1;8;1;1;6;0;11;2;0;6;0
355030858000261;1;1;4;0;2;0;3;4;0;6;0
355030858000262;1;10;0;0;4;0;7;1;0;2;0
355030859000001;1;11;0;0;2;0;18;0;0;5;0
355030859000002;1;17;1;0;1;0;8;0;0;1;0
355030859000003;1;11;3;0;3;0;15;1;1;1;0
355030859000004;1;9;0;0;2;0;4;0;0;3;0
355030859000005;1;15;1;0;4;0;12;1;0;4;0
355030859000006;1;9;0;0;6;0;16;1;0;3;0
355030859000007;1;6;0;0;1;0;12;0;0;0;0
355030859000008;1;23;0;1;4;0;16;1;0;0;0
355030859000009;1;9;0;0;5;0;16;0;0;6;0
355030859000010;1;6;0;0;4;0;14;0;0;0;0
355030859000011;1;17;0;0;7;0;20;0;0;7;0
355030859000012;1;9;0;0;2;0;6;0;0;0;0
355030859000013;1;15;1;2;1;0;9;0;0;2;0
355030859000014;1;17;2;0;0;0;12;0;0;6;0
355030859000015;1;25;3;0;9;0;16;0;0;4;0
355030859000016;1;26;1;0;2;0;18;1;0;3;0
355030859000017;1;5;1;1;4;0;5;0;1;1;0
355030859000018;1;10;0;0;1;0;10;1;0;1;0
355030859000019;1;5;0;1;2;0;9;0;0;2;0
355030859000020;1;14;0;0;2;0;12;0;1;1;0
355030859000021;1;10;0;1;3;0;5;1;1;0;0
355030859000022;1;8;0;2;0;0;5;0;0;4;0
355030859000023;1;13;1;1;2;0;20;1;0;0;0
355030859000024;1;13;0;0;8;0;9;1;0;3;0
355030859000025;1;5;0;0;4;0;11;1;0;0;0
355030859000026;1;12;1;3;10;0;8;1;0;2;0
355030859000027;1;15;1;2;0;0;15;3;1;1;1
355030859000028;1;9;0;2;5;0;8;0;0;4;0
355030859000029;1;18;4;0;4;0;26;1;0;1;0
355030859000030;1;9;2;0;5;0;15;0;0;6;0
355030859000031;1;21;0;4;4;0;13;1;0;3;0
355030859000032;1;12;0;0;3;0;8;0;0;1;0
355030859000033;1;13;2;1;3;0;11;0;0;1;0
355030859000034;1;17;1;0;4;0;13;0;0;2;0
355030859000035;1;13;0;0;7;0;15;1;0;5;0
355030859000036;1;11;0;0;7;0;10;0;0;2;0
355030859000037;1;9;1;4;8;0;5;3;2;10;0
355030859000038;1;14;0;0;8;0;13;0;0;3;0
355030859000039;1;12;0;0;4;0;12;0;0;1;0
355030859000040;1;18;0;0;3;0;12;0;0;2;0
355030859000041;1;24;1;0;5;0;21;1;1;6;0
355030859000042;1;14;0;1;2;0;15;0;0;3;0
355030859000043;1;18;0;1;5;0;13;2;0;2;0
355030859000044;1;3;0;0;2;0;5;0;0;0;0
355030859000045;1;19;2;0;5;0;21;3;0;11;0
355030859000046;1;12;0;0;5;0;12;0;0;2;0
355030859000047;1;17;0;0;3;0;13;0;0;2;0
355030859000048;1;19;0;0;2;0;27;0;1;2;0
355030859000049;1;9;0;0;0;0;8;0;0;1;0
355030859000050;1;16;1;0;3;0;14;2;0;3;0
355030859000051;1;5;1;0;0;0;3;0;0;0;0
355030859000052;1;15;2;0;0;0;14;3;0;1;0
355030859000053;1;11;0;0;2;0;7;0;0;0;0
355030859000054;1;14;0;0;2;0;18;1;0;2;0
355030859000055;1;10;1;0;2;0;15;0;0;3;0
355030859000056;1;18;4;0;6;0;10;0;0;5;0
355030859000057;1;7;0;0;2;0;10;0;0;1;0
355030859000058;1;18;0;0;1;0;9;0;0;8;0
355030859000059;1;11;0;0;4;0;11;0;0;5;0
355030859000060;1;14;0;0;5;0;9;0;0;4;0
355030859000061;1;13;0;1;3;0;20;0;0;1;0
355030859000062;1;12;0;0;1;0;13;0;0;2;0
355030859000063;1;22;1;0;4;0;14;0;0;4;0
355030859000064;1;17;1;0;0;1;17;4;0;3;0
355030859000065;1;15;1;0;4;0;8;0;0;2;0
355030859000066;1;10;2;0;5;0;17;0;1;5;0
355030859000067;1;15;1;0;0;0;13;0;0;4;0
355030859000068;1;13;0;0;1;0;27;0;0;2;0
355030859000069;1;9;0;0;1;0;9;0;0;2;0
355030859000070;1;15;1;0;2;0;8;0;0;0;0
355030859000071;1;19;0;0;2;0;14;2;1;4;0
355030859000072;1;10;2;0;2;0;17;0;0;0;0
355030859000073;1;12;4;1;1;0;14;4;0;3;0
355030859000074;1;10;0;1;2;0;13;1;0;2;0
355030859000075;1;8;0;0;0;0;16;0;0;0;0
355030859000076;1;9;0;0;8;0;13;0;2;4;0
355030859000077;1;4;0;0;1;0;12;0;0;4;0
355030859000078;1;11;0;0;1;0;12;0;0;5;0
355030859000079;1;10;1;0;2;0;8;0;0;3;0
355030859000080;1;8;0;0;2;0;9;0;0;3;0
355030859000081;1;11;0;2;2;0;9;2;0;1;0
355030859000082;1;26;0;0;1;0;25;0;0;0;0
355030859000083;1;20;0;0;3;0;18;2;0;3;0
355030859000084;1;10;0;0;0;0;9;0;0;2;0
355030859000085;1;16;0;0;4;0;17;1;0;2;1
355030859000086;1;8;1;1;0;0;4;0;0;0;0
355030859000087;1;11;0;0;0;0;6;0;0;2;0
355030859000088;1;18;1;0;5;0;18;1;0;6;0
355030859000089;1;6;1;1;0;2;13;2;1;3;0
355030859000090;1;8;0;0;0;0;13;0;0;5;0
355030859000091;1;11;0;1;3;0;11;4;0;11;0
355030859000092;1;18;2;0;3;0;17;3;0;3;0
355030859000093;1;12;2;0;1;0;8;1;0;2;0
355030859000094;1;15;0;0;5;0;13;0;0;3;0
355030859000095;1;12;2;1;5;0;15;0;0;3;0
355030859000096;1;9;0;0;3;0;4;0;0;2;0
355030859000097;1;7;0;1;2;0;12;1;0;2;0
355030859000098;1;7;0;0;2;0;11;0;0;3;0
355030859000099;1;18;0;0;6;0;20;0;0;1;0
355030859000100;1;24;0;0;3;0;22;0;0;4;0
355030859000101;1;12;0;0;3;0;13;0;0;2;0
355030859000102;1;6;0;0;3;0;18;0;0;2;0
355030859000103;1;12;0;0;4;0;6;0;1;3;0
355030859000104;1;6;0;0;2;0;12;0;0;8;0
355030859000105;1;17;1;1;8;0;9;0;0;0;0
355030859000106;1;9;3;0;1;0;10;2;0;3;1
355030859000107;1;5;0;0;1;0;3;0;2;1;0
355030859000108;1;9;0;0;6;0;11;0;0;2;0
355030859000109;1;17;3;0;6;0;15;3;0;4;0
355030859000110;1;15;1;0;9;0;13;1;0;2;0
355030859000111;1;14;0;0;5;0;12;0;1;3;0
355030859000112;1;11;0;0;2;0;12;1;0;2;0
355030859000113;1;11;0;0;2;0;15;0;0;1;0
355030859000114;1;13;1;0;7;0;9;1;0;4;0
355030859000115;1;25;1;0;2;0;16;2;0;1;0
355030859000116;1;9;0;1;1;0;10;0;1;1;0
355030859000117;1;3;0;0;0;0;3;0;0;0;0
355030859000118;1;2;0;0;0;0;12;0;0;2;0
355030859000119;1;6;1;0;1;0;5;0;0;3;0
355030859000120;1;6;0;0;0;0;4;0;0;0;0
355030859000121;1;7;0;0;3;0;7;0;0;2;0
355030859000122;1;9;0;0;2;0;6;4;0;2;0
355030859000123;1;10;0;1;0;0;2;0;0;2;0
355030859000124;1;4;0;0;5;0;8;0;0;3;0
355030859000125;1;17;0;0;0;0;12;1;0;1;0
355030859000126;1;6;1;0;1;0;6;1;0;0;0
355030859000127;1;12;0;0;3;0;8;0;0;1;0
355030859000128;1;14;0;0;5;0;17;2;0;4;0
355030859000129;1;10;1;0;3;0;10;0;0;4;0
355030859000130;1;16;2;0;6;0;19;2;0;1;0
355030859000131;1;20;1;0;6;0;18;1;0;5;0
355030859000132;1;18;0;1;3;0;15;1;1;6;1
355030859000133;1;13;0;0;3;1;9;0;0;11;0
355030859000134;1;7;0;0;2;0;8;0;0;3;0
355030859000135;1;6;0;0;3;0;5;0;1;4;0
355030859000136;1;6;0;0;1;0;10;1;2;2;0
355030859000137;1;7;0;0;2;0;8;0;0;6;0
355030859000138;1;6;1;2;2;0;3;0;0;1;0
355030859000139;1;11;0;1;19;0;24;0;0;10;0
355030859000140;1;13;1;0;3;0;7;1;0;7;0
355030859000141;1;23;2;1;5;0;22;2;1;10;0
355030859000142;1;7;3;0;11;0;14;3;1;15;0
355030859000143;1;11;1;0;6;0;23;1;0;8;0
355030859000144;1;13;2;1;8;0;17;1;0;12;0
355030859000145;1;10;0;0;10;0;8;0;0;5;0
355030859000146;1;5;0;0;1;0;2;1;0;1;0
355030859000147;1;6;0;0;8;0;11;4;0;5;0
355030859000148;1;20;0;1;5;0;19;2;2;8;0
355030859000149;1;23;1;0;6;0;24;0;0;7;0
355030859000150;1;15;2;0;8;0;21;4;0;9;0
355030859000151;1;9;1;0;4;0;12;0;1;0;0
355030859000152;1;14;0;1;6;0;10;0;0;2;0
355030859000153;1;15;0;0;3;0;19;0;0;3;0
355030859000154;1;10;0;1;3;0;12;1;0;7;0
355030859000155;1;13;0;0;3;0;21;0;0;1;0
355030859000156;1;15;1;0;21;0;24;0;0;17;0
355030859000157;1;13;2;0;12;0;16;3;0;10;0
355030859000158;1;6;1;0;12;0;24;2;0;16;0
355030859000159;1;23;0;0;14;0;10;1;0;13;0
355030859000161;1;12;0;0;6;0;16;3;0;12;0
355030859000162;1;9;0;0;10;0;12;0;0;8;0
355030859000163;1;11;1;0;4;0;13;0;0;4;0
355030859000164;1;31;2;0;5;0;46;2;0;6;0
355030859000165;1;16;0;0;2;0;15;0;0;2;0
355030859000166;1;16;0;0;3;0;7;0;0;2;0
355030859000167;1;4;1;0;0;0;8;0;0;0;0
355030859000168;1;13;2;1;3;0;15;2;1;4;0
355030859000169;1;15;0;0;2;0;14;0;1;1;0
355030859000170;1;16;0;0;1;0;6;0;2;1;0
355030859000171;1;5;0;0;0;0;8;1;0;1;0
355030859000172;1;31;0;1;1;0;20;0;2;1;0
355030859000173;1;12;0;0;2;0;5;0;0;1;0
355030859000174;1;13;1;1;2;0;9;0;0;3;0
355030859000175;1;2;0;0;1;0;4;0;0;2;0
355030859000176;1;15;0;0;6;0;9;1;0;4;0
355030859000177;1;16;2;0;4;0;16;3;0;6;0
355030859000178;1;15;2;0;5;0;6;0;2;4;0
355030859000179;1;7;0;0;0;0;7;1;0;1;0
355030859000180;1;19;0;0;3;0;17;0;0;5;0
355030859000181;1;6;1;2;2;0;17;0;0;1;0
355030859000182;1;15;3;1;1;0;14;0;0;3;0
355030859000183;1;15;3;0;2;0;9;1;0;2;0
355030859000184;1;16;2;0;3;0;12;0;0;3;0
355030859000185;1;8;0;0;0;0;8;0;0;1;0
355030859000186;1;8;1;0;0;0;5;3;0;3;0
355030859000187;1;9;0;0;1;0;6;0;0;1;0
355030859000188;1;13;4;0;7;0;15;3;0;4;0
355030859000189;1;10;0;0;1;0;14;0;0;0;0
355030859000190;1;2;0;0;2;0;1;1;0;0;0
355030859000191;1;15;0;0;0;0;8;0;0;0;0
355030859000192;1;9;0;0;3;0;8;0;0;1;0
355030859000193;1;4;0;0;1;0;3;0;0;0;0
355030859000194;1;9;0;2;3;0;9;0;1;3;0
355030859000195;1;6;0;0;1;0;3;0;0;2;0
355030859000196;1;6;0;0;1;0;5;0;0;0;0
355030859000197;1;15;0;0;1;0;10;0;0;1;0
355030859000198;1;9;0;0;0;0;9;0;0;1;0
355030859000200;1;6;0;1;0;0;7;0;1;1;0
355030859000201;1;9;0;0;1;0;8;0;0;0;0
355030859000202;1;7;0;0;0;0;6;0;0;0;0
355030859000203;1;4;0;0;0;0;6;0;0;0;0
355030859000204;1;2;1;0;7;0;6;0;0;7;0
355030859000205;1;17;3;0;8;1;23;4;0;8;0
355030859000206;1;14;1;0;13;0;10;3;0;9;0
355030860000001;1;13;0;0;0;0;15;0;0;0;0
355030860000002;1;12;0;0;1;0;15;1;0;1;0
355030860000003;1;19;0;2;1;0;13;0;1;1;0
355030860000004;1;23;0;0;1;1;12;1;0;0;0
355030860000005;1;32;0;0;0;0;26;0;0;0;0
355030860000006;1;2;1;1;0;0;9;0;2;1;0
355030860000007;1;10;0;0;0;0;6;0;0;0;0
355030860000008;1;4;0;0;1;0;5;0;0;2;0
355030860000009;1;11;0;1;0;0;13;1;0;0;0
355030860000010;1;8;0;0;0;0;8;0;0;0;0
355030860000011;1;27;0;1;0;0;22;0;0;0;0
355030860000012;1;14;0;0;0;0;17;0;0;2;0
355030860000013;1;3;0;0;0;0;4;0;0;0;0
355030860000014;1;12;0;0;1;0;15;0;0;0;0
355030860000015;1;14;0;0;0;0;7;0;0;1;0
355030860000016;1;9;0;0;0;0;4;0;0;0;0
355030860000017;1;5;0;0;0;0;4;0;0;0;0
355030860000018;1;5;0;0;0;0;2;0;0;0;0
355030860000019;1;6;0;0;1;0;5;0;0;1;0
355030860000020;1;11;0;0;0;0;6;0;0;1;0
355030860000021;1;8;0;0;0;0;6;0;0;0;0
355030860000022;1;7;0;0;0;0;10;0;0;0;0
355030860000023;1;8;1;0;2;0;14;0;0;0;0
355030860000024;1;19;0;1;0;0;6;1;1;1;0
355030860000025;1;7;0;0;0;0;7;0;0;0;0
355030860000026;1;16;0;0;1;0;20;0;0;0;0
355030860000027;1;17;1;1;0;0;16;0;0;2;0
355030860000028;1;15;0;2;1;0;20;0;0;1;0
355030860000029;1;9;0;0;0;1;9;0;0;1;0
355030860000030;1;12;0;0;1;0;13;0;0;0;0
355030860000031;1;4;1;1;0;0;4;0;0;0;0
355030860000032;1;6;0;0;0;0;11;0;0;0;0
355030860000033;1;6;0;0;0;0;7;0;0;0;0
355030860000034;1;8;0;0;0;0;6;0;0;0;0
355030860000035;1;6;0;0;0;0;14;0;1;3;0
355030860000036;1;16;3;0;3;0;8;1;0;5;0
355030860000037;1;5;0;0;1;0;7;0;1;0;0
355030860000038;1;1;0;0;1;0;2;1;0;0;0
355030860000039;1;15;1;0;2;0;22;0;0;1;0
355030860000040;1;10;0;1;1;0;12;0;0;0;0
355030860000041;1;19;0;2;1;0;23;0;1;1;0
355030860000042;1;23;1;1;1;0;25;1;4;0;0
355030860000043;1;23;0;1;0;0;20;0;1;0;0
355030860000044;1;17;1;0;0;0;15;0;0;3;0
355030860000045;1;25;0;0;2;0;8;0;0;0;0
355030860000046;1;8;0;0;2;0;13;0;0;0;0
355030860000047;1;6;0;0;1;0;1;0;0;1;0
355030860000048;1;15;0;0;1;0;7;0;0;0;0
355030860000049;1;7;0;1;0;0;4;0;0;0;0
355030860000050;1;7;0;0;0;0;3;0;0;1;0
355030860000051;1;14;0;0;0;0;7;0;0;0;0
355030860000052;1;17;0;0;1;0;13;0;1;3;0
355030860000053;1;14;0;0;0;0;13;0;0;0;0
355030860000054;1;16;3;0;3;0;12;1;0;4;1
355030860000055;1;11;1;1;0;0;10;1;0;2;0
355030860000056;1;10;0;0;0;0;12;0;0;0;0
355030860000057;1;14;0;0;0;0;6;0;0;0;0
355030860000058;1;15;0;2;0;0;10;0;0;1;0
355030860000059;1;7;0;0;0;0;8;0;0;0;0
355030860000060;1;12;1;0;0;0;12;2;0;0;0
355030860000061;1;9;0;1;3;0;9;0;1;2;0
355030860000062;1;4;0;0;0;0;11;0;0;1;0
355030860000063;1;11;0;1;1;0;11;0;0;3;0
355030860000064;1;21;1;1;1;0;25;1;0;1;0
355030860000065;1;9;0;0;1;0;13;0;0;1;0
355030860000066;1;24;2;0;1;0;16;1;0;1;0
355030860000067;1;10;0;0;1;0;15;0;0;1;0
355030860000068;1;18;0;1;0;0;21;1;0;1;0
355030860000069;1;16;0;2;0;0;18;0;2;2;0
355030860000070;1;8;0;0;2;0;10;0;0;1;0
355030860000071;1;8;0;0;1;0;5;0;0;0;0
355030860000072;1;5;0;0;0;0;6;0;0;0;0
355030860000073;1;10;0;0;3;0;11;0;0;2;0
355030860000074;1;4;0;0;0;0;3;1;1;0;0
355030860000075;1;3;0;0;0;0;4;0;0;0;0
355030860000076;1;5;0;0;0;0;8;0;0;1;0
355030860000077;1;8;0;0;1;0;7;0;0;0;0
355030860000078;1;5;1;0;0;0;5;0;0;1;0
355030860000079;1;4;0;0;1;0;7;0;0;0;0
355030860000080;1;7;0;0;0;0;10;0;0;0;0
355030860000081;1;14;1;0;0;0;18;0;0;0;0
355030860000082;1;18;0;0;2;0;11;0;0;2;0
355030860000083;1;16;3;0;2;0;14;0;0;4;0
355030860000084;1;4;1;0;0;0;7;0;0;0;0
355030860000085;1;7;0;0;3;0;10;2;0;1;0
355030860000086;1;1;0;0;0;0;5;0;0;0;0
355030860000087;1;13;1;3;1;1;15;0;0;0;0
355030860000088;1;7;0;0;1;0;6;0;1;4;0
355030860000089;1;10;0;0;0;0;17;0;0;0;0
355030860000090;1;6;0;0;0;0;7;0;0;0;0
355030860000091;1;14;0;0;4;0;9;0;0;0;0
355030860000092;1;9;0;1;0;0;5;0;1;0;0
355030860000093;1;9;0;0;3;0;20;0;0;1;0
355030860000094;1;13;0;0;2;0;11;0;3;0;0
355030860000095;1;6;0;0;3;0;4;0;0;4;0
355030860000096;1;1;0;0;1;0;3;0;0;1;0
355030860000097;1;21;0;0;2;0;19;0;0;1;0
355030860000098;1;11;0;0;2;0;14;1;1;2;0
355030860000099;1;7;0;0;0;0;10;0;0;0;0
355030860000100;1;4;0;0;0;0;6;0;0;0;0
355030860000101;1;13;0;0;1;0;9;0;0;1;0
355030860000102;1;9;0;1;0;0;6;1;1;2;0
355030860000103;1;5;0;1;0;0;4;0;0;1;0
355030860000104;1;6;0;0;0;0;9;0;0;0;0
355030860000105;1;10;0;1;1;0;15;0;1;1;0
355030860000106;1;4;0;0;2;0;7;0;0;2;0
355030860000107;1;2;0;1;1;0;3;0;0;1;0
355030860000108;1;15;3;0;3;0;12;0;0;1;0
355030860000109;1;2;0;0;0;0;3;0;0;0;0
355030860000110;1;10;0;0;0;0;8;0;0;1;0
355030860000111;1;37;1;0;17;0;26;0;0;14;0
355030860000112;1;20;2;0;9;0;18;3;0;10;0
355030860000113;1;16;0;1;6;0;20;0;0;0;0
355030860000114;1;23;0;0;3;0;27;0;0;1;0
355030860000115;1;17;0;0;3;0;20;0;0;1;0
355030860000116;1;27;0;1;2;0;29;0;1;4;0
355030860000117;1;19;0;0;0;0;19;0;0;3;0
355030860000118;1;7;0;0;2;0;6;0;0;1;0
355030860000119;1;16;0;0;0;0;16;0;0;0;0
355030860000120;1;5;0;0;1;0;4;1;0;1;0
355030860000121;1;6;0;0;2;0;5;0;0;1;0
355030860000122;1;12;0;0;0;0;9;0;0;0;0
355030860000123;1;3;0;0;0;0;5;0;0;0;0
355030860000124;1;6;0;0;1;0;10;0;1;0;0
355030860000125;1;9;0;0;1;0;7;0;0;0;0
355030860000126;1;3;1;0;1;0;8;0;0;0;0
355030860000127;1;5;0;0;2;0;8;0;0;0;0
355030860000128;1;1;0;0;0;0;4;0;0;0;0
355030860000129;1;10;0;0;1;0;12;0;0;0;0
355030860000130;1;17;2;0;5;0;14;3;0;3;0
355030860000131;1;14;1;0;3;0;12;0;0;4;0
355030860000132;1;3;0;0;1;0;2;0;0;0;0
355030860000133;1;26;0;0;0;0;16;0;0;2;0
355030860000134;1;9;0;1;0;0;9;0;0;1;0
355030860000135;1;9;0;0;1;0;10;0;0;6;0
355030860000136;1;0;0;0;2;0;3;0;0;1;0
355030860000137;1;9;0;0;1;0;4;0;0;1;0
355030860000138;1;9;0;0;1;0;12;0;0;0;0
355030860000139;1;9;0;0;0;0;5;0;0;1;0
355030860000140;1;16;0;1;1;0;9;0;0;0;0
355030860000141;1;1;0;0;0;0;3;0;0;0;0
355030860000142;1;4;0;0;0;0;8;0;0;0;0
355030860000143;1;4;0;0;1;0;5;0;0;0;0
355030860000144;1;6;0;1;0;0;3;0;0;1;0
355030860000145;1;8;0;0;1;0;1;0;0;0;0
355030860000146;1;4;0;0;0;0;5;0;0;0;0
355030860000147;1;5;0;0;0;0;6;0;1;0;0
355030860000148;1;3;0;0;1;0;8;0;0;0;0
355030860000149;1;8;2;0;0;0;4;0;0;0;0
355030860000150;1;8;0;0;1;0;12;0;0;0;0
355030860000151;1;4;0;0;1;0;6;0;0;0;0
355030860000152;1;3;0;0;1;0;5;0;0;0;0
355030860000153;1;8;1;0;0;0;4;0;0;0;0
355030860000154;1;7;0;0;2;0;7;1;0;1;0
355030860000155;1;2;0;0;1;0;1;1;0;3;0
355030860000156;1;3;0;0;0;0;6;0;0;2;0
355030860000157;1;0;0;0;1;0;1;0;0;0;0
355030860000158;1;19;0;0;3;0;20;0;1;2;0
355030860000159;1;7;0;1;0;0;4;0;1;1;0
355030860000160;1;6;0;0;0;0;6;0;0;0;0
355030860000161;1;29;0;1;1;0;22;0;2;2;0
355030860000162;1;15;0;1;0;0;18;0;0;0;0
355030860000163;1;1;0;0;1;0;4;0;0;0;0
355030860000164;1;9;0;0;0;0;6;0;0;0;0
355030860000165;1;4;0;0;0;0;1;0;0;0;0
355030860000166;1;1;0;1;0;0;1;0;0;0;0
355030860000167;1;7;0;0;0;0;2;0;0;0;0
355030860000168;1;4;0;0;0;0;10;0;0;0;0
355030860000169;1;11;0;0;1;0;6;0;0;0;0
355030860000170;1;18;0;1;1;0;16;0;0;2;0
355030860000171;1;2;0;0;0;0;2;0;0;0;0
355030860000172;1;6;0;0;0;0;7;0;0;0;0
355030860000173;1;11;0;0;0;0;8;0;0;1;0
355030860000174;1;3;0;0;1;0;5;0;0;1;0
355030860000175;1;6;0;0;0;0;9;0;0;0;0
355030860000176;1;8;0;0;4;0;4;0;1;5;0
355030860000177;1;0;0;0;0;0;0;0;0;0;0
355030860000178;1;0;0;0;1;0;4;0;0;0;0
355030860000179;1;5;1;1;0;0;10;0;0;0;0
355030860000180;1;1;0;0;0;0;3;0;0;0;0
355030860000181;1;2;0;0;0;0;1;0;0;0;0
355030860000182;1;3;0;0;0;0;4;0;0;0;0
355030860000183;1;8;0;0;9;0;10;2;0;9;0
355030860000184;1;15;0;0;2;0;17;0;0;1;0
355030860000185;1;3;0;0;0;0;5;0;0;1;0
355030860000186;1;4;0;0;0;0;6;0;0;1;0
355030860000187;1;10;0;0;0;0;9;0;0;0;0
355030860000188;1;13;0;0;0;0;8;0;0;0;0
355030860000189;1;6;0;0;0;0;2;0;0;0;0
355030860000190;1;1;0;0;0;0;1;0;0;0;0
355030860000191;1;7;0;0;0;0;8;0;0;0;0
355030860000192;1;3;0;0;0;0;1;0;0;0;0
355030860000193;1;13;0;0;0;0;10;0;0;0;0
355030860000194;1;9;0;1;0;0;13;0;1;0;0
355030860000195;1;21;0;0;3;0;19;0;1;1;0
355030860000196;1;0;0;0;0;0;0;0;0;0;0
355030860000197;1;7;1;0;0;0;10;0;0;0;0
355030860000198;1;3;0;0;4;0;8;0;0;2;0
355030860000199;1;13;0;1;1;0;8;0;0;0;0
355030860000200;1;19;0;0;0;0;10;0;0;0;0
355030860000201;1;13;0;0;6;0;17;0;0;6;0
355030860000202;1;3;0;0;1;0;2;0;0;0;0
355030860000203;1;8;0;0;0;0;3;0;0;0;0
355030860000204;1;14;0;0;0;0;16;1;1;2;0
355030860000205;1;13;0;0;2;0;14;0;0;0;0
355030860000206;1;5;1;0;1;0;3;0;0;0;0
355030860000207;1;11;0;0;2;0;12;0;0;1;0
355030860000208;1;21;0;0;0;0;14;0;2;1;0
355030860000209;1;20;1;0;4;0;21;2;0;0;0
355030860000210;1;4;0;0;0;0;3;0;0;1;0
355030860000211;1;7;0;0;0;0;2;0;0;0;0
355030860000212;1;5;0;0;2;0;4;1;0;1;0
355030860000213;1;10;0;0;0;0;9;0;0;0;0
355030860000214;1;19;0;0;2;0;13;0;0;1;0
355030860000215;1;7;0;0;0;0;4;0;0;0;0
355030860000216;1;4;1;0;0;0;1;0;0;0;0
355030860000217;1;3;0;0;0;0;3;0;0;0;0
355030860000218;1;7;0;0;1;0;4;0;1;0;0
355030861000001;1;14;1;0;6;0;12;0;0;6;0
355030861000002;1;25;0;0;4;0;25;2;0;6;0
355030861000003;1;8;1;0;1;0;4;1;0;1;0
355030861000004;1;9;0;0;0;0;11;0;0;1;0
355030861000005;1;14;0;0;4;0;19;0;0;5;0
355030861000006;1;18;0;0;9;0;16;0;1;4;0
355030861000007;1;20;4;0;14;0;22;1;1;16;0
355030861000008;1;24;1;0;7;0;18;1;0;9;0
355030861000009;1;13;0;0;2;0;14;2;0;7;0
355030861000010;1;7;0;0;1;0;5;0;0;3;0
355030861000011;1;24;0;0;9;0;15;0;0;10;0
355030861000012;1;7;0;0;9;0;11;0;0;10;0
355030861000013;1;19;2;0;5;0;22;1;0;12;0
355030861000014;1;12;1;0;3;0;16;0;0;1;0
355030861000015;1;16;0;0;12;0;19;1;0;10;0
355030861000016;1;24;4;0;9;0;27;2;0;10;0
355030861000017;1;24;2;0;3;0;18;2;0;8;0
355030861000018;1;17;1;2;7;0;19;1;1;2;0
355030861000019;1;21;2;0;9;0;12;2;0;4;0
355030861000020;1;10;0;0;4;0;13;2;0;6;0
355030861000021;1;7;0;0;0;0;2;0;0;1;0
355030861000022;1;11;1;0;6;0;13;2;0;7;0
355030861000023;1;16;0;0;9;0;15;1;0;6;0
355030861000024;1;27;0;0;4;0;12;0;0;1;0
355030861000025;1;12;3;0;4;0;16;1;0;12;0
355030861000026;1;17;2;0;7;0;18;2;2;10;0
355030861000027;1;27;2;0;14;0;20;1;0;6;0
355030861000028;1;13;1;0;3;0;15;0;0;2;0
355030861000029;1;11;0;0;10;0;9;2;0;6;0
355030861000030;1;15;0;0;4;0;8;0;0;7;0
355030861000031;1;25;0;0;9;0;17;2;0;7;0
355030861000032;1;18;1;0;28;0;19;0;1;22;0
