Cod_setor;Situacao_setor;V001;V002;V003
355030830000280;1;13;0;0
355030830000281;1;339;0;0
355030830000282;1;109;0;0
355030830000283;1;48;0;0
355030830000284;1;83;0;0
355030830000285;1;91;0;0
355030830000286;1;54;0;0
355030830000287;1;139;1;1
355030830000288;1;143;1;0
355030830000289;1;117;0;0
355030830000290;1;214;0;0
355030830000291;1;168;0;0
355030830000292;1;139;0;1
355030830000293;1;292;0;0
355030830000294;1;101;1;0
355030830000295;1;94;0;0
355030830000296;1;92;0;0
355030830000297;1;191;0;0
355030830000298;1;111;0;0
355030830000299;1;97;0;0
355030830000300;1;119;0;0
355030830000301;1;30;0;0
355030830000302;1;150;0;0
355030830000303;1;220;0;1
355030830000304;1;150;0;0
355030830000305;1;221;0;0
355030830000306;1;3;X;X
355030830000307;1;144;0;0
355030830000308;1;306;2;0
355030830000309;1;29;1;0
355030830000310;1;103;0;0
355030830000311;1;404;0;0
355030830000312;1;227;0;0
355030830000313;3;40;0;0
355030830000314;1;210;0;0
355030830000315;1;112;0;0
355030830000316;1;110;1;0
355030830000317;1;268;0;0
355030830000318;1;95;0;0
355030830000319;1;461;1;0
355030830000320;1;70;0;0
355030830000321;1;181;0;0
355030830000322;1;71;0;0
355030830000323;1;165;0;0
355030830000324;2;252;0;0
355030830000325;2;221;0;0
355030830000326;8;32;0;0
355030830000327;3;124;0;0
355030830000329;8;280;0;2
355030830000330;4;151;0;0
355030830000331;4;236;0;0
355030830000332;1;268;0;0
355030830000333;1;127;0;0
355030830000334;1;92;0;0
355030830000335;8;7;0;0
355030830000336;3;25;0;0
355030830000337;1;21;0;0
355030830000338;8;0;X;X
355030830000339;1;133;0;0
355030830000340;1;148;0;0
355030830000341;1;127;0;0
355030830000342;1;150;0;0
355030830000343;1;54;1;0
355030830000344;1;127;0;0
355030830000345;1;182;0;0
355030830000346;1;65;0;0
355030830000347;1;70;0;0
355030830000348;1;107;0;0
355030830000349;1;142;0;0
355030830000350;1;140;0;1
355030830000351;1;47;0;1
355030830000352;1;40;0;0
355030830000353;1;185;0;0
355030830000354;1;77;0;0
355030830000355;1;32;0;0
355030830000356;1;147;0;0
355030830000357;1;66;0;0
355030830000358;1;79;0;0
355030830000359;1;23;0;0
355030830000360;1;90;0;0
355030830000361;1;76;0;0
355030830000362;1;105;0;0
355030830000363;1;113;0;0
355030830000364;1;166;0;0
355030830000365;1;152;1;0
355030830000366;1;65;0;0
355030830000367;1;268;0;0
355030830000368;1;87;0;0
355030830000369;1;123;0;0
355030830000370;1;318;0;3
355030830000371;1;122;0;0
355030830000372;1;136;0;0
355030830000373;1;81;0;0
355030830000374;1;158;0;0
355030830000375;1;18;0;0
355030830000376;1;61;0;0
355030830000377;1;242;0;0
355030830000378;1;87;0;0
355030830000379;1;354;0;0
355030830000380;1;9;0;0
355030830000381;1;80;0;0
355030830000382;1;36;0;0
355030830000383;4;0;X;X
355030830000384;1;95;0;0
355030830000385;1;129;0;0
355030830000386;1;237;0;0
355030830000387;1;133;0;0
355030830000388;1;145;0;1
355030830000389;1;144;0;0
355030830000390;1;196;0;0
355030830000391;1;157;1;0
355030830000392;1;71;0;0
355030830000393;1;350;0;0
355030830000394;8;13;0;0
355030830000395;1;101;0;0
355030830000396;4;63;0;0
355030830000397;1;135;0;0
355030830000398;1;143;0;0
355030830000399;1;64;0;0
355030830000400;1;104;0;0
355030830000401;1;49;0;0
355030830000402;1;116;0;0
355030830000403;1;236;0;0
355030830000404;1;74;0;0
355030830000405;1;46;0;0
355030830000406;1;135;0;0
355030830000407;1;114;0;0
355030830000408;1;61;0;0
355030830000409;1;89;0;0
355030830000410;1;72;0;0
355030830000411;1;130;0;0
355030830000412;1;54;0;0
355030830000413;1;164;0;0
355030830000414;1;75;0;0
355030830000415;1;68;0;0
355030830000416;1;124;0;0
355030830000417;1;91;0;0
355030830000418;1;191;2;0
355030830000419;1;87;0;0
355030830000420;1;125;0;0
355030830000421;1;14;0;0
355030830000422;1;63;0;0
355030830000423;1;107;0;0
355030830000424;4;43;0;0
355030830000425;1;150;0;0
355030830000426;4;108;0;0
355030830000427;8;13;0;0
355030830000430;1;39;2;0
355030830000431;1;88;0;0
355030830000432;1;9;0;0
355030830000434;1;51;0;0
355030830000435;1;25;0;0
355030830000436;1;9;0;0
355030830000437;8;55;0;0
355030830000438;4;102;0;2
355030830000439;1;16;0;0
355030830000441;1;123;0;0
355030830000442;1;208;0;0
355030830000443;1;27;0;0
355030830000445;1;2;X;X
355030830000446;8;14;0;0
355030830000448;8;124;0;0
355030830000450;8;4;0;0
355030830000451;4;665;0;0
355030830000452;4;28;0;0
355030830000453;1;8;0;0
355030830000454;8;49;0;0
355030830000455;4;38;0;0
355030830000456;1;15;0;0
355030830000458;4;2;0;0
355030830000459;8;10;0;0
355030830000460;4;5;0;0
355030830000461;8;3;0;0
355030830000462;4;0;X;X
355030830000463;1;2;X;X
355030830000468;4;32;0;0
355030830000469;2;41;0;0
355030830000471;8;12;0;0
355030830000472;4;30;0;0
355030830000473;8;4;X;X
355030830000477;8;2;X;X
355030830000479;1;85;0;0
355030830000480;1;246;0;0
355030830000481;3;106;0;0
355030830000482;1;109;0;0
355030830000483;3;167;0;0
355030830000484;8;20;0;0
355030830000488;8;35;0;0
355030830000490;1;141;0;0
355030830000491;1;82;0;0
355030830000492;1;17;0;0
355030830000493;8;1;X;X
355030830000494;8;5;0;0
355030830000495;8;4;X;X
355030830000497;8;1;X;X
355030830000499;1;77;0;0
355030830000500;8;0;X;X
355030830000504;8;1;X;X
355030830000505;8;27;0;0
355030830000506;8;4;0;1
355030830000509;8;62;0;0
355030830000513;8;1;X;X
355030830000517;8;25;0;0
355030830000519;8;5;X;X
355030830000520;3;123;0;0
355030830000521;8;0;X;X
355030830000522;8;28;0;0
355030830000523;8;14;0;0
355030830000527;8;1;X;X
355030830000528;8;24;0;0
355030830000529;8;2;0;0
355030830000530;8;3;0;0
355030830000531;8;11;0;0
355030830000532;8;2;0;0
355030830000533;8;31;0;0
355030830000534;8;57;0;0
355030830000537;8;2;0;0
355030830000538;3;21;0;0
355030830000541;8;0;0;0
355030830000542;8;5;0;0
355030830000543;8;0;X;X
355030830000544;8;4;0;0
355030830000545;8;3;X;X
355030830000546;8;1;X;X
355030830000547;8;1;X;X
355030830000548;8;1;X;X
355030830000550;8;0;X;X
355030830000551;8;1;X;X
355030830000554;8;7;0;0
355030830000555;8;5;X;X
355030830000557;8;0;X;X
355030830000558;8;1;X;X
355030830000559;8;8;0;0
355030830000561;8;6;X;X
355030830000562;8;1;X;X
355030830000563;8;2;X;X
355030830000564;8;0;X;X
355030830000565;8;39;0;0
355030830000567;8;102;0;0
355030830000568;3;12;0;0
355030830000569;8;0;X;X
355030830000570;8;2;X;X
355030830000571;8;0;X;X
355030830000572;8;7;0;0
355030830000574;8;2;X;X
355030830000576;8;0;X;X
355030830000578;8;28;0;0
355030830000579;8;14;0;0
355030830000580;8;2;0;0
355030830000581;8;4;0;0
355030830000582;8;2;0;0
355030830000586;2;0;X;X
355030830000587;2;4;0;0
355030830000588;2;2;X;X
355030830000589;8;2;0;0
355030830000590;8;33;0;0
355030830000591;8;10;0;0
355030830000592;8;6;0;0
355030830000594;8;7;0;0
355030830000595;8;21;0;0
355030830000596;8;10;0;0
355030830000599;8;14;0;1
355030830000601;4;10;0;0
355030830000602;1;70;0;0
355030830000603;4;6;0;0
355030830000604;8;0;X;X
355030830000605;8;10;0;0
355030830000607;4;14;0;0
355030830000611;4;35;0;0
355030830000613;1;91;0;0
355030830000614;1;106;0;0
355030830000615;1;11;0;0
355030830000616;1;32;0;0
355030830000617;1;9;0;0
355030830000618;1;18;0;0
355030830000619;1;84;0;0
355030830000620;1;35;0;0
355030830000623;1;8;0;1
355030830000624;1;51;0;0
355030830000636;1;39;0;0
355030830000637;1;67;0;0
355030830000638;1;28;0;0
355030830000639;1;50;0;0
355030830000640;1;31;0;0
355030830000641;1;54;0;0
355030830000642;1;35;0;0
355030830000643;1;47;0;0
355030830000644;1;12;0;0
355030830000645;1;36;0;0
355030830000646;1;46;0;0
355030830000647;1;31;0;0
355030830000648;1;14;0;0
355030830000649;1;33;0;0
355030830000650;1;24;0;0
355030830000651;1;55;0;0
355030830000652;1;33;0;0
355030830000653;1;35;0;0
355030830000654;1;75;0;0
355030830000655;1;33;0;0
355030830000656;1;77;0;0
355030830000657;1;99;0;0
355030830000658;1;49;0;0
355030830000659;1;18;0;0
355030830000660;1;58;0;0
355030830000661;1;75;0;0
355030830000662;1;8;0;0
355030830000663;1;16;0;0
355030830000664;1;57;0;0
355030830000665;1;39;0;0
355030830000666;1;65;0;0
355030830000667;1;51;0;0
355030830000668;1;36;0;0
355030830000669;1;79;0;0
355030830000670;1;28;0;0
355030830000671;1;50;0;0
355030830000672;1;34;0;0
355030830000673;1;36;0;0
355030830000674;1;36;0;0
355030830000675;1;158;0;0
355030830000676;1;57;0;0
355030830000677;1;86;0;0
355030830000678;1;48;0;0
355030830000679;1;32;0;0
355030830000680;1;109;0;0
355030830000681;1;55;0;0
355030830000682;1;79;0;0
355030830000683;1;133;0;0
355030830000684;1;237;0;0
355030830000685;1;17;0;0
355030830000686;1;10;0;0
355030831000001;1;120;0;0
355030831000002;1;53;0;0
355030831000003;1;46;0;0
355030831000004;1;158;0;0
355030831000005;1;93;0;1
355030831000006;1;67;0;0
355030831000007;1;74;0;0
355030831000008;1;76;0;0
355030831000009;1;101;0;0
355030831000010;1;142;0;0
355030831000011;1;318;1;0
355030831000012;1;67;0;3
355030831000013;1;273;0;0
355030831000014;1;173;0;0
355030831000015;1;93;0;0
355030831000016;1;158;0;0
355030831000017;1;112;0;0
355030831000018;1;80;0;0
355030831000019;1;67;0;0
355030831000020;1;83;0;0
355030831000021;1;144;0;0
355030831000022;1;139;0;0
355030831000023;1;93;0;0
355030831000024;1;140;0;0
355030831000025;1;47;0;0
355030831000026;1;81;0;0
355030831000027;1;89;0;0
355030831000028;1;143;0;1
355030831000029;1;60;0;0
355030831000030;1;62;0;0
355030831000031;1;106;0;0
355030831000032;1;127;0;1
355030831000033;1;170;0;0
355030831000034;1;136;0;0
355030831000035;1;26;0;0
355030831000036;1;71;0;0
355030831000037;1;81;0;0
355030831000038;1;87;0;0
355030831000039;1;152;0;0
355030831000040;1;103;0;0
355030831000041;1;53;0;0
355030831000042;1;72;0;0
355030831000043;1;89;0;0
355030831000044;1;212;0;2
355030831000045;1;118;0;0
355030831000046;1;107;0;0
355030831000047;1;108;0;1
355030831000048;1;56;0;0
355030831000049;1;44;0;0
355030831000050;1;155;0;0
355030831000051;1;51;0;0
355030831000052;1;68;0;0
355030831000053;1;117;0;0
355030831000054;1;157;0;1
355030831000055;1;98;0;0
355030831000056;1;104;0;0
355030831000057;1;52;0;0
355030831000058;1;95;0;0
355030831000059;1;130;0;0
355030831000060;1;159;0;0
355030831000061;1;141;0;0
355030831000062;1;149;0;0
355030831000063;1;121;0;0
355030831000064;1;97;0;0
355030831000065;1;67;0;0
355030831000066;1;143;0;0
355030831000067;1;156;0;0
355030831000068;1;98;0;0
355030831000069;1;101;1;0
355030831000070;1;115;0;0
355030831000071;1;209;0;0
355030831000072;1;85;0;0
355030831000073;1;133;1;0
355030831000074;1;104;0;0
355030831000075;1;173;0;0
355030831000076;1;136;0;0
355030831000077;1;108;0;0
355030831000078;1;200;0;3
355030831000079;1;91;0;0
355030831000080;1;191;0;0
355030831000081;1;89;0;0
355030831000082;1;82;0;0
355030831000083;1;103;0;0
355030831000084;1;126;0;0
355030831000085;1;85;0;0
355030831000086;1;20;0;0
355030831000087;1;104;0;0
355030831000088;1;175;0;0
355030831000089;1;162;1;0
355030831000090;1;130;0;0
355030831000091;1;117;1;0
355030831000092;1;94;0;0
355030831000093;1;212;0;0
355030831000094;1;166;0;0
355030831000095;1;98;0;0
355030831000096;1;120;1;0
355030831000097;1;105;0;0
355030831000098;1;96;0;0
355030831000099;1;92;0;1
355030831000100;1;97;0;0
355030831000101;1;106;0;0
355030831000102;1;96;0;0
355030831000103;1;59;0;0
355030831000104;1;43;0;0
355030831000105;1;77;0;0
355030831000106;1;20;0;0
355030831000107;1;202;0;0
355030831000108;1;134;0;0
355030831000109;1;82;0;0
355030831000110;1;127;0;0
355030831000111;1;128;0;0
355030831000112;1;99;0;0
355030831000113;1;91;0;0
355030831000114;1;59;0;0
355030831000115;1;114;0;0
355030831000116;1;166;0;4
355030831000117;1;120;0;0
355030831000118;1;313;0;1
355030831000119;1;152;0;1
355030831000120;1;351;0;0
355030831000121;1;286;1;0
355030831000122;2;14;0;0
355030831000123;8;11;0;0
355030831000124;1;142;0;0
355030831000125;1;66;0;0
355030831000126;1;164;0;0
355030831000127;1;109;0;0
355030831000128;1;73;0;0
355030831000129;1;72;0;0
355030831000130;1;82;1;0
355030831000131;1;108;0;0
355030831000132;1;40;0;0
355030831000133;1;71;0;0
355030831000134;1;48;0;0
355030831000135;1;196;0;0
355030831000136;1;86;0;0
355030831000137;1;75;0;0
355030831000138;1;87;0;0
355030831000139;1;69;0;0
355030831000140;1;85;0;0
355030831000141;1;45;0;0
355030831000142;1;80;0;0
355030831000143;1;65;0;0
355030831000144;1;101;0;0
355030831000145;1;50;0;0
355030831000146;1;75;0;0
355030831000147;1;91;0;0
355030831000148;1;161;0;0
355030831000149;1;76;0;1
355030831000150;1;49;0;0
355030831000151;1;62;0;0
355030831000152;1;88;0;0
355030831000153;1;64;0;0
355030831000154;1;22;0;0
355030831000155;1;69;0;0
355030831000156;1;36;0;0
355030831000157;1;76;0;0
355030831000158;1;53;0;0
355030831000159;1;94;0;0
355030831000160;1;133;0;0
355030831000161;1;155;0;0
355030831000162;2;4;0;0
355030831000163;2;6;0;0
355030831000164;1;243;0;0
355030831000165;1;15;0;0
355030831000166;1;382;0;0
355030831000167;1;81;0;0
355030831000168;1;40;0;0
355030831000169;1;59;0;0
355030831000170;1;73;0;0
355030831000171;1;29;0;0
355030832000001;1;46;0;0
355030832000002;1;52;0;0
355030832000003;1;20;0;0
355030832000004;1;28;0;0
355030832000005;1;65;0;0
355030832000006;1;47;0;0
355030832000007;1;24;0;0
355030832000008;1;34;0;0
355030832000009;1;56;0;0
355030832000010;1;44;0;0
355030832000011;1;25;0;0
355030832000012;1;34;0;0
355030832000013;1;56;0;0
355030832000014;1;41;0;0
355030832000015;1;23;0;0
355030832000016;1;39;0;0
355030832000017;1;38;0;0
355030832000018;1;23;0;0
355030832000019;1;33;0;0
355030832000020;1;63;0;0
355030832000021;1;30;0;0
355030832000022;1;65;0;0
355030832000023;1;27;0;0
355030832000024;1;82;0;0
355030832000025;1;27;0;0
355030832000026;1;71;0;0
355030832000027;1;42;0;0
355030832000028;1;31;0;0
355030832000029;1;32;0;0
355030832000030;1;45;0;0
355030832000031;1;48;0;0
355030832000032;1;39;0;0
355030832000033;1;47;0;0
355030832000034;1;68;0;0
355030832000035;1;68;0;0
355030832000036;1;80;0;0
355030832000037;1;35;0;0
355030832000038;1;16;0;0
355030832000039;1;33;0;0
355030832000040;1;50;0;0
355030832000041;1;29;0;0
355030832000042;1;29;0;1
355030832000043;1;79;0;0
355030832000044;1;126;0;0
355030832000045;1;44;0;0
355030832000046;1;19;0;0
355030832000047;1;11;0;0
355030832000048;1;80;0;0
355030832000049;1;72;0;0
355030832000050;1;28;0;0
355030832000051;1;61;0;0
355030832000052;1;10;0;0
355030832000053;1;16;0;0
355030832000054;1;23;0;0
355030832000055;1;33;0;0
355030832000056;1;14;0;0
355030832000057;1;37;0;0
355030832000058;1;53;0;0
355030832000059;1;55;0;0
355030832000060;1;88;0;0
355030832000061;1;70;0;0
355030832000062;1;82;0;0
355030832000063;1;99;0;0
355030832000064;1;67;1;0
355030832000065;1;25;0;0
355030832000066;1;73;0;0
355030832000067;1;18;0;0
355030832000068;1;32;0;0
355030832000069;1;22;0;0
355030832000070;1;3;0;0
355030832000071;1;28;0;0
355030832000072;1;64;1;0
355030832000073;1;95;0;0
355030832000074;1;14;0;1
355030832000075;1;35;0;0
355030832000076;1;165;0;0
355030832000077;1;14;0;0
355030832000078;1;94;0;0
355030832000079;1;57;0;0
355030832000080;1;72;0;0
355030832000081;1;36;0;0
355030832000082;1;9;0;0
355030832000083;1;31;0;0
355030832000084;1;14;0;0
355030832000085;1;32;0;0
355030832000086;1;33;0;0
355030832000087;1;12;0;0
355030832000088;1;39;0;0
355030832000089;1;9;0;0
355030832000090;1;32;0;0
355030832000091;1;36;0;0
355030832000092;1;96;0;1
355030832000093;1;34;0;0
355030832000094;1;110;0;0
355030832000095;1;131;3;1
355030832000096;1;69;0;0
355030832000097;1;12;0;0
355030832000098;1;24;1;0
355030832000099;1;52;0;0
355030832000100;1;44;0;0
355030832000101;1;51;0;0
355030832000102;1;34;0;0
355030832000103;1;48;0;0
355030832000104;1;51;0;0
355030832000105;1;48;0;0
355030832000106;1;37;0;0
355030832000107;1;38;0;0
355030832000108;1;56;0;0
355030832000109;1;64;0;0
355030832000110;1;58;0;0
355030832000111;1;50;0;0
355030832000112;1;43;0;0
355030832000113;1;12;0;0
355030832000114;1;35;0;0
355030832000115;1;25;0;0
355030832000116;1;24;0;0
355030832000117;1;15;0;0
355030832000118;1;45;0;0
355030832000119;1;29;0;0
355030832000120;1;24;0;0
355030832000121;1;20;0;0
355030832000122;1;18;0;0
355030832000123;1;43;0;0
355030832000124;1;68;0;0
355030832000125;1;38;0;0
355030832000126;1;46;0;0
355030832000127;1;48;0;0
355030832000128;1;63;0;0
355030832000129;1;18;0;0
355030832000130;1;43;0;0
355030832000131;1;54;0;0
355030832000132;1;79;0;0
355030832000133;1;83;0;0
355030832000134;1;89;0;0
355030832000135;1;49;0;0
355030832000136;1;26;0;0
355030832000137;1;34;0;0
355030832000138;1;36;2;0
355030832000139;1;44;0;0
355030832000140;1;84;2;0
355030832000141;1;42;0;0
355030832000142;1;22;0;0
355030832000143;1;42;0;0
355030832000144;1;11;0;0
355030832000145;1;164;0;0
355030832000146;1;7;0;0
355030832000147;1;18;0;0
355030832000148;1;20;0;0
355030832000149;1;47;0;0
355030832000150;1;26;0;0
355030832000151;1;18;0;0
355030832000152;1;13;0;0
355030832000153;1;8;0;0
355030832000154;1;5;0;0
355030832000155;1;25;0;0
355030832000156;1;23;0;0
355030832000157;1;63;0;0
355030832000158;1;4;0;0
355030832000159;1;25;0;0
355030832000160;1;54;0;0
355030832000161;1;36;0;0
355030832000162;1;35;0;0
355030832000163;1;36;0;0
355030832000164;1;72;0;0
355030832000166;1;23;0;0
355030832000167;1;24;0;0
355030832000168;1;8;0;0
355030832000169;1;77;0;0
355030832000170;1;57;0;0
355030832000171;1;77;0;0
355030832000172;1;17;0;0
355030832000173;1;5;0;0
355030832000174;1;23;1;0
355030832000175;1;97;0;0
355030832000176;1;17;0;0
355030832000177;1;7;1;0
355030833000001;1;144;0;0
355030833000002;1;105;1;0
355030833000003;1;155;1;0
355030833000004;1;160;0;0
355030833000005;1;82;0;0
355030833000006;1;92;0;0
355030833000007;1;56;0;0
355030833000008;1;125;0;0
355030833000009;1;70;0;0
355030833000010;1;139;0;0
355030833000011;1;35;0;0
355030833000012;1;162;0;0
355030833000013;1;134;0;0
355030833000014;1;91;0;0
355030833000015;1;130;0;0
355030833000016;1;75;0;0
355030833000017;1;98;0;0
355030833000018;1;141;0;0
355030833000019;1;105;0;0
355030833000020;1;71;0;0
355030833000021;1;135;0;0
355030833000022;1;178;0;0
355030833000023;1;132;0;0
355030833000024;1;152;0;0
355030833000025;1;133;0;1
355030833000026;1;34;0;0
355030833000027;1;59;0;0
355030833000028;1;98;0;0
355030833000029;1;76;0;0
355030833000030;1;69;0;0
355030833000031;1;64;0;0
355030833000032;1;158;0;0
355030833000033;1;81;0;0
355030833000034;1;201;0;0
355030833000035;1;208;0;0
355030833000036;1;73;0;0
355030833000037;1;107;0;0
355030833000038;1;134;0;0
355030833000039;1;95;0;0
355030833000040;1;160;0;1
355030833000041;1;126;0;0
355030833000042;1;126;0;0
355030833000043;1;102;0;0
355030833000044;1;70;0;0
355030833000045;1;104;0;1
355030833000046;1;84;0;0
355030833000047;1;100;0;0
355030833000048;1;159;0;0
355030833000049;1;90;0;0
355030833000050;1;102;0;0
355030833000051;1;122;0;0
355030833000052;1;108;0;0
355030833000053;1;163;0;0
355030833000054;1;87;0;0
355030833000055;1;70;0;0
355030833000056;1;108;0;0
355030833000057;1;99;0;0
355030833000058;1;115;0;0
355030833000059;1;66;0;0
355030833000060;1;100;0;0
355030833000061;1;217;0;1
355030833000062;1;105;0;0
355030833000063;1;128;0;0
355030833000064;1;75;0;0
355030833000065;1;132;0;0
355030833000066;1;141;0;0
355030833000067;1;182;0;0
355030833000068;1;124;0;0
355030833000069;1;205;0;0
355030833000070;1;109;0;0
355030833000071;1;102;0;0
355030833000072;1;147;0;0
355030833000073;1;182;0;0
355030833000074;1;164;0;0
355030833000075;1;96;0;0
355030833000076;1;162;0;0
355030833000077;1;154;0;0
355030833000078;1;180;0;0
355030833000079;1;124;0;0
355030833000080;1;151;1;1
355030833000081;1;145;1;0
355030833000082;1;143;0;0
355030833000083;1;124;0;0
355030833000084;1;117;0;0
355030833000085;1;118;0;0
355030833000086;1;127;0;0
355030833000087;1;123;0;0
355030833000088;1;116;0;0
355030833000089;1;91;0;0
355030833000090;1;108;0;0
355030833000091;1;186;0;0
355030833000092;1;156;1;0
355030833000093;1;118;0;0
355030833000094;1;94;0;0
355030833000095;1;177;0;0
355030833000096;1;157;0;0
355030833000097;1;155;0;0
355030833000098;1;96;0;0
355030833000099;1;105;0;0
355030833000100;4;70;0;0
355030833000101;1;219;0;0
355030833000102;1;142;0;0
355030833000103;1;116;1;0
355030833000104;1;219;0;0
355030833000105;1;48;0;0
355030833000106;1;202;0;0
355030833000107;4;12;0;0
355030833000108;4;69;0;0
355030833000109;1;12;0;0
355030833000110;1;37;0;0
355030833000111;1;337;0;0
355030833000112;1;92;0;0
355030833000113;1;33;0;0
355030833000114;1;311;0;0
355030833000115;1;102;0;0
355030833000116;1;174;0;0
355030833000117;1;247;0;0
355030833000118;1;110;0;0
355030833000119;1;151;0;0
355030833000120;1;206;0;0
355030833000121;1;218;0;0
355030833000122;1;458;0;0
355030833000123;1;127;0;0
355030833000124;8;22;0;0
355030833000125;1;203;0;0
355030833000126;1;141;0;0
355030833000127;1;93;0;0
355030833000128;1;170;0;0
355030833000129;8;11;0;2
355030833000130;1;79;0;0
355030833000131;1;52;0;0
355030833000132;1;90;0;0
355030833000133;1;125;0;0
355030833000134;1;116;0;1
355030833000135;1;124;0;0
355030833000136;1;110;0;0
355030833000137;1;188;0;3
355030833000138;1;230;1;0
355030833000139;1;227;0;0
355030833000140;1;153;0;0
355030833000141;1;96;0;0
355030833000142;1;86;0;0
355030833000143;1;116;0;0
355030833000144;1;133;0;0
355030833000145;1;122;0;0
355030833000146;1;110;0;0
355030833000147;1;161;0;0
355030833000148;1;203;1;0
355030833000149;1;329;1;1
355030833000150;1;194;0;0
355030833000151;1;202;0;0
355030833000152;1;187;1;0
355030833000153;1;149;0;0
355030833000154;1;129;0;0
355030833000156;1;76;0;0
355030833000157;2;13;0;0
355030833000158;1;28;0;0
355030833000159;4;62;0;0
355030833000164;1;3;0;0
355030833000165;8;74;0;0
355030833000166;1;3;0;0
355030833000169;8;42;0;0
355030833000172;1;140;0;0
355030833000173;8;151;1;0
355030833000175;8;1;0;0
355030833000176;8;119;0;1
355030833000177;8;281;0;0
355030833000182;1;57;0;0
355030833000183;1;34;0;0
355030833000184;1;107;0;0
355030833000185;1;166;0;0
355030833000187;4;56;0;0
355030833000189;1;68;0;0
355030833000191;8;33;0;0
355030833000192;1;132;0;0
355030833000196;8;40;0;0
355030833000200;4;56;0;0
355030833000201;8;19;0;0
355030833000203;1;167;0;0
355030833000204;1;296;0;0
355030833000205;1;325;0;0
355030833000206;1;231;0;0
355030833000207;1;227;0;0
355030833000208;1;182;0;0
355030833000209;1;109;0;0
355030833000210;1;33;0;0
355030833000213;1;49;0;0
355030833000214;1;34;0;0
355030833000215;1;40;0;0
355030833000216;1;5;0;0
355030833000217;1;54;0;0
355030833000218;1;43;0;0
355030834000001;1;46;0;0
355030834000002;1;84;0;0
355030834000003;1;20;0;0
355030834000004;1;30;0;0
355030834000005;1;35;0;0
355030834000006;1;41;0;0
355030834000007;1;18;0;0
355030834000008;1;41;0;0
355030834000009;1;60;0;0
355030834000010;1;39;0;0
355030834000011;1;94;0;0
355030834000012;1;47;0;0
355030834000013;1;25;0;0
355030834000014;1;80;0;0
355030834000015;1;57;0;0
355030834000016;1;70;0;0
355030834000017;1;36;0;0
355030834000018;1;67;0;0
355030834000019;1;105;0;0
355030834000021;1;54;0;0
355030834000022;1;48;0;1
355030834000023;1;83;0;0
355030834000024;1;52;0;0
355030834000025;1;5;0;0
355030834000026;1;61;0;0
355030834000027;1;23;0;0
355030834000028;1;36;0;0
355030834000029;1;52;1;0
355030834000030;1;57;0;0
355030834000031;1;41;0;0
355030834000032;1;65;0;0
355030834000033;1;96;0;0
355030834000034;1;23;0;0
355030834000035;1;58;0;0
355030834000036;1;91;0;0
355030834000037;1;76;0;0
355030834000038;1;87;0;0
355030834000039;1;0;X;X
355030834000040;1;98;0;0
355030834000041;1;62;0;0
355030834000042;1;57;0;0
355030834000043;1;56;0;0
355030834000044;1;56;0;0
355030834000045;1;44;0;0
355030834000046;1;120;0;1
355030834000047;1;50;0;0
355030834000048;1;97;0;0
355030834000049;1;73;1;0
355030834000050;1;52;0;0
355030834000051;1;51;1;0
355030834000052;1;77;0;0
355030834000053;1;14;0;0
355030834000054;1;53;0;0
355030834000055;1;63;0;0
355030834000056;1;59;0;0
355030834000057;1;34;0;0
355030834000058;1;121;1;2
355030834000059;1;79;0;0
355030834000060;1;36;0;0
355030834000061;1;39;0;0
355030834000062;1;77;0;0
355030834000063;1;49;0;0
355030834000064;1;68;0;0
355030834000065;1;89;0;0
355030834000066;1;112;0;0
355030834000067;1;53;0;0
355030834000068;1;51;0;0
355030834000069;1;48;0;0
355030834000070;1;102;0;0
355030834000071;1;93;0;1
355030834000072;1;37;0;0
355030834000073;1;104;0;1
355030834000074;1;71;0;0
355030834000075;1;105;0;0
355030834000076;1;29;0;0
355030834000077;1;92;0;0
355030834000078;1;61;0;0
355030834000079;1;49;0;0
355030834000080;1;73;0;0
355030834000081;1;73;0;0
355030834000082;1;56;0;2
355030834000083;1;52;0;0
355030834000084;1;57;0;0
355030834000085;1;33;0;0
355030834000086;1;31;0;0
355030834000087;1;67;0;0
355030834000088;1;32;0;0
355030834000089;1;78;0;0
355030834000090;1;85;0;0
355030834000091;1;60;0;1
355030834000092;1;72;0;0
355030834000093;1;76;0;0
355030834000094;1;48;0;0
355030834000095;1;138;0;0
355030834000096;1;69;0;0
355030834000097;1;49;0;0
355030834000098;1;47;0;0
355030834000099;1;60;0;0
355030834000100;1;76;0;0
355030834000101;1;54;1;0
355030834000102;1;24;1;0
355030834000103;1;52;0;0
355030834000104;1;58;0;0
355030834000105;1;42;0;0
355030834000106;1;116;0;0
355030834000107;1;48;0;0
355030834000108;1;72;1;1
355030834000109;1;26;0;1
355030834000110;1;105;0;1
355030834000111;1;88;0;0
355030834000112;1;87;0;0
355030834000113;1;92;0;0
355030834000114;1;197;0;0
355030834000115;1;323;0;0
355030834000116;1;186;0;0
355030834000117;1;195;0;1
355030834000118;1;157;0;0
355030834000119;1;99;0;0
355030834000121;1;299;0;0
355030834000122;1;199;0;0
355030834000123;1;132;0;0
355030834000124;1;357;0;0
355030834000125;1;104;0;0
355030834000126;1;115;0;0
355030834000127;1;69;0;0
355030834000128;1;79;1;0
355030834000129;1;76;0;0
355030834000130;1;70;0;0
355030834000131;1;67;0;0
