Cod_setor,Situacao_setor,V022,5a15salarios,15oumais
355030829000026,1,191910,57400,73000
355030829000027,1,66080,10000,0
355030829000028,1,422170,153900,36001
355030829000029,1,656604,306920,45000
355030829000030,1,489502,194600,40500
355030829000031,1,352542,99400,10000
355030829000032,1,162525,47500,0
355030829000033,1,460351,235551,79000
355030829000034,1,288062,116460,61000
355030829000035,1,457506,197200,87000
355030829000036,1,339852,108400,12000
355030829000037,1,321876,103200,8000
355030829000038,1,98228,4000,0
355030829000039,1,314746,46400,31000
355030829000040,1,162771,39100,0
355030829000041,1,254810,57600,37000
355030829000042,1,345482,126200,32700
355030829000043,1,404760,152900,169500
355030829000044,1,422887,225100,94601
355030829000045,1,215316,58301,40000
355030829000046,1,556484,263605,98000
355030829000047,1,263289,116038,26500
355030829000048,1,1168685,632700,332000
355030829000049,1,1096366,447750,573800
355030829000050,1,644276,238250,173000
355030829000051,1,682825,336769,69000
355030829000052,1,895298,451800,140000
355030829000053,1,559777,343800,100650
355030829000054,1,408676,115348,103000
355030829000055,1,231340,65470,17000
355030829000056,1,176624,30850,16000
355030829000057,1,561785,306275,42000
355030829000058,1,202863,45000,33800
355030829000059,1,137277,16500,0
355030829000060,1,706317,101600,429000
355030829000061,1,365668,129200,18000
355030829000062,1,113450,15900,0
355030829000063,1,438996,223704,69000
355030829000064,1,130280,15200,8000
355030829000065,1,309210,138300,37500
355030829000066,1,487620,270400,0
355030829000067,1,186671,41400,59500
355030829000068,1,162380,46200,29000
355030829000069,1,339888,177102,10000
355030829000070,1,363703,98310,35240
355030829000071,1,361963,120780,0
355030829000072,1,280559,19300,8000
355030829000073,1,394037,76400,0
355030829000074,1,90355,2600,0
355030829000075,1,89480,3000,0
355030829000076,1,376539,99200,78000
355030829000077,1,310202,106600,63000
355030829000078,1,248345,111200,28000
355030829000079,1,822239,345975,199800
355030829000080,1,472090,208700,51500
355030829000081,1,178954,47652,34000
355030829000082,1,970759,501500,106000
355030829000083,1,780890,427610,183000
355030829000084,1,743270,383400,256400
355030829000085,1,1320340,699950,361000
355030829000086,1,293512,99231,18000
355030829000087,1,78190,6000,0
355030829000088,1,300105,91000,18000
355030829000089,1,289541,123200,17800
355030829000090,1,282970,96900,23000
355030829000091,1,167630,40200,0
355030829000092,1,209118,53100,9500
355030829000093,1,265425,76350,38000
355030829000094,1,529686,205915,27000
355030829000095,1,222849,52850,10000
355030829000096,1,268455,86400,8500
355030829000097,1,129953,22100,0
355030829000098,1,113910,21900,0
355030829000099,1,257233,40300,8000
355030829000100,1,162841,19000,0
355030829000101,1,132935,23900,10000
355030829000102,1,257212,44800,0
355030829000103,1,590735,346630,36710
355030829000104,1,273032,83800,0
355030829000105,1,277641,64930,0
355030829000106,1,115226,13050,15000
355030829000107,1,238465,101100,18000
355030829000108,1,419263,107100,51000
355030829000109,1,233679,65500,0
355030829000110,1,325305,70900,28000
355030829000111,1,201164,50100,8000
355030829000112,1,286175,34000,0
355030829000113,1,228954,60670,24000
355030829000114,1,282229,65900,63000
355030829000115,1,649830,218000,100000
355030829000116,1,291452,73000,17000
355030829000117,1,285130,65500,8000
355030829000118,1,264108,96800,0
355030829000119,1,332397,114700,17000
355030829000120,1,243010,34000,0
355030829000121,1,181371,4000,0
355030829000122,1,421398,181510,0
355030829000123,1,224077,79450,54850
355030829000124,1,78340,16000,0
355030829000125,1,168690,17600,21000
355030829000126,1,139470,23700,0
355030829000127,1,248268,64251,8000
355030829000128,1,168059,23000,35000
355030829000129,1,233059,18652,0
355030829000130,1,305124,42300,0
355030829000131,1,243962,17800,0
355030829000132,1,170895,29500,0
355030829000133,1,198570,73000,16000
355030829000134,1,316992,78300,35000
355030829000135,1,254250,46900,10000
355030829000136,1,254320,75400,0
355030829000137,1,430382,167492,28000
355030829000138,1,292406,130351,8000
355030829000139,1,375497,119800,34000
355030829000140,1,291757,74970,0
355030829000141,1,177465,63850,0
355030829000142,1,229635,44000,8000
355030829000143,1,276736,97800,29000
355030829000144,1,365163,99150,18000
355030829000145,1,178211,16700,35000
355030829000146,1,447913,72551,39000
355030829000147,1,260288,39800,20000
355030829000148,1,304201,83000,25000
355030829000149,1,236445,52900,0
355030829000150,1,101390,0,0
355030829000151,1,255494,42680,0
355030829000152,1,153579,38100,10000
355030829000153,1,178890,55195,0
355030829000154,1,82984,22190,0
355030829000155,1,390475,115050,36000
355030829000156,1,300329,113430,27000
355030829000157,1,157844,38100,8000
355030829000158,1,119050,24500,0
355030829000159,1,152168,25100,0
355030829000160,1,132087,30730,8000
355030829000161,1,145282,34200,0
355030829000162,1,185222,5000,0
355030829000163,1,836729,293629,46652
355030829000164,1,160556,46200,18000
355030829000165,1,348114,185950,61000
355030829000166,1,650900,350660,25500
355030829000167,1,142596,22100,0
355030829000168,1,192281,48400,0
355030829000169,1,191164,49160,20000
355030829000170,1,502120,342000,17500
355030829000171,1,168230,22400,0
355030829000172,1,154150,0,0
355030829000173,1,327260,162400,140800
355030829000174,1,476011,230101,150600
355030829000175,1,141839,22000,26000
355030829000176,1,304810,118000,56000
355030829000177,1,329278,174418,73000
355030829000178,1,194857,66800,47000
355030829000179,1,252395,76100,30000
355030829000180,1,199760,75200,20000
355030829000181,1,294370,204600,27000
355030829000182,1,237507,70900,54000
355030829000183,1,226912,94600,19000
355030829000184,1,853959,376179,393453
355030829000185,1,582825,330100,59700
355030829000186,1,761803,444150,235950
355030829000187,1,182407,46500,32000
355030829000188,1,169595,29700,0
355030829000189,1,880765,559660,54000
355030829000190,1,152460,42500,0
355030829000191,1,76012,33000,0
355030829000192,1,220050,68700,16000
355030829000193,1,171680,46500,26000
355030829000194,1,213662,82400,39500
355030829000195,1,521211,225833,61201
355030829000196,1,240120,59680,40000
355030829000197,1,193604,80800,15000
355030829000198,1,183347,57900,0
355030829000199,1,185874,50299,0
355030829000200,1,192879,80300,0
355030829000201,1,704764,419250,206900
355030829000202,1,127618,22100,9000
355030829000203,1,186031,9000,0
355030829000204,1,219621,99050,18000
355030829000205,1,164228,39200,0
355030829000206,1,288738,97600,43500
355030829000207,1,218090,16800,0
355030829000208,1,140220,68700,8000
355030829000209,1,172231,22700,18200
355030829000210,1,55209,9000,0
355030829000211,1,93962,7500,8000
355030829000212,1,142957,53300,8000
355030829000213,1,186343,73160,8000
355030829000214,1,71640,11100,0
355030829000215,1,198377,36800,8960
355030829000216,1,230746,53300,0
355030829000217,1,613782,285010,45800
355030829000218,1,222888,122400,9000
355030829000219,1,345859,98600,37000
355030829000220,1,66245,14600,0
355030829000221,1,7210,3000,0
355030829000222,1,725599,481420,169400
355030829000226,1,198945,88800,27500
355030829000227,1,508060,236500,148000
355030829000228,1,270513,194110,8000
355030829000230,1,44110,36200,0
355030829000233,8,9450,5000,0
355030829000234,1,12088,0,0
355030830000001,1,199128,16000,0
355030830000002,1,220045,12000,0
355030830000003,1,213520,35300,0
355030830000004,1,146469,22600,0
355030830000005,1,26220,7000,0
355030830000006,1,84871,3500,0
355030830000007,1,141950,11100,0
355030830000008,1,264522,13000,0
355030830000009,1,97976,5000,0
355030830000010,1,180173,9655,0
355030830000011,1,208651,14800,0
355030830000012,1,123205,3000,0
355030830000013,1,175590,46130,0
355030830000014,1,473726,84900,0
355030830000015,1,36529,0,0
355030830000016,1,167620,24800,0
355030830000017,1,175415,23500,0
355030830000018,1,115680,22900,0
355030830000019,1,220716,47150,0
355030830000020,1,386057,56600,0
355030830000021,1,249739,47466,0
355030830000022,1,268558,46300,0
355030830000023,1,89416,3000,0
355030830000024,1,155769,0,0
355030830000025,1,206317,5861,0
355030830000026,1,24800,3000,0
355030830000027,1,79604,6000,0
355030830000028,1,96528,2680,0
355030830000029,1,367063,65500,15000
355030830000030,1,322014,35340,0
355030830000031,1,176027,16600,0
355030830000032,1,113540,6000,0
355030830000033,2,58050,0,0
355030830000034,1,160519,15500,0
355030830000035,1,97332,3252,0
355030830000036,1,222800,24900,0
355030830000037,1,232999,9500,9000
355030830000038,1,136138,18100,0
355030830000039,1,209992,32400,7800
355030830000040,1,116488,6800,8000
355030830000041,1,111323,6880,0
355030830000042,1,361425,29600,0
355030830000043,1,48381,3000,11000
355030830000044,1,215122,11500,0
355030830000045,1,322092,49501,0
355030830000046,1,163058,18550,0
355030830000047,1,248685,13900,40000
355030830000048,1,160162,28500,0
355030830000049,1,339087,50900,0
355030830000050,1,114328,18000,0
355030830000051,1,152683,29500,0
355030830000052,1,159922,13900,0
355030830000053,1,64940,6000,0
355030830000054,1,35670,0,0
355030830000055,1,121173,0,0
355030830000056,1,117809,3000,0
355030830000057,1,161946,9800,0
355030830000058,1,354359,48700,0
355030830000059,1,125829,17810,0
355030830000060,1,175610,24300,0
355030830000061,1,180494,9500,0
355030830000062,1,117247,3000,0
355030830000063,1,215297,36300,12000
355030830000064,1,263848,51000,0
355030830000065,1,187227,29000,0
355030830000066,1,137665,10500,0
355030830000067,1,68300,0,0
355030830000068,1,392698,58270,8000
355030830000069,1,234633,46800,19000
355030830000070,1,417937,79600,0
355030830000071,1,372012,10200,240000
355030830000072,1,88909,5100,0
355030830000073,1,352371,5800,0
355030830000074,2,613418,35170,0
355030830000075,1,101541,3000,0
355030830000076,1,184301,6000,0
355030830000077,1,190585,19700,0
355030830000078,1,303673,51300,0
355030830000079,1,91047,16200,0
355030830000080,1,32652,9000,0
355030830000081,1,165142,3000,0
355030830000082,1,179040,13800,0
355030830000083,1,150895,14500,0
355030830000084,1,284205,38700,16000
355030830000085,1,316342,46000,0
355030830000086,1,57740,0,0
355030830000087,1,183127,26360,0
355030830000088,1,327619,18700,8000
355030830000089,1,205907,2600,0
355030830000090,1,267211,7600,0
355030830000091,1,212326,10600,0
355030830000092,1,110722,17000,25000
355030830000093,1,186455,28000,0
355030830000094,1,89115,2700,0
355030830000095,1,108470,10000,0
355030830000096,1,88022,8000,0
355030830000097,1,230508,39000,10000
355030830000098,1,379489,49000,0
355030830000099,1,171032,12700,0
355030830000100,1,138036,19400,8000
355030830000101,1,117832,21000,10000
355030830000102,1,205775,21700,0
355030830000103,1,69923,3000,0
355030830000104,1,134405,6500,0
355030830000105,1,253147,8600,0
355030830000106,1,220906,18000,0
355030830000107,1,446077,17800,240000
355030830000108,1,255888,21800,0
355030830000109,1,343219,31200,0
355030830000110,1,130691,8000,0
355030830000111,1,106673,2551,0
355030830000112,1,187733,26300,0
355030830000113,1,199734,32625,8000
355030830000114,1,312106,59000,10000
355030830000115,1,267559,32500,0
355030830000116,1,252601,12200,0
355030830000117,1,280208,30700,22000
355030830000118,1,161530,8800,10000
355030830000119,1,283239,10600,9000
355030830000120,1,134890,21900,0
355030830000121,1,179962,7900,35000
355030830000122,1,182682,15300,0
355030830000123,1,208205,7000,10000
355030830000124,1,128683,10250,0
355030830000125,1,51881,0,0
355030830000126,1,175886,4000,0
355030830000127,1,265732,8300,0
355030830000128,1,107898,3000,0
355030830000129,1,151140,9800,0
355030830000130,1,155776,39500,0
355030830000131,1,154425,6500,0
355030830000132,1,206511,18000,0
355030830000133,1,129894,29200,0
355030830000134,1,247913,58360,13000
355030830000135,1,197039,13600,0
355030830000136,1,147767,11000,0
355030830000137,1,33100,9000,0
355030830000138,1,259312,28600,0
355030830000139,1,22860,0,0
355030830000140,1,132106,27700,0
355030830000141,1,317029,36827,0
355030830000142,1,259187,17800,0
355030830000143,1,128380,3000,0
355030830000144,1,383266,28600,0
355030830000145,1,197554,7000,0
355030830000146,1,186437,0,0
355030830000147,1,194398,13000,10000
355030830000148,1,210528,16800,0
355030830000149,1,239910,21100,0
355030830000150,1,190582,28600,0
355030830000151,1,173039,15729,0
355030830000152,1,266955,29600,0
355030830000153,1,168025,9000,0
355030830000154,1,486878,187500,10000
355030830000155,1,571041,223100,48500
355030830000156,1,500839,163830,29550
355030830000157,1,612666,314000,52000
355030830000158,1,577708,226600,16000
355030830000159,1,719397,342155,92000
355030830000160,1,5200,0,0
355030830000161,1,42822,0,0
355030830000162,1,94594,2700,0
355030830000163,1,188790,18100,0
355030830000164,1,53185,4500,0
355030830000165,1,81800,3500,0
355030830000166,1,134121,5640,0
355030830000167,1,129642,5800,0
355030830000168,1,139045,12000,0
355030830000169,1,149294,4000,0
355030830000170,1,190085,31887,30000
355030830000171,1,197680,27700,8000
355030830000172,1,261658,44700,0
355030830000173,1,126352,10300,0
355030830000174,1,315241,47350,0
355030830000175,1,190947,12300,0
355030830000176,1,181702,11000,0
355030830000177,1,83435,6500,0
355030830000178,1,147545,12800,0
355030830000179,1,270495,23956,0
355030830000180,1,133920,10000,0
355030830000181,1,127915,6800,0
355030830000182,1,220250,16250,0
355030830000183,1,78792,2600,0
355030830000184,1,189648,11000,0
355030830000185,1,42392,0,0
355030830000186,1,174630,21050,0
355030830000187,1,317034,53100,0
355030830000188,1,234436,31200,0
355030830000189,1,91811,15300,0
355030830000190,1,151814,28200,0
355030830000191,1,271747,41300,0
355030830000192,1,219576,34500,0
355030830000193,1,333512,16070,0
355030830000194,1,222895,8900,0
355030830000195,1,354161,28000,0
355030830000196,1,151361,0,0
355030830000197,1,194700,9500,9500
355030830000198,1,289289,20000,0
355030830000199,1,232062,6000,0
355030830000200,1,236174,11000,10000
355030830000201,1,184652,8600,12000
355030830000202,1,110170,0,0
355030830000203,1,217068,0,29000
355030830000204,1,176515,5800,0
355030830000205,1,254797,21700,0
355030830000206,1,231687,15200,0
355030830000207,1,70130,19200,0
355030830000208,1,146135,8000,0
355030830000209,1,88213,0,0
355030830000210,1,178442,9100,0
355030830000211,1,187051,8100,0
355030830000212,1,179181,4000,0
355030830000213,1,180557,11500,0
355030830000214,1,212080,14800,0
355030830000215,1,152054,16100,9000
355030830000216,1,188869,18000,0
355030830000217,1,145343,7000,0
355030830000218,1,20710,0,0
355030830000219,1,174101,18500,0
355030830000220,1,114100,23700,0
355030830000221,1,145728,0,0
355030830000222,1,174920,14400,0
355030830000223,1,80550,2600,0
355030830000224,1,40480,0,0
355030830000225,1,150063,2800,0
355030830000226,1,159270,16500,0
355030830000227,1,22490,0,0
355030830000228,1,237736,29300,0
355030830000229,1,153448,7500,0
355030830000230,1,219225,43700,15000
355030830000231,1,397380,91848,0
355030830000232,1,297333,54650,20000
355030830000233,1,194549,25700,0
355030830000234,1,77308,2600,0
355030830000235,1,155899,21000,17000
355030830000236,1,262724,39600,0
355030830000237,1,221031,8800,0
355030830000238,1,283059,29800,0
355030830000239,1,176208,19600,0
355030830000240,1,234686,21300,0
355030830000241,1,196034,18000,10000
355030830000242,1,316282,5900,0
355030830000243,1,307809,22700,0
355030830000244,1,328541,11100,7800
355030830000245,1,191744,40400,9000
355030830000246,1,327561,64100,0
355030830000247,1,497499,45800,50000
355030830000248,1,185094,11950,0
355030830000249,1,171610,28900,0
355030830000250,1,170798,17600,0
355030830000251,1,86971,0,0
355030830000252,1,42090,0,0
355030830000253,1,119363,8000,0
355030830000254,1,276924,27500,8000
355030830000255,1,182389,27900,0
355030830000256,1,139808,5880,0
355030830000257,1,83740,5800,0
355030830000258,1,45495,3000,0
355030830000259,1,130365,7500,0
355030830000260,1,211828,37000,0
355030830000261,1,197794,62900,0
355030830000262,1,229332,26880,0
355030830000263,1,150773,12000,0
355030830000264,1,237290,40800,10000
355030830000265,1,59768,7500,0
355030830000266,1,115534,4000,0
355030830000267,1,172376,33200,0
355030830000268,1,346537,12900,0
355030830000269,1,190833,8000,0
355030830000270,1,280650,35600,0
355030830000271,1,160145,9000,0
355030830000272,1,123493,20460,0
355030830000273,1,86743,8600,0
355030830000274,1,296472,29500,0
355030830000275,1,117771,8500,0
355030830000276,1,230975,6000,8000
355030830000277,1,180878,5000,0
355030830000278,1,160489,28300,0
355030830000279,1,367548,75710,20000
355030830000280,1,19591,0,0
355030830000281,1,244724,13051,0
355030830000282,1,165941,22000,0
355030830000283,1,114560,36400,0
355030830000284,1,200075,38200,18500
355030830000285,1,316652,60340,0
355030830000286,1,92415,6000,0
355030830000287,1,301615,73500,0
355030830000288,1,271283,40100,0
355030830000289,1,182195,39800,0
355030830000290,1,286915,19300,0
355030830000291,1,104678,0,0
355030830000292,1,102103,5000,0
355030830000293,1,301458,15400,0
355030830000294,1,99334,3000,0
355030830000295,1,104775,5900,9000
355030830000296,1,184247,35273,0
355030830000297,1,315524,71550,0
355030830000298,1,308803,78010,0
355030830000299,1,159528,41900,20000
355030830000300,1,422095,86400,0
355030830000301,1,126862,34400,12000
355030830000302,1,132490,0,0
355030830000303,1,274412,18100,0
355030830000304,1,234195,17300,15000
355030830000305,1,339272,26100,0
355030830000306,1,,0,0
355030830000307,1,84248,3700,8000
355030830000308,1,289715,6500,0
355030830000309,1,21010,0,0
355030830000310,1,85958,3800,0
355030830000311,1,549315,51600,0
355030830000312,1,259200,13000,0
355030830000313,3,30689,3000,0
355030830000314,1,369044,0,0
355030830000315,1,91899,0,0
355030830000316,1,147532,4500,0
355030830000317,1,214659,2600,0
355030830000318,1,103473,11200,0
355030830000319,1,403767,18000,8000
355030830000320,1,91957,0,0
355030830000321,1,87369,5000,0
355030830000322,1,62040,3000,0
355030830000323,1,121168,10000,0
355030830000324,2,303050,18182,0
355030830000325,2,154805,16000,0
355030830000326,8,50446,17500,0
355030830000327,3,150576,7000,28000
355030830000329,8,202977,15200,11000
355030830000330,4,148856,8000,0
355030830000331,4,413005,63268,30000
355030830000332,1,290610,18855,0
355030830000333,1,144356,5560,0
355030830000334,1,303813,10000,8000
355030830000335,8,19500,3000,0
355030830000336,3,20444,0,0
355030830000337,1,18590,0,0
355030830000338,8,,0,0
355030830000339,1,173354,11500,0
355030830000340,1,211751,13000,0
355030830000341,1,131310,16600,0
355030830000342,1,320318,63900,0
355030830000343,1,113129,2800,0
355030830000344,1,162425,12060,0
355030830000345,1,272038,25800,0
355030830000346,1,100180,9000,0
355030830000347,1,115901,23551,0
355030830000348,1,173454,29100,15000
355030830000349,1,212260,50800,19000
355030830000350,1,216562,7500,0
355030830000351,1,44400,5000,0
355030830000352,1,21860,0,0
355030830000353,1,290422,11000,11000
355030830000354,1,23019,0,0
355030830000355,1,22240,0,0
355030830000356,1,176323,7000,0
355030830000357,1,133790,21200,0
355030830000358,1,85717,3400,0
355030830000359,1,26969,3000,0
355030830000360,1,89750,6500,0
355030830000361,1,75850,11000,0
355030830000362,1,163777,36200,0
355030830000363,1,99610,10000,0
355030830000364,1,154131,12000,0
355030830000365,1,136352,22700,0
355030830000366,1,51348,3500,0
355030830000367,1,205956,0,0
355030830000368,1,127832,12000,0
355030830000369,1,103609,6500,0
355030830000370,1,213728,21300,0
355030830000371,1,114758,15250,0
355030830000372,1,103934,12000,0
355030830000373,1,111058,8350,0
355030830000374,1,106585,3000,0
355030830000375,1,24715,0,0
355030830000376,1,50538,2700,0
355030830000377,1,252327,15700,8000
355030830000378,1,56875,4500,0
355030830000379,1,192123,3000,0
355030830000380,1,3060,0,0
355030830000381,1,91468,10800,0
355030830000382,1,62033,2800,0
355030830000383,4,,0,0
355030830000384,1,185856,33000,0
355030830000385,1,136530,2800,0
355030830000386,1,223782,3000,0
355030830000387,1,134860,8800,0
355030830000388,1,246126,17000,40000
355030830000389,1,126102,0,0
355030830000390,1,153522,15200,0
355030830000391,1,108053,0,0
355030830000392,1,50923,0,0
355030830000393,1,172770,0,0
355030830000394,8,20210,3500,0
355030830000395,1,125340,12000,0
355030830000396,4,117660,6000,0
355030830000397,1,147485,9000,0
355030830000398,1,96418,5000,0
355030830000399,1,126698,19500,0
355030830000400,1,167808,9000,0
355030830000401,1,87237,6500,0
355030830000402,1,238800,36600,0
355030830000403,1,284188,34900,0
355030830000404,1,142837,21000,13000
355030830000405,1,89553,4000,0
355030830000406,1,225510,12000,0
355030830000407,1,178272,27800,0
355030830000408,1,98954,0,20000
355030830000409,1,138399,18100,0
355030830000410,1,131984,20534,0
355030830000411,1,212402,40200,0
355030830000412,1,32417,3000,0
355030830000413,1,145449,5810,0
355030830000414,1,109205,16000,0
355030830000415,1,132436,17400,0
355030830000416,1,243016,54700,0
355030830000417,1,161780,14600,0
355030830000418,1,259339,20700,0
355030830000419,1,146971,15000,10000
355030830000420,1,230443,26800,0
355030830000421,1,15540,0,0
355030830000422,1,188091,33200,0
355030830000423,1,296808,65820,8000
355030830000424,4,106185,21000,8000
355030830000425,1,164496,10500,0
355030830000426,4,169270,23300,0
355030830000427,8,16390,3000,0
355030830000430,1,45670,5400,0
355030830000431,1,100986,10000,0
355030830000432,1,24205,0,15000
355030830000434,1,68682,8600,0
355030830000435,1,55838,6000,0
355030830000436,1,15650,0,0
355030830000437,8,41295,3423,0
355030830000438,4,144492,10300,0
355030830000439,1,16290,0,0
355030830000441,1,180522,38050,8000
355030830000442,1,102148,4000,0
355030830000443,1,30641,5800,0
355030830000445,1,,0,0
355030830000446,8,7620,0,0
355030830000448,8,79679,8000,0
355030830000450,8,6530,0,0
355030830000451,4,668169,43820,0
355030830000452,4,43972,6000,0
355030830000453,1,5754,0,0
355030830000454,8,116042,32560,0
355030830000455,4,58559,3800,0
355030830000456,1,37510,6500,0
355030830000458,4,5410,0,0
355030830000459,8,11850,0,0
355030830000460,4,7500,0,0
355030830000461,8,3710,0,0
355030830000462,4,,0,0
355030830000463,1,,0,0
355030830000468,4,34650,5000,0
355030830000469,2,87820,2860,15000
355030830000471,8,10750,6000,0
355030830000472,4,54641,11400,0
355030830000473,8,,0,0
355030830000477,8,,0,0
355030830000479,1,99091,0,0
355030830000480,1,231843,19700,0
355030830000481,3,96476,6000,0
355030830000482,1,63555,0,0
355030830000483,3,112771,4000,0
355030830000484,8,27865,5500,0
355030830000488,8,15990,0,0
355030830000490,1,104836,0,0
355030830000491,1,56077,0,0
355030830000492,1,23960,0,0
355030830000493,8,,0,0
355030830000494,8,2150,0,0
355030830000495,8,,0,0
355030830000497,8,,0,0
355030830000499,1,115508,0,0
355030830000500,8,,0,0
355030830000504,8,,0,0
355030830000505,8,19580,0,0
355030830000506,8,22020,0,12000
355030830000509,8,56138,6000,0
355030830000513,8,,0,0
355030830000517,8,17935,0,0
355030830000519,8,,0,0
355030830000520,3,94143,7300,0
355030830000521,8,,0,0
355030830000522,8,14090,0,0
355030830000523,8,16801,0,0
355030830000527,8,,0,0
355030830000528,8,21960,9800,0
355030830000529,8,1500,0,0
355030830000530,8,7670,0,0
355030830000531,8,8470,0,0
355030830000532,8,2220,0,0
355030830000533,8,35508,0,0
355030830000534,8,46554,0,0
355030830000537,8,3124,0,0
355030830000538,3,44060,8000,20000
355030830000541,8,3780,0,0
355030830000542,8,2430,0,0
355030830000543,8,,0,0
355030830000544,8,2810,0,0
355030830000545,8,,0,0
355030830000546,8,,0,0
355030830000547,8,,0,0
355030830000548,8,,0,0
355030830000550,8,,0,0
355030830000551,8,,0,0
355030830000554,8,10090,0,0
355030830000555,8,,0,0
355030830000557,8,,0,0
355030830000558,8,,0,0
355030830000559,8,8480,0,0
355030830000561,8,,0,0
355030830000562,8,,0,0
355030830000563,8,,0,0
355030830000564,8,,0,0
355030830000565,8,40738,3000,0
355030830000567,8,137091,15100,0
355030830000568,3,20830,2700,0
355030830000569,8,,0,0
355030830000570,8,,0,0
355030830000571,8,,0,0
355030830000572,8,7010,0,0
355030830000574,8,,0,0
355030830000576,8,,0,0
355030830000578,8,38830,3000,0
355030830000579,8,8005,0,0
355030830000580,8,11920,6000,0
355030830000581,8,3370,0,0
355030830000582,8,6540,0,0
355030830000586,2,,0,0
355030830000587,2,3510,3000,0
355030830000588,2,,0,0
355030830000589,8,2840,0,0
355030830000590,8,24590,2800,0
355030830000591,8,25670,3000,10000
355030830000592,8,10220,7000,0
355030830000594,8,13800,0,0
355030830000595,8,19350,6000,0
355030830000596,8,4520,0,0
355030830000599,8,19550,5000,0
355030830000601,4,11330,0,0
355030830000602,1,65931,7000,0
355030830000603,4,7000,0,0
355030830000604,8,,0,0
355030830000605,8,11890,2800,0
355030830000607,4,23461,3000,0
355030830000611,4,21990,3200,0
355030830000613,1,86220,11000,0
355030830000614,1,155622,14400,0
355030830000615,1,18520,0,0
355030830000616,1,59869,5000,0
355030830000617,1,8220,0,0
355030830000618,1,44574,0,8000
355030830000619,1,201139,35700,0
355030830000620,1,49937,7600,0
355030830000623,1,8110,0,0
355030830000624,1,80145,11000,0
355030830000636,1,55991,0,0
355030830000637,1,38651,0,0
355030830000638,1,27396,0,0
355030830000639,1,35488,0,0
355030830000640,1,18239,0,0
355030830000641,1,32460,8600,0
355030830000642,1,42550,0,0
355030830000643,1,50491,2600,0
355030830000644,1,21502,2800,0
355030830000645,1,44630,5100,0
355030830000646,1,57514,7000,0
355030830000647,1,22500,0,0
355030830000648,1,13598,0,0
355030830000649,1,30132,3000,0
355030830000650,1,44872,5600,0
355030830000651,1,55606,9000,0
355030830000652,1,35367,2800,0
355030830000653,1,63071,8000,0
355030830000654,1,46830,0,0
355030830000655,1,47637,0,0
355030830000656,1,51391,5000,0
355030830000657,1,56738,0,0
355030830000658,1,33270,0,0
355030830000659,1,13857,0,0
355030830000660,1,52846,6500,0
355030830000661,1,45848,0,0
355030830000662,1,39818,7600,0
355030830000663,1,17376,0,0
355030830000664,1,60083,7500,0
355030830000665,1,39825,8000,0
355030830000666,1,91067,9000,0
355030830000667,1,38010,3000,0
355030830000668,1,14546,2600,0
355030830000669,1,99875,6000,0
355030830000670,1,33860,0,0
355030830000671,1,75380,9200,0
355030830000672,1,35870,3900,0
355030830000673,1,32530,0,0
355030830000674,1,18220,0,0
355030830000675,1,142208,0,0
355030830000676,1,54887,0,0
355030830000677,1,128962,0,0
355030830000678,1,72110,0,0
355030830000679,1,23250,0,0
355030830000680,1,55006,8000,0
355030830000681,1,51885,3000,0
355030830000682,1,86496,3000,0
355030830000683,1,144719,19800,0
355030830000684,1,241440,20700,0
355030830000685,1,41420,15700,0
355030830000686,1,16743,0,0
355030831000001,1,270237,67675,8000
355030831000002,1,142493,38400,0
355030831000003,1,96501,12300,0
355030831000004,1,217702,15100,13000
355030831000005,1,171750,7700,0
355030831000006,1,136603,21000,10200
355030831000007,1,142328,17470,0
355030831000008,1,83866,3000,0
355030831000009,1,239218,39000,0
355030831000010,1,305099,40953,15000
355030831000011,1,571524,59700,0
355030831000012,1,136163,28210,0
355030831000013,1,188659,13550,0
355030831000014,1,229171,22200,0
355030831000015,1,151090,15600,0
355030831000016,1,143301,8600,0
355030831000017,1,113516,21480,0
355030831000018,1,107427,5000,0
355030831000019,1,131190,18500,0
355030831000020,1,132135,20200,0
355030831000021,1,393392,123600,0
355030831000022,1,303997,110100,15000
355030831000023,1,178635,21502,18000
355030831000024,1,388248,144900,10000
355030831000025,1,51144,8600,0
355030831000026,1,153465,16570,0
355030831000027,1,103173,5500,0
355030831000028,1,142625,14800,0
355030831000029,1,77470,5700,0
355030831000030,1,64885,0,0
355030831000031,1,122494,11600,0
355030831000032,1,223992,27779,26000
355030831000033,1,160245,13000,0
355030831000034,1,226067,50700,8000
355030831000035,1,60816,21700,0
355030831000036,1,118220,13500,0
355030831000037,1,112181,18400,0
355030831000038,1,224856,64700,0
355030831000039,1,161086,9100,0
355030831000040,1,180058,33000,23000
355030831000041,1,114105,25100,0
355030831000042,1,105290,2754,27000
355030831000043,1,95074,6200,0
355030831000044,1,202285,12260,0
355030831000045,1,67560,0,0
355030831000046,1,208342,15300,0
355030831000047,1,133264,17600,0
355030831000048,1,125789,11000,7757
355030831000049,1,98682,30300,0
355030831000050,1,220603,40000,0
355030831000051,1,29840,0,0
355030831000052,1,80157,6900,0
355030831000053,1,175934,10000,0
355030831000054,1,219639,35500,0
355030831000055,1,235981,35300,8000
355030831000056,1,195338,33555,0
355030831000057,1,144486,39000,8000
355030831000058,1,177562,25800,0
355030831000059,1,219134,43400,0
355030831000060,1,299634,76700,0
355030831000061,1,200578,23600,0
