Cod_setor,Situacao_setor,V022,5a15salarios,15oumais
355030855000302,8,99464,2800,0
355030855000304,8,,0,0
355030855000307,8,29140,3500,0
355030855000311,8,,0,0
355030855000312,4,59241,7000,0
355030855000316,8,10230,0,0
355030855000319,1,271185,14555,0
355030855000320,1,39330,0,0
355030855000321,1,20030,3000,0
355030855000322,1,37346,0,0
355030855000323,1,41222,3000,8000
355030855000324,1,77070,3200,0
355030855000325,1,145713,24500,8000
355030855000326,1,30472,3800,0
355030855000327,1,18770,0,0
355030855000328,1,60688,5800,0
355030855000329,1,99461,7000,0
355030855000330,1,83491,14500,10000
355030855000331,1,32784,0,0
355030855000332,1,59089,3000,0
355030855000333,1,35989,0,18000
355030855000334,1,99983,0,0
355030855000335,1,31778,3000,0
355030855000336,1,39285,0,0
355030856000001,1,379732,147500,51000
355030856000002,1,779095,145600,378050
355030856000003,1,559793,197202,204201
355030856000004,1,228065,40000,71000
355030856000005,1,523126,162400,180500
355030856000006,1,413461,141000,83000
355030856000007,1,78650,0,0
355030856000008,1,283551,66900,80000
355030856000009,1,388792,184510,34000
355030856000010,1,358352,112999,66000
355030856000011,1,403111,137410,123500
355030856000012,1,223990,109500,0
355030856000013,1,407841,133702,99000
355030856000014,1,220854,96200,33000
355030856000015,1,412018,144800,131250
355030856000016,1,315038,120500,98000
355030856000017,1,212941,55600,40000
355030856000018,1,587637,190827,68200
355030856000019,1,241099,67600,55000
355030856000020,1,625098,89684,109000
355030856000021,1,225800,31790,8000
355030856000022,1,710353,246651,398100
355030856000023,1,69444,0,0
355030856000024,1,122076,60100,0
355030856000025,1,156461,10500,0
355030856000026,1,145098,3000,0
355030856000027,1,368980,119700,169000
355030856000028,1,77048,9500,12000
355030857000001,1,503832,207850,34000
355030857000002,1,84719,2800,0
355030857000003,1,143010,4000,0
355030857000004,1,185800,22500,14500
355030857000005,1,474139,78600,98500
355030857000006,1,632846,246650,128000
355030857000007,1,250124,51392,8000
355030857000008,1,120343,14000,43000
355030857000009,1,64705,6000,0
355030857000010,1,323392,83400,9000
355030857000011,1,198915,46200,0
355030857000012,1,281854,74700,47000
355030857000013,1,347356,41300,140000
355030857000014,1,,0,0
355030857000015,1,702997,264705,11000
355030857000016,1,489570,253050,59000
355030857000017,1,153725,50700,0
355030857000018,1,224701,59200,0
355030857000019,1,620841,223992,90000
355030857000020,1,419950,103115,78000
355030857000021,1,262427,25350,76000
355030857000022,1,167515,12550,0
355030857000023,1,179471,7100,10000
355030857000024,1,491360,56700,173750
355030857000025,1,881899,417300,89500
355030857000026,1,805679,450656,89000
355030857000027,1,538368,212550,107000
355030857000028,1,414830,142800,108500
355030857000029,1,714755,86655,369300
355030857000030,1,297837,60700,73500
355030857000031,1,79492,0,0
355030857000032,1,321670,96600,30000
355030857000033,1,202627,44900,20500
355030857000034,1,261757,60850,28500
355030857000035,1,470776,103100,71000
355030857000036,1,664904,231604,113800
355030857000037,1,248032,37200,0
355030857000038,1,342715,20500,15000
355030857000039,1,123159,55000,0
355030857000040,1,127949,54300,0
355030857000041,1,337680,45200,31500
355030857000042,1,125690,22500,18000
355030857000043,1,118450,7000,8000
355030857000044,1,110460,17000,0
355030857000045,1,184010,16900,0
355030857000046,1,158625,30000,0
355030857000047,1,627289,251580,93500
355030857000048,1,410412,71570,69000
355030857000049,1,291226,158500,87700
355030857000050,1,730282,359280,157000
355030857000051,1,797207,443200,193300
355030857000052,1,548977,247400,100600
355030857000053,1,189457,44405,0
355030857000054,1,222341,70250,0
355030857000055,1,377849,117181,40000
355030857000056,1,158779,0,0
355030857000057,1,116290,11500,20000
355030857000058,1,245338,69625,26000
355030857000059,1,268600,87500,20500
355030857000060,1,221252,42400,9500
355030857000061,1,151344,20051,20000
355030857000062,1,258050,30300,0
355030857000063,1,200418,8400,0
355030857000064,1,264012,43100,0
355030857000065,1,348610,86100,8000
355030857000066,1,422235,205700,47000
355030857000067,1,209974,104372,0
355030857000068,1,211553,38500,0
355030857000069,1,187696,18000,0
355030857000070,1,369891,49350,0
355030857000071,1,148797,32700,8000
355030857000072,1,280169,48100,10000
355030857000073,1,217208,70100,0
355030857000074,1,129488,15500,0
355030857000075,1,234747,89100,36000
355030857000076,1,153878,54500,0
355030857000077,1,72770,5000,0
355030857000079,1,149085,19700,0
355030857000080,1,144036,18200,0
355030857000081,1,131307,9000,0
355030857000082,1,253761,10000,0
355030857000083,1,126861,12800,0
355030857000084,1,48395,0,0
355030857000085,1,30570,0,0
355030857000086,1,60680,0,0
355030857000088,4,,0,0
355030857000089,1,49054,0,0
355030857000091,1,43822,10600,0
355030857000092,1,37141,7000,0
355030857000093,1,56710,0,0
355030857000094,1,22440,0,0
355030857000095,1,90420,0,0
355030857000096,1,53270,7600,0
355030858000001,1,215983,66600,0
355030858000002,1,225343,77600,18000
355030858000003,1,530390,225200,36000
355030858000004,1,210230,37800,0
355030858000005,1,73595,18993,0
355030858000006,1,45194,2800,0
355030858000007,1,152441,0,0
355030858000008,1,355727,36600,10000
355030858000009,1,101916,5700,0
355030858000010,1,45728,0,0
355030858000011,1,164007,25100,0
355030858000012,1,5555,0,0
355030858000013,1,72791,0,0
355030858000014,1,128061,10300,0
355030858000015,1,199341,42300,0
355030858000016,1,272581,54700,10000
355030858000017,1,313841,103879,18000
355030858000018,1,217016,25410,0
355030858000019,1,191745,32640,0
355030858000020,1,201893,29300,8700
355030858000021,1,53580,0,0
355030858000022,1,554688,268000,29000
355030858000023,1,115343,28000,8000
355030858000024,1,187077,13500,0
355030858000025,1,131796,26100,0
355030858000026,1,856938,339180,37023
355030858000027,1,328820,28100,9000
355030858000028,1,168706,3200,20000
355030858000029,1,157625,25500,10000
355030858000030,1,95468,6500,0
355030858000031,1,138698,3000,0
355030858000032,1,59062,7000,0
355030858000033,1,39430,0,0
355030858000034,1,7855,0,0
355030858000035,1,276935,12300,0
355030858000036,1,105954,0,0
355030858000037,1,98249,16100,0
355030858000038,1,106142,3000,0
355030858000039,1,102973,3000,0
355030858000040,1,80683,0,0
355030858000041,1,61391,6700,0
355030858000042,1,75170,0,8500
355030858000043,1,77420,5000,0
355030858000044,1,120638,9700,10300
355030858000045,1,47227,0,0
355030858000046,1,106940,38000,8000
355030858000047,1,56181,3000,0
355030858000048,1,66673,0,0
355030858000049,1,189724,26200,8000
355030858000050,1,254315,21500,0
355030858000051,1,153080,11000,0
355030858000052,1,109894,9500,0
355030858000053,1,131719,3000,19000
355030858000054,1,240355,23400,13000
355030858000055,1,76962,3000,0
355030858000056,1,123569,15306,0
355030858000057,1,192444,10000,0
355030858000058,1,152045,22147,0
355030858000059,1,115127,7000,0
355030858000060,1,308549,18480,0
355030858000061,1,154092,7000,31000
355030858000062,1,246180,39700,27500
355030858000063,1,110526,36355,9000
355030858000064,1,320115,139500,48500
355030858000065,1,120241,16000,25000
355030858000066,1,159910,52588,11000
355030858000067,1,237311,56800,0
355030858000068,1,145930,47900,0
355030858000069,1,78222,0,0
355030858000070,1,253949,20500,8000
355030858000071,1,26816,3000,0
355030858000072,1,53976,6200,0
355030858000073,1,126817,27900,0
355030858000074,1,217460,51000,0
355030858000075,1,204610,23000,0
355030858000076,1,127290,20200,0
355030858000077,1,39500,7000,0
355030858000078,1,21908,0,0
355030858000079,1,400047,95100,20000
355030858000080,1,342653,106900,54500
355030858000081,1,119490,23820,26000
355030858000082,1,152997,20200,9000
355030858000083,1,320648,99550,10000
355030858000084,1,142879,29900,10000
355030858000085,1,130600,14200,0
355030858000086,1,277367,23360,0
355030858000087,1,147730,14000,8500
355030858000088,1,95916,18500,0
355030858000089,1,192698,30000,0
355030858000090,1,51950,14000,0
355030858000091,1,531328,219600,89500
355030858000092,1,231497,24600,0
355030858000093,1,174047,13500,0
355030858000094,1,383454,31100,15000
355030858000095,1,133650,19000,0
355030858000096,1,175326,22100,0
355030858000097,1,243240,8600,23000
355030858000098,1,205750,62600,8000
355030858000099,1,211677,57500,10000
355030858000100,1,116645,22500,0
355030858000101,1,67745,7500,0
355030858000102,1,248842,51700,8000
355030858000103,1,357182,44100,28000
355030858000104,1,354965,49000,10000
355030858000105,1,30253,0,0
355030858000106,1,164620,0,0
355030858000107,1,372976,18300,0
355030858000108,1,9900,4000,0
355030858000109,1,240277,91197,33000
355030858000110,1,236856,73900,20000
355030858000111,1,524884,246500,67500
355030858000112,1,93461,19100,19000
355030858000113,1,200103,35700,41000
355030858000114,1,381987,77400,33680
355030858000115,1,154680,17900,15000
355030858000116,1,204030,25800,34000
355030858000117,1,457966,93800,0
355030858000118,1,186609,46500,9000
355030858000119,1,83721,0,0
355030858000120,1,88360,0,0
355030858000121,1,82607,6500,0
355030858000122,1,270428,16500,10000
355030858000123,1,347385,5000,0
355030858000124,1,89730,22800,0
355030858000125,1,531509,169400,63000
355030858000126,1,400832,108395,46000
355030858000127,1,223793,34100,9000
355030858000128,1,876456,376800,174710
355030858000129,1,84249,24052,0
355030858000130,1,26270,0,0
355030858000131,1,358309,176700,8000
355030858000132,1,176126,44200,10000
355030858000133,1,102140,9000,0
355030858000134,1,94143,6000,0
355030858000135,1,155715,8000,0
355030858000136,1,106907,3500,0
355030858000137,1,138311,31000,11000
355030858000138,1,187854,45400,0
355030858000139,1,137570,27100,0
355030858000140,1,258141,53149,12000
355030858000141,1,119925,41000,32000
355030858000142,1,175365,36400,8000
355030858000143,1,80089,3000,0
355030858000144,1,144948,27500,0
355030858000145,1,132700,3000,0
355030858000146,1,241799,58800,28000
355030858000147,1,137329,7000,0
355030858000148,1,161703,5600,0
355030858000149,1,14530,0,0
355030858000150,1,121010,9000,10000
355030858000151,1,286073,76600,32000
355030858000152,1,42828,0,0
355030858000153,1,76523,4000,0
355030858000154,1,64143,3000,0
355030858000155,1,50970,0,0
355030858000156,1,69905,3000,0
355030858000157,1,162284,12200,16000
355030858000158,1,178343,19200,0
355030858000159,1,222796,37300,33000
355030858000160,4,264508,54000,0
355030858000161,1,103971,11500,0
355030858000162,1,153260,21000,0
355030858000163,4,88096,6300,0
355030858000164,1,96145,2700,0
355030858000165,1,177265,30100,0
355030858000166,1,175395,38166,0
355030858000167,1,39606,0,0
355030858000168,1,116196,9500,10000
355030858000169,1,146680,15200,0
355030858000170,1,124122,16200,10000
355030858000171,1,80975,21430,0
355030858000172,1,99079,22500,0
355030858000173,4,219409,40800,50000
355030858000174,1,138597,33100,0
355030858000175,1,136443,45000,0
355030858000176,1,191279,41652,16100
355030858000177,1,58638,12000,0
355030858000178,1,222613,49050,0
355030858000179,1,259617,54800,0
355030858000180,1,242353,43764,0
355030858000181,1,70350,9200,0
355030858000182,1,128781,21500,0
355030858000183,1,29214,0,0
355030858000184,1,273551,69100,0
355030858000185,1,256176,23900,10000
355030858000186,1,195852,37700,9000
355030858000187,1,41738,4000,0
355030858000188,1,377703,99500,20000
355030858000189,1,174143,24900,11000
355030858000190,1,123223,21500,20000
355030858000191,1,177798,39002,0
355030858000192,1,423501,178100,51000
355030858000193,1,192842,35000,0
355030858000194,1,142286,28900,0
355030858000195,1,98627,15500,0
355030858000196,1,111111,27600,0
355030858000197,4,34890,3600,0
355030858000198,1,101150,12800,0
355030858000199,1,183819,23000,0
355030858000200,1,164660,0,0
355030858000201,1,63715,3200,0
355030858000202,1,204250,0,0
355030858000203,1,79497,0,0
355030858000204,1,168758,0,0
355030858000205,1,160548,8900,0
355030858000206,1,262763,12200,0
355030858000207,1,147353,8600,0
355030858000208,1,102091,0,0
355030858000209,1,82805,0,0
355030858000210,1,121346,19700,12000
355030858000211,1,22610,7000,0
355030858000212,1,67808,0,0
355030858000213,1,176811,35700,0
355030858000214,1,257372,52050,18000
355030858000215,1,75900,16800,19500
355030858000216,1,257020,24351,41000
355030858000217,1,114165,23300,0
355030858000218,8,,0,0
355030858000219,4,43910,0,25000
355030858000220,8,16901,0,0
355030858000221,4,39566,22800,0
355030858000222,4,18910,3000,10300
355030858000223,1,20850,0,0
355030858000224,4,40096,0,0
355030858000225,1,13720,0,0
355030858000226,1,41927,0,0
355030858000228,4,17240,7500,0
355030858000230,1,94918,10700,0
355030858000231,4,,0,0
355030858000232,4,76055,0,0
355030858000234,1,,0,0
355030858000235,8,15280,0,0
355030858000236,4,10710,3500,0
355030858000237,4,89880,35550,0
355030858000238,1,24410,10500,0
355030858000239,1,153535,62300,10000
355030858000240,4,,0,0
355030858000243,1,75590,13700,0
355030858000244,1,87780,7000,0
355030858000245,1,34610,10200,10000
355030858000246,1,18060,3000,0
355030858000247,1,76326,10800,0
355030858000248,1,23170,0,0
355030858000249,1,61990,12360,0
355030858000250,1,50275,2700,0
355030858000251,1,33921,3000,0
355030858000252,1,38566,0,0
355030858000253,1,23185,3000,0
355030858000254,1,42750,0,0
355030858000255,1,56885,0,0
355030858000256,1,20180,0,0
355030858000257,1,13910,0,0
355030858000258,1,56875,0,0
355030858000259,1,72740,0,0
355030858000260,1,104990,12000,0
355030858000261,1,26178,0,0
355030858000262,1,29695,3000,0
355030859000001,1,813369,393800,221800
355030859000002,1,517565,261110,58500
355030859000003,1,323417,123500,32000
355030859000004,1,406273,191400,69950
355030859000005,1,475283,224600,90000
355030859000006,1,380133,154050,55200
355030859000007,1,697790,343400,236480
355030859000008,1,564384,207800,94600
355030859000009,1,411660,161800,78000
355030859000010,1,425742,158000,74100
355030859000011,1,584931,212200,46500
355030859000012,1,273885,114500,69500
355030859000013,1,350946,136001,34500
355030859000014,1,214964,74500,0
355030859000015,1,380905,150353,55000
355030859000016,1,615841,266410,128665
355030859000017,1,376567,135900,54200
355030859000018,1,318639,113600,48000
355030859000019,1,379770,205550,49500
355030859000020,1,558292,225600,109000
355030859000021,1,197194,64900,8000
355030859000022,1,150619,61347,8000
355030859000023,1,189780,86800,10000
355030859000024,1,349258,56300,8000
355030859000025,1,225890,88860,21000
355030859000026,1,452350,166150,77500
355030859000027,1,386786,120900,31000
355030859000028,1,579460,163400,230000
355030859000029,1,637654,322400,57400
355030859000030,1,333126,127300,11000
355030859000031,1,430132,143260,34000
355030859000032,1,356330,154700,21000
355030859000033,1,381351,155200,81500
355030859000034,1,448011,256000,32000
355030859000035,1,395145,134050,52000
355030859000036,1,442595,205171,45000
355030859000037,1,398642,194400,35000
355030859000038,1,681944,275600,224500
355030859000039,1,484131,209500,74300
355030859000040,1,396199,151401,57500
355030859000041,1,418908,115300,50000
355030859000042,1,572461,226200,70850
355030859000043,1,425717,157700,47000
355030859000044,1,140830,27000,18000
355030859000045,1,225335,21100,0
355030859000046,1,325036,90870,81402
355030859000047,1,482407,197800,91000
355030859000048,1,963587,494950,183000
355030859000049,1,437875,210000,136020
355030859000050,1,503278,168400,120000
355030859000051,1,196700,110700,49000
355030859000052,1,533023,196800,86000
355030859000053,1,326887,117850,32000
355030859000054,1,530252,236800,82300
355030859000055,1,279642,48150,10000
355030859000056,1,441941,137380,79500
355030859000057,1,234423,93600,29201
355030859000058,1,518210,257800,18000
355030859000059,1,261430,73400,32300
355030859000060,1,253378,90600,18000
355030859000061,1,454647,176360,29000
355030859000062,1,638097,250830,163300
355030859000063,1,699360,364660,103500
355030859000064,1,699919,407830,90000
355030859000065,1,335056,157200,30000
355030859000066,1,491150,216950,90200
355030859000067,1,419590,157100,111000
355030859000068,1,480061,278250,53000
355030859000069,1,353727,132200,71498
355030859000070,1,372479,137511,38000
355030859000071,1,468623,234300,85211
355030859000072,1,428723,167700,76300
355030859000073,1,455776,210400,103301
355030859000074,1,705498,340525,174700
355030859000075,1,662689,356611,140500
355030859000076,1,276624,104580,8000
355030859000077,1,278678,98600,20000
355030859000078,1,411014,168656,42000
355030859000079,1,295022,126600,48000
355030859000080,1,411531,164700,71000
355030859000081,1,519631,164400,156801
355030859000082,1,515000,282400,40000
355030859000083,1,193456,33900,8000
355030859000084,1,283336,111300,16900
355030859000085,1,446836,121200,117600
355030859000086,1,215873,95650,17000
355030859000087,1,282641,23000,0
355030859000088,1,464888,159100,66800
355030859000089,1,377596,145900,20000
355030859000090,1,286181,115700,26000
355030859000091,1,464015,144700,94000
355030859000092,1,400620,138100,43000
355030859000093,1,213875,50800,19000
355030859000094,1,233075,91100,0
355030859000095,1,305532,89250,20500
355030859000096,1,189333,65251,18500
355030859000097,1,229995,75500,42000
355030859000098,1,282021,102000,54000
355030859000099,1,181143,64204,18200
355030859000100,1,326436,100000,23000
355030859000101,1,426822,165250,97000
355030859000102,1,378867,137850,50200
355030859000103,1,485666,215810,78000
355030859000104,1,343740,185395,8000
355030859000105,1,304759,112000,38000
355030859000106,1,333677,145600,36000
355030859000107,1,222575,118370,12000
355030859000108,1,230327,59300,35000
355030859000109,1,187293,41500,0
355030859000110,1,404464,110350,57200
355030859000111,1,487203,210159,18002
355030859000112,1,244502,71400,18000
355030859000113,1,294891,74200,50800
355030859000114,1,269461,85900,0
355030859000115,1,525967,218540,81850
355030859000116,1,433651,152270,78300
355030859000117,1,140130,56800,30000
355030859000118,1,420016,187528,70000
355030859000119,1,279946,99150,63850
355030859000120,1,259987,102700,0
355030859000121,1,433886,85800,206000
355030859000122,1,507363,243260,95000
355030859000123,1,185676,55300,8000
355030859000124,1,288865,111600,29000
355030859000125,1,368344,133800,22000
355030859000126,1,227990,92700,26800
355030859000127,1,275811,104301,8000
355030859000128,1,368600,108510,38000
355030859000129,1,375755,158100,44500
355030859000130,1,443215,179180,39000
355030859000131,1,556123,180000,70000
355030859000132,1,478319,183390,45000
355030859000133,1,310760,117200,62000
355030859000134,1,277031,136000,39000
355030859000135,1,316316,137200,47100
355030859000136,1,424107,207009,83600
355030859000137,1,621295,251452,205000
355030859000138,1,361616,151200,52000
355030859000139,1,295165,73000,31000
355030859000140,1,270900,108300,16000
355030859000141,1,544081,186000,42000
355030859000142,1,111848,13000,15000
355030859000143,1,167172,41600,8000
355030859000144,1,411690,160270,33000
355030859000145,1,110016,9700,0
355030859000146,1,168750,45700,18000
355030859000147,1,408287,144700,16000
355030859000148,1,377051,98700,17000
355030859000149,1,463416,150080,28000
355030859000150,1,383754,114490,8000
355030859000151,1,298225,110700,28000
355030859000152,1,316227,115560,8000
355030859000153,1,432250,135200,85000
355030859000154,1,322108,105700,27200
355030859000155,1,710642,357300,207550
355030859000156,1,265071,99400,42000
355030859000157,1,194679,14800,0
355030859000158,1,147643,9500,0
355030859000159,1,230977,65600,16000
355030859000161,1,211696,33400,43000
355030859000162,1,294200,68000,0
355030859000163,1,315380,91698,8000
355030859000164,1,534167,235139,46000
355030859000165,1,334832,128012,0
355030859000166,1,260699,91100,20000
355030859000167,1,136490,72700,0
355030859000168,1,739961,426000,174000
355030859000169,1,706131,449783,127500
355030859000170,1,472860,299550,86000
355030859000171,1,183800,69400,0
355030859000172,1,929944,605519,129303
355030859000173,1,263523,117900,26500
355030859000174,1,199590,57600,10000
355030859000175,1,48700,24500,0
355030859000176,1,285326,135400,18000
355030859000177,1,188812,47200,8000
355030859000178,1,373601,160200,37000
355030859000179,1,241968,88511,10000
355030859000180,1,303109,117780,28000
355030859000181,1,293695,83300,50300
355030859000182,1,352606,155800,19500
355030859000183,1,364981,167600,38000
355030859000184,1,260743,97411,42000
355030859000185,1,415951,217100,91400
355030859000186,1,180025,66000,9000
355030859000187,1,420934,161980,124500
355030859000188,1,308802,124800,16400
355030859000189,1,208035,66600,15000
355030859000190,1,37683,6500,0
355030859000191,1,296720,143980,17000
355030859000192,1,323950,216200,8000
355030859000193,1,269480,140200,32000
355030859000194,1,449930,327220,52000
355030859000195,1,164161,82200,63350
355030859000196,1,346030,184600,87000
355030859000197,1,426011,260972,112859
355030859000198,1,286290,182100,9000
355030859000200,1,166960,109800,18000
355030859000201,1,317140,178700,53800
355030859000202,1,242070,166520,21200
355030859000203,1,148600,99100,25000
355030859000204,1,79755,3000,0
355030859000205,1,77022,12551,0
355030859000206,1,108880,18950,0
355030860000001,1,1218950,504950,646500
355030860000002,1,1815675,638400,1035000
355030860000003,1,1567076,446200,1012300
355030860000004,1,1182271,493352,546921
355030860000005,1,1748015,623500,1001500
355030860000006,1,610187,249860,152700
355030860000007,1,905300,377954,390900
355030860000008,1,469137,214900,169000
355030860000009,1,1649491,635750,893350
355030860000010,1,643292,236900,294400
355030860000011,1,2124788,598100,1433352
355030860000012,1,1808536,435500,1284800
355030860000013,1,734810,226200,439200
355030860000014,1,1122728,383800,624700
355030860000015,1,1390340,454700,889900
355030860000016,1,849648,263801,510500
355030860000017,1,840684,295680,450500
355030860000018,1,745855,373310,279800
355030860000019,1,1054980,555078,347022
355030860000020,1,707345,364450,187000
355030860000021,1,887763,352589,434000
355030860000022,1,1181968,403050,713366
355030860000023,1,836036,386400,269000
355030860000024,1,1522522,556455,847702
355030860000025,1,1253131,432350,749781
355030860000026,1,1390953,379000,923660
355030860000027,1,2219856,434476,1697290
355030860000028,1,1953837,385950,1505400
355030860000029,1,1037517,202854,770000
355030860000030,1,1075030,351750,638500
355030860000031,1,710030,186260,447500
355030860000032,1,731679,318783,351203
355030860000033,1,1093220,543200,477800
355030860000034,1,1020430,392600,472250
355030860000035,1,915771,323551,448400
355030860000036,1,1701188,434060,1078700
355030860000037,1,638088,338500,196700
355030860000038,1,627575,282846,261558
355030860000039,1,2138154,676117,1317040
355030860000040,1,1088756,460301,497355
355030860000041,1,2113787,426450,1571650
355030860000042,1,2961255,595901,2258050
355030860000043,1,2146881,458500,1596500
355030860000044,1,1653581,466470,1081000
355030860000045,1,1942822,248550,1643653
355030860000046,1,1493850,337255,1081500
355030860000047,1,497146,259000,137700
355030860000048,1,1295357,517520,697500
355030860000049,1,1725737,462600,1159054
355030860000050,1,797276,247100,510280
355030860000051,1,1769360,300200,1419500
355030860000052,1,1247094,360025,796800
355030860000053,1,1296668,564851,604000
355030860000054,1,1393666,371300,915188
355030860000055,1,1704940,329300,1309300
355030860000056,1,1912168,349304,1530306
355030860000057,1,1028765,402000,539700
355030860000058,1,1337900,402410,834200
355030860000059,1,915556,495600,302900
355030860000060,1,1018015,322250,604350
355030860000061,1,1063724,321900,608700
355030860000062,1,941624,367672,431451
355030860000063,1,980761,298550,576752
355030860000064,1,2916400,452150,2349100
355030860000065,1,1409287,575799,762785
355030860000066,1,1977649,512543,1364200
355030860000067,1,1866807,740200,1077042
355030860000068,1,1832600,785600,981000
355030860000069,1,3275600,526500,2689600
355030860000070,1,421861,217400,105000
355030860000071,1,1084707,443800,526551
355030860000072,1,958049,224701,673100
355030860000073,1,1494764,473966,935146
355030860000074,1,575560,212000,299480
355030860000075,1,1384713,329800,970050
355030860000076,1,1450623,521313,847300
355030860000077,1,1406202,332800,991950
355030860000078,1,1462810,284000,1132200
355030860000079,1,646150,88000,532000
355030860000080,1,1565710,457155,1043681
355030860000081,1,845900,274300,439000
355030860000082,1,1386083,426500,876650
355030860000083,1,1194258,374713,664676
355030860000084,1,605720,262310,267250
355030860000085,1,905232,352000,420750
355030860000086,1,693611,380980,131000
355030860000087,1,1936672,753160,1023340
355030860000088,1,340252,121410,55250
355030860000089,1,1327183,495405,735200
355030860000090,1,546288,293801,181200
355030860000091,1,1167546,582250,441550
355030860000092,1,972610,369400,476000
355030860000093,1,1142151,245750,834414
355030860000094,1,1466264,534815,801600
355030860000095,1,709491,243500,353700
355030860000096,1,343138,131000,131400
355030860000097,1,1594501,508125,938500
355030860000098,1,1497375,512700,906502
355030860000099,1,1973470,403350,1473200
355030860000100,1,1234560,359910,759300
355030860000101,1,1482453,350100,1060000
355030860000102,1,1203890,392800,718600
355030860000103,1,1312564,394400,840432
355030860000104,1,1538424,373300,1089400
355030860000105,1,1637681,257050,1326010
355030860000106,1,1205255,541060,543630
355030860000107,1,723814,391010,136520
355030860000108,1,568767,260200,89000
355030860000109,1,940981,609381,178001
355030860000110,1,766717,345900,304487
355030860000111,1,553781,115000,17000
355030860000112,1,604262,179800,82500
355030860000113,1,972135,390520,340800
355030860000114,1,1616511,443800,1118401
355030860000115,1,1224270,528550,626700
355030860000116,1,2266533,623450,1439000
355030860000117,1,934100,176100,707000
355030860000118,1,868611,421500,360148
355030860000119,1,1439703,652941,704900
355030860000120,1,505940,245400,169000
355030860000121,1,730481,323300,270000
355030860000122,1,1073132,455400,519300
355030860000123,1,640398,182300,413400
355030860000124,1,1496584,404195,1010792
355030860000125,1,1385254,392500,917820
355030860000126,1,884158,309310,452000
355030860000127,1,1961034,420213,1501225
355030860000128,1,722820,358100,315900
355030860000129,1,1263565,196406,1009200
355030860000130,1,454947,166020,101000
355030860000131,1,621298,285700,132500
355030860000132,1,245313,118300,37000
355030860000133,1,772410,361750,182500
355030860000134,1,820836,317500,346650
355030860000135,1,937941,441810,341500
355030860000136,1,104407,41900,10000
355030860000137,1,550524,233900,230401
355030860000138,1,606473,225060,302212
355030860000139,1,1112698,167073,915200
355030860000140,1,1048118,422184,490556
355030860000141,1,439373,307600,52000
355030860000142,1,750350,154000,550900
355030860000143,1,1185655,457500,660200
355030860000144,1,566988,208900,331140
355030860000145,1,637600,369300,213000
355030860000146,1,604820,242400,336530
355030860000147,1,407736,212600,128200
355030860000148,1,335800,81000,243500
355030860000149,1,808340,305750,430630
355030860000150,1,1280330,327200,894500
355030860000151,1,708915,352510,288300
355030860000152,1,394621,171700,153000
355030860000153,1,480900,201100,220200
355030860000154,1,243160,102800,89000
355030860000155,1,189260,116200,20500
355030860000156,1,492463,236700,173800
355030860000157,1,553110,316200,203400
355030860000158,1,2688466,224500,2418700
355030860000159,1,515920,248245,232000
355030860000160,1,896222,166850,699530
355030860000161,1,1732000,378100,1228100
355030860000162,1,1367611,300510,976000
355030860000163,1,707056,331682,313900
355030860000164,1,1632997,335815,1244000
355030860000165,1,445850,238160,136500
355030860000166,1,433176,246651,119500
355030860000167,1,460300,220200,200700
355030860000168,1,664465,336500,260700
355030860000169,1,643154,253700,374484
355030860000170,1,1641416,358500,1173350
355030860000171,1,613799,220070,340564
355030860000172,1,1169090,482950,604500
355030860000173,1,676311,241400,405200
355030860000174,1,660990,204630,391000
355030860000175,1,585940,236500,254100
355030860000176,1,248690,92200,64000
355030860000177,1,368150,270500,55000
355030860000178,1,851033,239550,573602
355030860000179,1,772930,243800,460000
355030860000180,1,1257700,131000,1105100
355030860000181,1,844610,354400,326000
355030860000182,1,1038230,165400,849301
355030860000183,1,309520,91200,63000
355030860000184,1,809870,269600,498900
355030860000185,1,437170,201700,171000
355030860000186,1,943760,256700,601500
355030860000187,1,783521,260801,472800
355030860000188,1,1022855,442200,502400
355030860000189,1,423827,212185,137246
355030860000190,1,399277,125954,233300
355030860000191,1,866627,275619,534200
355030860000192,1,305291,214901,37500
355030860000193,1,707602,357002,310900
355030860000194,1,1022240,313400,641850
355030860000195,1,1681790,358500,1296900
355030860000196,1,848033,73000,768000
355030860000197,1,748564,236154,464200
355030860000198,1,523105,314025,127500
355030860000199,1,779470,216700,543550
355030860000200,1,1296361,487989,714795
355030860000201,1,978957,359400,485000
355030860000202,1,841191,245400,547891
355030860000203,1,454330,179200,206000
355030860000204,1,1006601,272501,659200
355030860000205,1,1565881,396300,1085401
355030860000206,1,810419,391500,353487
355030860000207,1,1058714,413554,553500
355030860000208,1,2021946,584778,1345600
355030860000209,1,1802401,441580,1199897
355030860000210,1,470311,249600,163601
355030860000211,1,1078876,188990,862300
355030860000212,1,374041,179201,170000
355030860000213,1,786615,249400,519000
355030860000214,1,989566,280330,602500
355030860000215,1,307502,52200,242202
355030860000216,1,572410,81700,482200
355030860000217,1,549050,113800,430250
355030860000218,1,549528,191700,262500
355030861000001,1,371554,109159,0
355030861000002,1,356227,54800,48000
355030861000003,1,102493,32900,0
355030861000004,1,260633,85700,28000
355030861000005,1,331884,74700,23000
355030861000006,1,332090,42500,20000
355030861000007,1,354187,48100,10000
355030861000008,1,223493,33800,0
355030861000009,1,406469,126590,42200
355030861000010,1,134410,38000,0
