Cod_setor,Situacao_setor,V002,V004,Target_2_10_salarios_per_capita
355030819000388,1,132100,0,5
355030819000390,1,153371,0,6
355030819000391,1,129559,0,2
355030819000392,1,110428,0,2
355030819000393,1,16790,0,0
355030819000394,1,267719,0,5
355030819000395,1,121680,0,6
355030819000396,1,19320,0,0
355030819000397,1,36260,0,1
355030819000398,1,88740,0,8
355030819000399,1,267614,0,12
355030819000400,1,195001,0,13
355030819000401,1,52340,0,3
355030819000402,1,201942,5800,10
355030819000403,1,94021,0,8
355030819000404,1,184141,0,3
355030819000405,1,51870,0,3
355030819000406,1,36494,0,2
355030819000407,1,90585,0,8
355030819000408,1,30733,0,2
355030819000409,1,170129,0,4
355030819000410,1,86398,0,1
355030819000411,1,23210,0,0
355030819000412,1,31510,0,0
355030819000413,1,42660,0,2
355030819000414,1,22881,0,0
355030819000415,1,73388,0,3
355030819000416,1,109302,0,3
355030819000417,1,174299,0,5
355030820000001,1,582707,0,71
355030820000002,1,1439247,0,136
355030820000003,1,685347,0,82
355030820000004,1,795437,0,84
355030820000005,1,613103,0,62
355030820000006,1,1183060,0,168
355030820000007,1,675092,0,69
355030820000008,1,1058598,0,118
355030820000009,1,1473771,500,177
355030820000010,1,669590,0,73
355030820000011,1,586982,3500,59
355030820000012,1,717310,0,77
355030820000013,1,417884,0,36
355030820000014,1,862736,0,108
355030820000015,1,530382,0,61
355030820000016,1,1169727,1000,139
355030820000017,1,744349,0,88
355030820000018,1,2155623,0,208
355030820000019,1,1360090,1510,169
355030820000020,1,3903265,0,292
355030820000021,1,612588,0,68
355030820000023,1,482880,1700,73
355030820000024,1,296170,0,27
355030820000025,1,381537,0,50
355030820000026,1,285861,0,23
355030820000027,1,720901,0,78
355030820000028,1,598079,0,65
355030820000029,1,499740,0,53
355030820000030,1,369945,0,30
355030820000031,1,767437,0,98
355030820000033,1,709582,0,81
355030820000034,1,725755,0,99
355030820000035,1,1019173,0,87
355030820000036,1,509863,0,33
355030820000037,1,545469,0,58
355030820000038,1,527770,0,54
355030820000039,1,526019,0,51
355030820000040,1,322703,0,27
355030820000041,1,790879,0,90
355030820000042,1,3356364,0,422
355030820000043,1,654953,0,67
355030820000044,1,797019,0,104
355030820000045,1,498390,0,40
355030820000046,1,576340,0,69
355030820000047,1,849195,0,96
355030820000048,1,651313,0,77
355030820000049,1,2344288,0,307
355030820000050,1,535690,0,65
355030820000051,1,695412,0,80
355030820000052,1,744062,0,93
355030820000053,1,1074913,0,167
355030820000054,1,779009,0,75
355030820000055,1,1099436,0,128
355030820000056,1,824237,0,107
355030820000057,1,732867,0,79
355030820000058,1,618875,0,54
355030820000059,1,550767,0,49
355030820000060,1,560410,0,65
355030820000061,1,812413,0,102
355030820000062,1,658206,0,69
355030820000063,1,570114,0,68
355030820000064,1,1626942,0,176
355030820000065,1,716117,0,81
355030820000066,1,396459,0,53
355030820000067,1,842370,0,98
355030820000068,1,499410,0,53
355030820000069,1,931728,0,115
355030820000070,1,1436214,0,184
355030820000071,1,329650,0,45
355030820000072,1,464648,0,61
355030820000073,1,716526,0,81
355030820000074,1,345575,0,29
355030820000075,1,809728,0,95
355030820000076,1,341141,0,22
355030820000077,1,584717,700,57
355030820000078,1,626120,0,69
355030820000079,1,1023970,0,99
355030820000080,1,1944000,0,293
355030820000081,1,699820,0,84
355030820000083,1,401997,0,45
355030820000084,1,604094,0,49
355030820000085,1,667260,0,68
355030820000086,1,1041365,0,129
355030820000087,1,983520,0,94
355030820000088,1,2760616,0,274
355030820000090,1,1667930,0,168
355030820000091,1,1341270,0,144
355030820000092,1,932888,0,113
355030820000093,1,762373,0,109
355030820000094,1,1592286,0,197
355030820000095,1,1382581,0,163
355030820000096,1,1778205,0,197
355030820000097,1,1617890,0,181
355030820000098,1,825121,0,91
355030820000099,1,618653,0,42
355030820000100,1,1474653,0,137
355030820000101,1,853690,0,118
355030820000102,1,587636,0,54
355030820000103,1,2102093,6822,262
355030820000104,1,692921,0,117
355030820000105,1,709148,0,74
355030820000106,1,767219,0,75
355030820000107,1,413743,0,22
355030820000108,1,600703,0,68
355030820000109,1,521724,0,69
355030820000110,1,917329,0,115
355030820000111,1,572082,0,62
355030820000112,1,1836963,0,273
355030820000113,1,3428702,0,472
355030820000114,1,1429430,0,150
355030820000115,1,288174,0,20
355030821000001,1,604263,0,58
355030821000002,1,739226,0,74
355030821000003,1,747298,0,87
355030821000004,1,682993,0,78
355030821000005,1,365986,0,46
355030821000006,1,856226,3900,48
355030821000007,1,500348,0,45
355030821000008,1,532062,0,43
355030821000009,1,270408,0,26
355030821000010,1,707204,800,66
355030821000011,1,835122,0,70
355030821000012,1,545440,752,45
355030821000013,1,557148,0,48
355030821000014,1,771190,0,103
355030821000015,1,1273013,0,108
355030821000016,1,544731,0,52
355030821000017,1,604783,0,76
355030821000018,1,456567,0,53
355030821000019,1,404958,0,48
355030821000020,1,395180,0,34
355030821000021,1,578462,0,46
355030821000022,1,452844,0,54
355030821000023,1,692333,0,57
355030821000024,1,456434,0,36
355030821000025,1,539067,0,44
355030821000026,1,566878,3300,64
355030821000027,1,370587,0,31
355030821000028,1,283735,0,23
355030821000029,1,721213,0,69
355030821000030,1,868920,2000,107
355030821000031,1,1389238,0,139
355030821000032,1,1590966,0,121
355030821000033,1,558188,1500,70
355030821000034,1,629768,0,82
355030821000035,1,951533,2000,107
355030821000036,1,161308,0,13
355030821000037,1,805703,0,102
355030821000038,1,650723,0,83
355030821000039,1,669442,0,84
355030821000040,1,665975,0,69
355030821000041,1,394772,0,37
355030821000042,1,781458,0,94
355030821000043,1,525124,0,60
355030821000044,1,319080,0,29
355030821000045,1,703929,0,68
355030821000046,1,285190,0,21
355030821000047,1,293439,0,25
355030821000048,1,693382,0,79
355030821000049,1,530445,0,63
355030821000050,1,1095174,0,121
355030821000051,1,689203,0,84
355030821000052,1,989467,0,119
355030821000053,1,695615,0,72
355030821000054,1,721118,0,87
355030821000055,1,1163547,0,141
355030821000056,1,1227759,0,123
355030821000057,1,732841,0,72
355030821000058,1,570430,0,74
355030821000059,1,520732,0,61
355030821000060,1,869668,0,91
355030821000061,1,1139385,2800,139
355030821000062,1,749247,0,81
355030821000063,1,716813,0,95
355030821000064,1,1857158,0,192
355030821000065,1,1244315,0,148
355030821000066,1,1796205,3500,196
355030821000067,1,1733188,1100,211
355030821000068,1,589386,0,72
355030821000069,1,606493,0,60
355030821000070,1,601722,0,65
355030821000071,1,708024,0,66
355030821000072,1,327900,0,27
355030821000073,1,673738,0,65
355030821000074,1,203846,0,10
355030821000075,1,303301,510,30
355030821000076,1,575237,0,42
355030821000077,1,422532,0,32
355030821000078,1,411039,0,21
355030821000079,1,640954,0,75
355030821000080,1,484031,0,34
355030821000081,1,501036,0,41
355030821000082,1,1586928,0,218
355030821000083,1,974023,0,117
355030821000084,1,468603,0,52
355030821000085,1,598740,0,73
355030821000086,1,1125773,1000,129
355030821000087,1,972256,0,138
355030821000088,1,947778,0,118
355030821000089,1,2485085,0,227
355030821000090,1,2050205,0,212
355030821000091,1,2099662,0,173
355030821000092,1,572360,1500,58
355030821000093,1,1892207,0,226
355030821000094,1,576751,12982,65
355030821000095,1,456886,0,34
355030821000096,1,552400,0,63
355030821000097,1,641781,0,68
355030821000098,1,395563,0,25
355030821000099,1,373732,0,27
355030821000100,1,607936,0,72
355030821000101,1,619740,0,65
355030821000102,1,465501,0,30
355030821000103,1,432786,0,48
355030821000104,1,404877,0,34
355030821000105,1,498982,0,52
355030821000106,1,636535,2370,73
355030821000107,1,466451,0,43
355030821000108,1,161180,0,15
355030821000109,1,440953,0,42
355030821000110,1,866632,0,101
355030821000111,1,373763,0,34
355030821000112,1,286230,0,17
355030821000113,1,933850,0,119
355030821000114,1,925904,1615,125
355030821000115,1,933667,0,114
355030821000116,1,395493,0,9
355030821000117,1,293511,0,34
355030821000118,1,1056540,0,108
355030821000119,1,1495793,0,245
355030821000120,1,876630,0,112
355030821000121,1,847123,0,112
355030821000122,1,1035575,0,115
355030821000123,1,1242766,0,128
355030821000124,1,1336739,0,177
355030821000125,1,796665,0,87
355030821000126,1,1008880,0,111
355030821000128,2,36500,0,4
355030821000129,1,323567,0,31
355030821000130,1,347410,0,43
355030821000131,1,304077,0,28
355030821000132,1,384206,0,28
355030821000133,1,656775,0,69
355030822000001,1,208944,0,22
355030822000002,1,566282,0,72
355030822000003,1,785072,0,114
355030822000004,1,540964,0,40
355030822000005,1,223469,0,15
355030822000006,1,329866,0,11
355030822000007,1,614009,0,47
355030822000008,1,70921,0,1
355030822000009,1,419286,0,21
355030822000010,1,516103,0,36
355030822000011,1,304243,0,28
355030822000012,1,226833,0,17
355030822000013,1,387806,0,31
355030822000014,1,481643,0,47
355030822000015,1,593225,0,52
355030822000016,1,550349,0,56
355030822000017,1,499765,0,30
355030822000018,1,143315,0,3
355030822000019,1,157043,0,7
355030822000020,1,549548,0,24
355030822000021,1,386421,0,21
355030822000022,1,125856,0,2
355030822000023,1,182090,0,4
355030822000024,1,482276,0,44
355030822000025,1,278190,0,13
355030822000026,1,453815,0,19
355030822000027,1,228780,0,13
355030822000028,1,510244,0,27
355030822000029,1,365085,0,25
355030822000030,1,354391,0,20
355030822000031,1,333972,0,6
355030822000032,1,439694,0,41
355030822000033,1,344928,0,32
355030822000034,1,66140,0,3
355030822000035,1,165915,0,5
355030822000036,1,726758,0,98
355030822000037,1,432564,0,43
355030822000038,1,296883,0,31
355030822000039,1,555670,0,60
355030822000040,1,467315,0,38
355030822000041,1,73980,0,0
355030822000042,1,613959,0,36
355030822000043,1,403545,0,13
355030822000044,1,599878,0,40
355030822000045,1,358172,0,14
355030822000046,1,289052,3650,16
355030822000047,1,302683,0,12
355030822000048,1,453579,0,19
355030822000049,1,356790,0,28
355030822000050,1,108436,0,0
355030822000051,1,445257,0,6
355030822000052,1,513191,0,20
355030822000053,1,272451,0,2
355030822000054,1,206519,0,9
355030822000055,1,777464,0,58
355030822000056,1,566584,0,40
355030822000057,1,769001,0,49
355030822000058,1,385585,0,19
355030822000059,1,638668,0,53
355030822000060,1,607520,0,56
355030822000061,1,885810,762,74
355030822000062,1,838700,0,86
355030822000063,1,770247,0,81
355030822000064,1,343893,0,35
355030822000065,1,1008732,0,120
355030822000066,1,421531,0,34
355030822000067,1,351720,0,31
355030822000068,1,189020,0,14
355030822000069,1,422252,0,49
355030822000070,1,1251347,0,164
355030822000071,1,781981,0,90
355030822000072,1,801101,6930,96
355030822000073,1,291911,0,33
355030822000074,1,553668,0,54
355030822000075,1,608210,0,66
355030822000076,1,439640,0,45
355030822000077,1,440521,0,28
355030822000078,1,411424,0,43
355030822000079,1,268293,0,14
355030822000080,1,401170,0,21
355030822000081,1,230965,0,10
355030822000082,1,33960,0,3
355030822000083,1,620963,0,26
355030822000084,1,886287,0,42
355030822000085,1,262583,0,3
355030822000086,1,298297,0,22
355030822000087,1,571615,0,29
355030822000088,1,603470,0,56
355030822000089,1,225861,0,6
355030822000090,1,351297,0,20
355030822000091,1,376956,0,24
355030822000092,1,501520,0,8
355030822000093,1,133784,0,5
355030822000094,1,477444,0,23
355030822000095,1,331059,0,13
355030822000096,1,151720,0,1
355030822000097,1,259655,0,1
355030822000098,1,155067,0,2
355030822000099,1,743139,0,26
355030822000100,1,209459,0,14
355030822000101,1,610282,0,40
355030822000102,1,259219,0,8
355030822000103,1,313523,0,17
355030822000104,1,269410,0,8
355030822000105,1,546768,0,27
355030822000106,1,609905,0,39
355030822000107,1,510129,0,17
355030822000108,1,637782,0,47
355030822000109,1,639072,0,66
355030822000110,1,592140,0,77
355030822000111,1,860549,0,98
355030822000112,1,253058,0,26
355030822000113,1,612769,0,71
355030822000114,1,414347,0,44
355030822000115,1,757588,0,92
355030822000116,1,726735,0,80
355030822000117,1,760381,0,70
355030822000118,1,415913,0,36
355030822000119,1,519764,1630,51
355030822000120,1,450645,0,33
355030822000121,1,366871,0,28
355030822000122,1,724712,0,72
355030822000123,1,366574,0,34
355030822000124,1,601247,700,43
355030822000125,1,700777,0,39
355030822000126,1,370383,0,21
355030822000127,1,393077,0,17
355030822000128,1,172800,0,6
355030822000129,1,135130,0,8
355030822000130,1,102347,0,2
355030822000131,1,270439,0,7
355030822000132,1,332750,0,17
355030822000133,1,238535,0,18
355030822000134,1,233321,0,7
355030822000135,1,445682,0,33
355030822000136,1,613094,0,42
355030822000137,1,714408,0,77
355030822000138,1,86021,0,8
355030822000139,1,182947,0,5
355030822000140,1,286123,800,11
355030822000141,1,201380,0,21
355030822000142,1,588801,0,30
355030822000143,1,642343,0,67
355030822000144,1,941442,0,94
355030822000145,1,1145157,0,135
355030822000146,1,612979,0,82
355030822000147,1,633220,0,74
355030822000148,1,449867,0,39
355030822000149,1,436267,0,29
355030822000150,1,673235,0,65
355030822000151,1,166204,0,4
355030822000152,1,399643,0,11
355030822000153,1,298951,0,8
355030822000154,1,516355,0,17
355030822000155,1,338465,0,29
355030822000156,1,563147,0,30
355030822000157,1,360572,0,20
355030822000158,1,453120,0,59
355030822000159,1,440048,0,29
355030822000160,1,1271953,0,129
355030822000161,1,437438,0,50
355030822000162,1,755298,0,73
355030822000163,1,1050794,0,133
355030822000164,1,1009191,0,101
355030822000165,1,495099,0,55
355030822000166,1,437278,0,20
355030822000167,1,703564,0,62
355030822000168,1,319036,0,12
355030822000169,1,310868,0,26
355030822000170,1,337761,0,28
355030822000171,1,341485,0,10
355030822000172,1,230693,0,5
355030822000173,1,248258,0,10
355030822000174,1,237339,0,12
355030822000175,1,442405,0,31
355030822000176,1,74323,0,7
355030822000177,1,234526,0,13
355030822000178,1,186178,0,6
355030822000179,1,441846,0,14
355030822000180,1,531574,0,17
355030822000181,1,136471,0,4
355030822000182,1,1601816,0,246
355030822000183,1,736915,0,73
355030822000184,1,1295816,0,151
355030822000185,1,693843,0,93
355030822000186,1,1071334,0,134
355030822000187,1,1093919,1160,144
355030822000188,1,485261,0,35
355030822000189,1,334013,0,19
355030822000190,1,396353,0,23
355030822000191,1,709871,0,73
355030822000192,1,424820,0,31
355030822000193,1,390776,0,21
355030822000194,1,295079,0,5
355030822000195,1,431720,0,25
355030822000196,1,504259,0,35
355030822000197,1,624418,0,51
355030822000198,1,522775,0,26
355030822000199,1,177008,0,10
355030822000200,1,315648,0,11
355030822000201,1,421524,0,15
355030822000202,1,204539,0,6
355030822000203,1,104807,0,4
355030822000204,1,233831,0,22
355030822000205,1,870873,0,122
355030822000206,1,1046702,0,149
355030822000207,1,1319164,0,159
355030822000208,1,1704508,0,242
355030822000209,1,251011,0,20
355030822000210,1,286797,0,5
355030822000211,1,112766,0,3
355030822000212,1,703021,1300,75
355030822000213,1,608165,0,76
355030822000214,1,489440,0,28
355030822000215,1,138000,0,3
355030822000216,1,335762,0,14
355030822000217,1,433764,1500,18
355030822000218,1,72013,0,3
355030822000219,1,558272,0,45
355030822000220,1,402240,0,36
355030822000221,1,214579,0,9
355030822000222,1,303096,0,16
355030822000223,1,610793,0,47
355030822000224,1,686724,0,56
355030822000225,1,277666,0,10
355030822000226,1,336588,0,26
355030822000227,1,343782,0,30
355030822000228,1,364134,0,20
355030822000229,1,690584,0,44
355030822000230,1,594387,0,46
355030822000231,1,513110,740,53
355030822000232,1,1726480,0,203
355030822000233,1,4681312,0,152
355030822000234,1,1022089,0,122
355030822000235,1,2002410,0,167
355030822000236,1,477067,0,22
355030822000237,1,573430,0,32
355030822000238,1,329511,0,24
355030822000239,1,315562,0,6
355030822000240,1,371001,0,21
355030822000241,1,108890,0,8
355030822000242,1,22400,0,0
355030822000243,1,254335,510,9
355030822000244,1,363185,0,31
355030822000245,1,472844,0,36
355030822000246,1,438506,0,36
355030822000247,1,1338792,0,207
355030822000248,1,1356379,0,181
355030822000249,1,526524,0,44
355030822000250,1,677141,0,46
355030822000251,1,662428,0,50
355030822000252,1,533294,0,50
355030822000253,1,83518,0,4
355030822000254,1,373234,0,8
355030822000255,1,332729,0,9
355030822000256,1,412220,0,14
355030822000257,1,113036,0,2
355030822000258,1,317275,0,11
355030822000259,1,512264,0,15
355030822000260,1,453712,0,10
355030822000261,1,324364,600,10
355030822000262,1,115689,0,0
355030822000263,1,109859,0,6
355030822000264,1,509327,0,31
355030822000265,1,421469,0,24
355030822000266,1,829248,750,61
355030822000267,1,2132578,0,185
355030822000268,1,1549789,510,154
355030822000269,1,354490,0,22
355030822000270,1,352257,0,13
355030822000271,1,295482,0,13
355030822000272,1,455462,0,17
355030822000273,1,332034,0,22
355030822000274,1,486452,0,34
355030822000275,1,110124,0,7
355030822000276,1,316858,0,17
355030822000277,1,1537155,0,208
355030822000278,1,711306,0,81
355030822000279,1,291910,0,8
355030822000280,1,199109,0,9
355030822000281,1,347600,0,17
355030822000282,1,62280,0,0
355030822000283,1,477177,0,17
355030822000284,1,204669,0,13
355030822000285,1,6280,0,0
355030822000286,1,330576,0,9
355030822000287,1,404557,0,29
355030822000288,1,254928,0,21
355030822000289,1,329606,0,18
355030822000290,1,304180,0,16
355030822000291,1,282903,0,14
355030822000292,1,425445,0,26
355030822000293,1,141696,0,16
355030822000294,1,450116,0,25
355030822000295,1,308914,0,15
355030822000296,1,321793,0,27
355030822000297,1,284466,0,10
355030822000298,1,285011,0,15
355030822000299,1,231040,0,6
355030822000300,1,236493,0,0
355030822000301,1,246091,0,13
355030822000302,1,398259,0,40
355030822000303,1,355338,600,34
355030822000304,1,324185,0,16
355030822000305,1,112738,0,5
355030822000306,1,266413,0,14
355030822000307,1,366087,0,24
355030822000308,1,1245441,0,162
355030822000309,1,1476714,0,241
355030822000310,1,286423,0,14
355030822000311,1,1163165,0,114
355030822000312,1,1055408,0,136
355030822000313,1,249388,0,17
355030822000314,1,362309,0,25
355030822000315,1,457950,0,10
355030822000316,1,952868,0,143
355030822000317,1,142229,0,12
355030822000318,1,643601,0,45
355030822000319,1,385793,0,34
355030822000320,1,120467,0,4
355030822000321,1,99041,0,4
355030822000322,1,1026351,0,158
355030822000323,1,210316,0,7
355030822000324,1,316480,0,36
355030822000325,1,358063,0,18
355030822000326,1,583811,0,59
355030822000327,1,873797,0,124
355030822000328,1,401603,0,24
355030822000329,1,182321,0,15
355030822000330,1,348462,0,24
355030822000331,1,313020,0,17
355030822000332,1,260940,0,23
355030822000333,1,235315,0,14
355030822000334,1,553713,0,73
355030822000335,1,301250,0,29
355030822000336,1,268928,0,10
355030822000337,1,290069,0,5
355030822000338,1,162355,0,9
355030822000339,1,190892,0,12
355030822000340,1,128922,0,5
355030822000341,1,298151,0,15
355030822000342,1,112086,0,2
355030822000343,1,146854,1000,2
355030822000344,1,189711,0,3
355030822000345,1,183838,0,8
355030822000346,1,284390,0,19
355030822000347,1,207015,0,6
355030822000348,1,122460,0,3
355030822000349,1,361854,0,13
355030822000350,1,276960,0,28
355030822000351,1,477844,0,46
355030822000352,1,399994,0,56
355030822000353,1,235390,0,11
355030822000354,1,781361,0,87
355030822000355,1,421473,0,30
355030822000356,1,77495,0,3
355030822000357,1,409348,0,50
355030822000358,1,483211,0,69
355030822000359,1,340120,0,31
355030822000360,1,130834,0,5
355030822000362,1,66768,0,5
355030822000364,1,141173,0,10
355030822000365,1,204730,0,9
355030822000366,1,97370,0,1
355030822000367,1,197190,0,22
355030822000368,1,111108,0,1
355030822000369,1,70999,0,3
355030822000370,1,119650,0,2
355030822000371,1,176753,0,2
355030822000372,1,417399,0,9
355030822000373,1,76693,0,1
355030822000374,1,217458,0,5
355030822000375,1,51665,0,1
355030822000376,1,172792,0,10
355030822000377,1,50640,0,2
355030822000378,1,50943,0,2
355030822000379,1,118688,0,5
355030822000380,1,291618,0,10
355030823000001,1,798918,0,99
355030823000002,1,467833,0,37
355030823000003,1,237161,0,8
355030823000004,1,170726,0,4
355030823000005,1,564719,0,47
355030823000006,1,775898,0,85
355030823000007,1,1080734,2740,89
355030823000008,1,668443,0,82
355030823000009,1,178584,0,7
355030823000010,1,123440,0,2
355030823000011,1,707819,0,69
355030823000012,1,270095,0,9
355030823000013,1,442517,0,44
355030823000014,1,980357,0,112
355030823000015,1,620961,0,49
355030823000016,1,809961,0,79
355030823000017,1,459092,0,42
355030823000018,1,924863,0,75
355030823000019,1,551648,0,41
355030823000020,1,1081863,0,80
355030823000021,1,999086,0,105
355030823000022,1,891530,0,102
355030823000023,1,748299,0,87
355030823000024,1,862221,510,79
355030823000025,1,813874,0,82
355030823000026,1,996138,0,117
355030823000027,1,288439,0,24
355030823000028,1,191375,0,2
355030823000029,1,144894,0,4
355030823000030,1,671419,0,69
355030823000031,1,437563,0,41
355030823000032,1,457757,2000,36
355030823000033,1,289860,0,20
355030823000034,1,90634,0,1
355030823000035,1,453678,0,30
355030823000036,1,619809,0,53
355030823000037,1,793827,0,73
355030823000038,1,969012,0,117
355030823000039,1,1200643,0,117
355030823000040,1,883455,0,95
355030823000041,1,996073,0,118
355030823000042,1,357495,0,8
355030823000043,1,453432,0,47
355030823000044,1,760001,0,68
355030823000045,1,611308,0,88
355030823000046,1,710843,0,70
355030823000047,1,265020,0,13
355030823000048,1,657364,0,39
355030823000049,1,267864,0,16
355030823000050,1,131187,0,11
355030823000051,1,276021,0,6
355030823000052,1,369904,0,14
355030823000053,1,470696,0,6
355030823000054,1,266110,0,8
355030823000055,1,286375,0,11
355030823000056,1,513778,2700,43
355030823000057,1,1163468,0,153
355030823000058,1,538809,0,56
355030823000059,1,395132,0,35
355030823000060,1,775802,0,83
355030823000061,1,2274885,0,207
355030823000062,1,912747,0,115
355030823000063,1,810694,0,99
355030823000064,1,383352,0,32
355030823000065,1,949112,0,109
355030823000066,1,1198156,0,130
355030823000067,1,628284,0,86
355030823000068,1,488672,0,30
355030823000069,1,415644,0,28
355030823000070,1,361529,0,21
355030823000071,1,393341,0,27
355030823000072,1,327465,0,9
355030823000073,1,361952,0,14
355030823000074,1,163164,0,10
355030823000075,1,257403,0,6
355030823000076,1,286986,0,5
355030823000077,1,357927,0,16
355030823000078,1,382323,0,28
355030823000079,1,606475,3200,52
355030823000080,1,716862,0,36
355030823000081,1,817394,0,80
355030823000082,1,527019,0,47
355030823000083,1,1210209,0,195
355030823000084,1,654476,0,66
355030823000085,1,298757,0,42
355030823000086,1,936469,0,87
355030823000087,1,355554,0,33
355030823000088,1,427229,0,6
355030823000089,1,382346,0,25
355030823000090,1,760584,0,70
355030823000091,1,418424,0,50
355030823000092,1,777358,0,85
355030823000093,1,1508073,0,156
355030823000094,1,1263213,1000,137
355030823000095,1,1175527,8000,102
355030823000096,1,648330,0,68
355030823000097,1,413628,0,38
355030823000099,1,397335,0,45
355030823000100,1,292815,0,10
355030823000101,1,458138,0,35
355030823000102,1,432771,0,28
355030823000103,1,223810,0,6
355030823000104,1,165548,0,9
355030823000105,1,494940,0,13
355030823000106,1,400231,0,6
355030823000107,1,498493,0,43
355030823000108,1,543365,0,40
355030823000109,1,442767,0,21
355030823000110,1,641820,0,54
355030823000111,1,664154,0,46
355030823000112,1,749661,0,61
355030823000113,1,871410,0,72
355030823000114,1,823696,0,65
355030823000115,1,713179,0,59
355030823000116,1,957445,0,151
355030823000117,1,987029,0,146
355030823000118,1,778560,0,112
355030823000119,1,1092619,0,160
355030823000120,1,847855,0,119
355030823000121,1,1085503,0,153
355030823000122,1,476466,0,43
355030823000123,1,501758,0,38
355030823000124,1,110315,0,7
355030823000125,1,438027,0,38
355030823000126,1,401513,0,14
355030823000127,1,306819,0,6
355030823000128,1,757921,0,50
355030823000129,1,367369,500,26
355030823000130,1,437732,0,42
355030823000131,1,485431,0,34
355030823000132,1,496177,0,36
355030823000133,1,232534,0,8
355030823000134,1,367097,0,6
355030823000135,1,972129,0,78
355030823000136,1,1074896,0,137
355030823000137,1,1906530,0,245
355030823000138,1,375351,0,14
355030823000139,1,327172,0,6
355030823000140,1,1282431,0,129
355030823000141,1,720294,0,84
355030823000142,1,1583317,0,206
355030823000143,1,540261,0,40
355030823000144,1,274357,0,9
355030823000145,1,486513,0,37
355030823000146,1,220417,0,7
355030823000147,1,693680,0,28
355030823000148,1,409899,0,26
355030823000149,1,716285,0,75
355030823000150,1,677795,0,48
355030823000151,1,264179,0,11
355030823000152,1,712620,0,54
355030823000153,1,717512,0,76
355030823000154,1,846757,0,73
355030823000155,1,384692,0,16
355030823000156,1,762433,0,65
355030823000157,1,109380,0,4
355030823000158,1,350893,0,30
355030823000159,1,395915,0,30
355030823000160,1,305486,3430,17
355030823000161,1,503610,0,27
355030823000162,1,258877,0,8
355030823000163,1,117167,0,5
355030823000164,1,606911,0,54
355030823000165,1,140835,0,8
355030823000166,1,221770,0,9
355030823000167,1,262864,0,11
355030823000168,1,472636,0,26
355030823000169,1,2497454,0,253
355030823000170,1,1524881,0,137
355030823000171,1,661729,0,17
355030823000172,1,175304,0,7
355030823000173,1,219352,0,5
355030823000174,1,788024,0,31
355030823000175,1,360654,0,13
355030823000176,1,714276,0,33
355030823000177,1,133710,0,2
355030823000178,1,1087501,0,137
355030823000179,1,741897,0,120
355030823000180,1,613666,0,87
355030823000181,1,718701,0,73
355030823000182,1,736255,0,102
355030823000183,1,19205,0,1
355030823000185,1,558902,0,29
355030823000186,1,710707,0,41
355030823000187,1,332513,0,9
355030823000188,1,734157,0,59
355030823000189,1,320550,0,42
355030823000190,1,647808,0,63
355030823000191,1,222120,0,11
355030823000192,1,249342,0,21
355030823000193,1,140770,0,11
355030823000194,1,764862,1000,50
355030823000195,1,212829,0,6
355030823000196,1,1200753,0,165
355030823000197,1,876254,0,103
355030823000198,1,508143,0,43
355030823000199,1,463653,0,34
355030823000200,1,297754,0,4
355030823000201,1,548510,0,53
355030823000202,1,148396,0,15
355030823000203,1,796089,0,79
355030823000204,1,618265,0,39
355030823000205,1,744789,1056,73
355030823000206,1,128270,0,10
355030823000207,1,384756,0,18
355030823000208,1,974287,0,113
355030823000209,1,536021,0,41
355030823000210,1,367187,0,22
355030823000211,1,373026,510,16
355030823000212,1,441395,0,35
355030823000213,1,804546,0,59
355030823000214,1,294078,0,13
355030823000215,1,688993,0,44
355030823000216,2,8988,0,1
355030823000217,1,150571,0,15
355030823000218,1,703801,0,94
355030823000219,1,598817,0,50
355030823000220,1,245185,0,10
355030823000221,1,397368,0,22
355030823000222,1,114362,0,1
355030823000223,1,261465,0,10
355030823000224,1,446098,0,48
355030823000225,1,66577,0,2
355030823000226,1,224897,0,3
355030823000227,1,174190,510,10
355030823000228,1,373986,0,22
355030823000229,1,358913,1600,28
355030823000230,1,360040,0,23
355030823000231,1,287901,0,25
355030823000232,1,174216,0,2
355030823000233,1,338707,0,3
355030823000234,8,99292,0,9
355030823000236,8,120565,0,4
355030823000238,1,128916,0,14
355030823000239,1,75474,0,3
355030823000240,1,38245,0,2
355030823000241,1,347967,0,21
355030823000242,1,54088,0,2
355030823000243,1,144532,0,12
355030823000244,1,176740,0,10
355030823000245,1,256293,0,24
355030823000246,1,14880,0,1
355030823000247,1,113388,0,9
355030823000248,1,142214,0,6
355030823000249,1,83062,0,6
355030823000250,1,201884,0,13
355030823000251,1,120905,0,5
355030823000252,1,213631,0,8
355030823000253,1,60234,0,0
355030823000254,1,15972,0,0
355030823000255,1,125928,0,8
355030823000256,1,150634,0,5
355030823000257,1,52136,0,1
355030823000258,1,235899,0,20
355030824000001,1,297397,0,20
355030824000002,1,645500,0,55
355030824000003,1,334463,0,24
355030824000004,1,698348,0,69
355030824000005,1,726565,0,65
355030824000006,1,473386,0,44
355030824000007,1,600982,0,54
355030824000008,1,659908,0,41
355030824000009,1,571681,0,44
355030824000010,1,348417,0,29
355030824000011,1,236678,0,12
355030824000012,1,428916,0,37
355030824000013,1,190904,0,14
355030824000014,1,447161,0,31
355030824000015,1,548480,0,43
355030824000016,1,522210,0,43
355030824000017,1,580205,0,44
